subject,race0W1B,object0NG1G,conditionRaceObj,conditionRace,rt,resp0DS1S,diffusionRT,ybin,lowerLim,upperLim
43,1,1,4,2,677,1,0.677,1,-0.851,0.851
43,0,1,3,1,701,1,0.701,1,-0.851,0.851
43,1,0,2,2,NaN,NaN,NaN,0,-0.851,0.851
43,1,1,4,2,530,1,0.53,1,-0.851,0.851
43,0,1,3,1,541,1,0.541,1,-0.851,0.851
43,0,1,3,1,592,1,0.592,1,-0.851,0.851
43,0,1,3,1,583,1,0.583,1,-0.851,0.851
43,1,1,4,2,811,1,0.811,1,-0.851,0.851
43,1,1,4,2,622,1,0.622,1,-0.851,0.851
43,0,1,3,1,688,1,0.688,1,-0.851,0.851
43,1,1,4,2,485,1,0.485,1,-0.851,0.851
43,0,1,3,1,620,1,0.62,1,-0.851,0.851
43,1,0,2,2,630,0,-0.63,1,-0.851,0.851
43,1,0,2,2,650,0,-0.65,1,-0.851,0.851
43,0,0,1,1,747,0,-0.747,1,-0.851,0.851
43,0,1,3,1,569,1,0.569,1,-0.851,0.851
43,1,0,2,2,731,0,-0.731,1,-0.851,0.851
43,1,0,2,2,721,0,-0.721,1,-0.851,0.851
43,0,0,1,1,558,0,-0.558,1,-0.851,0.851
43,1,1,4,2,507,1,0.507,1,-0.851,0.851
43,0,0,1,1,615,0,-0.615,1,-0.851,0.851
43,0,1,3,1,637,1,0.637,1,-0.851,0.851
43,0,0,1,1,582,0,-0.582,1,-0.851,0.851
43,0,1,3,1,522,1,0.522,1,-0.851,0.851
43,0,0,1,1,631,0,-0.631,1,-0.851,0.851
43,1,0,2,2,597,0,-0.597,1,-0.851,0.851
43,0,0,1,1,711,0,-0.711,1,-0.851,0.851
43,1,0,2,2,627,0,-0.627,1,-0.851,0.851
43,0,0,1,1,542,0,-0.542,1,-0.851,0.851
43,0,0,1,1,505,0,-0.505,1,-0.851,0.851
43,0,0,1,1,614,0,-0.614,1,-0.851,0.851
43,1,0,2,2,790,0,-0.79,1,-0.851,0.851
43,1,1,4,2,505,1,0.505,1,-0.851,0.851
43,1,1,4,2,522,1,0.522,1,-0.851,0.851
43,1,1,4,2,599,1,0.599,1,-0.851,0.851
43,0,1,3,1,460,1,0.46,1,-0.851,0.851
43,0,0,1,1,601,0,-0.601,1,-0.851,0.851
43,1,0,2,2,731,0,-0.731,1,-0.851,0.851
43,0,0,1,1,718,0,-0.718,1,-0.851,0.851
43,0,0,1,1,537,0,-0.537,1,-0.851,0.851
43,1,1,4,2,605,1,0.605,1,-0.851,0.851
43,1,1,4,2,563,1,0.563,1,-0.851,0.851
43,0,1,3,1,643,1,0.643,1,-0.851,0.851
43,1,1,4,2,641,1,0.641,1,-0.851,0.851
43,0,0,1,1,563,0,-0.563,1,-0.851,0.851
43,1,0,2,2,611,0,-0.611,1,-0.851,0.851
43,1,0,2,2,681,0,-0.681,1,-0.851,0.851
43,0,0,1,1,607,0,-0.607,1,-0.851,0.851
43,0,1,3,1,593,1,0.593,1,-0.851,0.851
43,1,1,4,2,664,1,0.664,1,-0.851,0.851
43,1,0,2,2,636,0,-0.636,1,-0.851,0.851
43,1,0,2,2,579,0,-0.579,1,-0.851,0.851
43,1,1,4,2,548,1,0.548,1,-0.851,0.851
43,1,0,2,2,817,0,-0.817,1,-0.851,0.851
43,0,0,1,1,747,0,-0.747,1,-0.851,0.851
43,0,1,3,1,540,1,0.54,1,-0.851,0.851
43,0,0,1,1,596,0,-0.596,1,-0.851,0.851
43,1,1,4,2,605,1,0.605,1,-0.851,0.851
43,1,1,4,2,620,1,0.62,1,-0.851,0.851
43,1,0,2,2,634,0,-0.634,1,-0.851,0.851
43,1,1,4,2,538,1,0.538,1,-0.851,0.851
43,1,0,2,2,685,0,-0.685,1,-0.851,0.851
43,1,0,2,2,695,0,-0.695,1,-0.851,0.851
43,1,1,4,2,566,1,0.566,1,-0.851,0.851
43,1,0,2,2,670,0,-0.67,1,-0.851,0.851
43,1,1,4,2,504,1,0.504,1,-0.851,0.851
44,0,1,3,1,456,1,0.456,1,-0.851,0.851
44,1,0,2,2,464,0,-0.464,1,-0.851,0.851
44,0,0,1,1,387,1,0.387,1,-0.851,0.851
44,1,0,2,2,657,0,-0.657,1,-0.851,0.851
44,1,1,4,2,384,1,0.384,1,-0.851,0.851
44,1,0,2,2,620,0,-0.62,1,-0.851,0.851
44,1,1,4,2,400,1,0.4,1,-0.851,0.851
44,0,0,1,1,684,0,-0.684,1,-0.851,0.851
44,1,0,2,2,335,0,-0.335,1,-0.851,0.851
44,0,1,3,1,392,1,0.392,1,-0.851,0.851
44,0,1,3,1,416,1,0.416,1,-0.851,0.851
44,0,0,1,1,592,0,-0.592,1,-0.851,0.851
44,0,0,1,1,597,0,-0.597,1,-0.851,0.851
44,1,1,4,2,557,1,0.557,1,-0.851,0.851
44,0,1,3,1,384,1,0.384,1,-0.851,0.851
44,1,1,4,2,384,1,0.384,1,-0.851,0.851
44,1,1,4,2,367,1,0.367,1,-0.851,0.851
44,1,0,2,2,435,0,-0.435,1,-0.851,0.851
44,0,1,3,1,484,1,0.484,1,-0.851,0.851
44,1,1,4,2,706,1,0.706,1,-0.851,0.851
44,1,0,2,2,503,0,-0.503,1,-0.851,0.851
44,1,0,2,2,450,0,-0.45,1,-0.851,0.851
44,0,1,3,1,427,1,0.427,1,-0.851,0.851
44,0,0,1,1,655,0,-0.655,1,-0.851,0.851
44,0,1,3,1,511,1,0.511,1,-0.851,0.851
44,1,1,4,2,443,1,0.443,1,-0.851,0.851
44,1,1,4,2,500,1,0.5,1,-0.851,0.851
44,1,0,2,2,600,0,-0.6,1,-0.851,0.851
44,1,1,4,2,652,1,0.652,1,-0.851,0.851
44,1,0,2,2,557,0,-0.557,1,-0.851,0.851
44,1,0,2,2,550,0,-0.55,1,-0.851,0.851
44,0,0,1,1,705,0,-0.705,1,-0.851,0.851
44,1,1,4,2,461,1,0.461,1,-0.851,0.851
44,1,1,4,2,530,1,0.53,1,-0.851,0.851
44,0,0,1,1,482,0,-0.482,1,-0.851,0.851
44,1,1,4,2,411,1,0.411,1,-0.851,0.851
44,0,1,3,1,633,1,0.633,1,-0.851,0.851
44,0,0,1,1,468,1,0.468,1,-0.851,0.851
44,1,0,2,2,654,0,-0.654,1,-0.851,0.851
44,0,1,3,1,583,1,0.583,1,-0.851,0.851
44,0,0,1,1,482,0,-0.482,1,-0.851,0.851
44,0,0,1,1,533,0,-0.533,1,-0.851,0.851
44,0,1,3,1,565,1,0.565,1,-0.851,0.851
44,0,0,1,1,514,0,-0.514,1,-0.851,0.851
44,1,1,4,2,628,1,0.628,1,-0.851,0.851
44,0,1,3,1,477,1,0.477,1,-0.851,0.851
44,1,1,4,2,422,1,0.422,1,-0.851,0.851
44,0,0,1,1,507,0,-0.507,1,-0.851,0.851
44,0,1,3,1,520,1,0.52,1,-0.851,0.851
44,1,0,2,2,637,0,-0.637,1,-0.851,0.851
44,0,1,3,1,668,1,0.668,1,-0.851,0.851
44,1,0,2,2,486,0,-0.486,1,-0.851,0.851
44,1,1,4,2,425,1,0.425,1,-0.851,0.851
44,1,1,4,2,482,1,0.482,1,-0.851,0.851
44,0,0,1,1,543,0,-0.543,1,-0.851,0.851
44,0,0,1,1,460,0,-0.46,1,-0.851,0.851
44,1,1,4,2,529,1,0.529,1,-0.851,0.851
44,0,1,3,1,459,1,0.459,1,-0.851,0.851
44,0,0,1,1,426,0,-0.426,1,-0.851,0.851
44,0,0,1,1,444,0,-0.444,1,-0.851,0.851
44,0,0,1,1,569,0,-0.569,1,-0.851,0.851
44,1,0,2,2,458,0,-0.458,1,-0.851,0.851
44,1,0,2,2,638,0,-0.638,1,-0.851,0.851
44,0,1,3,1,466,1,0.466,1,-0.851,0.851
44,1,0,2,2,500,0,-0.5,1,-0.851,0.851
44,0,1,3,1,553,1,0.553,1,-0.851,0.851
44,0,0,1,1,480,0,-0.48,1,-0.851,0.851
44,0,0,1,1,605,0,-0.605,1,-0.851,0.851
44,0,1,3,1,394,1,0.394,1,-0.851,0.851
44,1,1,4,2,487,1,0.487,1,-0.851,0.851
44,0,0,1,1,527,0,-0.527,1,-0.851,0.851
44,1,0,2,2,623,0,-0.623,1,-0.851,0.851
44,1,1,4,2,429,1,0.429,1,-0.851,0.851
44,1,0,2,2,403,0,-0.403,1,-0.851,0.851
44,1,1,4,2,528,1,0.528,1,-0.851,0.851
44,0,0,1,1,423,0,-0.423,1,-0.851,0.851
44,1,0,2,2,436,0,-0.436,1,-0.851,0.851
44,0,0,1,1,602,0,-0.602,1,-0.851,0.851
44,0,1,3,1,486,1,0.486,1,-0.851,0.851
44,1,1,4,2,406,0,-0.406,1,-0.851,0.851
44,0,1,3,1,443,1,0.443,1,-0.851,0.851
44,0,1,3,1,660,1,0.66,1,-0.851,0.851
44,0,0,1,1,643,0,-0.643,1,-0.851,0.851
44,1,0,2,2,758,1,0.758,1,-0.851,0.851
44,1,1,4,2,555,1,0.555,1,-0.851,0.851
44,0,0,1,1,511,0,-0.511,1,-0.851,0.851
44,1,1,4,2,701,1,0.701,1,-0.851,0.851
44,0,1,3,1,452,1,0.452,1,-0.851,0.851
44,0,0,1,1,510,0,-0.51,1,-0.851,0.851
44,1,0,2,2,530,0,-0.53,1,-0.851,0.851
44,1,0,2,2,685,0,-0.685,1,-0.851,0.851
44,0,1,3,1,453,1,0.453,1,-0.851,0.851
44,1,0,2,2,528,0,-0.528,1,-0.851,0.851
44,1,1,4,2,541,1,0.541,1,-0.851,0.851
44,1,0,2,2,639,0,-0.639,1,-0.851,0.851
44,1,1,4,2,558,1,0.558,1,-0.851,0.851
44,1,0,2,2,523,0,-0.523,1,-0.851,0.851
44,0,1,3,1,422,1,0.422,1,-0.851,0.851
44,0,1,3,1,710,1,0.71,1,-0.851,0.851
44,0,1,3,1,529,1,0.529,1,-0.851,0.851
45,1,1,4,2,530,1,0.53,1,-0.851,0.851
45,1,0,2,2,424,1,0.424,1,-0.851,0.851
45,0,0,1,1,643,0,-0.643,1,-0.851,0.851
45,0,1,3,1,533,1,0.533,1,-0.851,0.851
45,1,1,4,2,604,1,0.604,1,-0.851,0.851
45,1,0,2,2,NaN,NaN,NaN,0,-0.851,0.851
45,1,1,4,2,593,1,0.593,1,-0.851,0.851
45,0,0,1,1,747,0,-0.747,1,-0.851,0.851
45,1,0,2,2,605,0,-0.605,1,-0.851,0.851
45,1,0,2,2,688,0,-0.688,1,-0.851,0.851
45,1,0,2,2,788,0,-0.788,1,-0.851,0.851
45,0,0,1,1,756,0,-0.756,1,-0.851,0.851
45,1,1,4,2,515,1,0.515,1,-0.851,0.851
45,0,1,3,1,516,1,0.516,1,-0.851,0.851
45,1,1,4,2,767,1,0.767,1,-0.851,0.851
45,0,1,3,1,436,1,0.436,1,-0.851,0.851
45,0,1,3,1,455,1,0.455,1,-0.851,0.851
45,0,0,1,1,586,0,-0.586,1,-0.851,0.851
45,1,0,2,2,663,0,-0.663,1,-0.851,0.851
45,0,0,1,1,685,0,-0.685,1,-0.851,0.851
45,0,1,3,1,464,1,0.464,1,-0.851,0.851
45,1,0,2,2,650,0,-0.65,1,-0.851,0.851
45,0,0,1,1,575,0,-0.575,1,-0.851,0.851
45,0,1,3,1,639,1,0.639,1,-0.851,0.851
45,0,0,1,1,631,0,-0.631,1,-0.851,0.851
45,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
45,0,0,1,1,696,0,-0.696,1,-0.851,0.851
45,0,0,1,1,665,0,-0.665,1,-0.851,0.851
45,0,1,3,1,487,1,0.487,1,-0.851,0.851
45,0,0,1,1,590,0,-0.59,1,-0.851,0.851
45,0,1,3,1,532,1,0.532,1,-0.851,0.851
45,1,1,4,2,444,1,0.444,1,-0.851,0.851
45,1,1,4,2,608,1,0.608,1,-0.851,0.851
45,1,0,2,2,796,0,-0.796,1,-0.851,0.851
45,1,1,4,2,598,1,0.598,1,-0.851,0.851
45,1,1,4,2,521,1,0.521,1,-0.851,0.851
45,0,0,1,1,732,0,-0.732,1,-0.851,0.851
45,0,1,3,1,641,1,0.641,1,-0.851,0.851
45,0,1,3,1,642,1,0.642,1,-0.851,0.851
45,1,0,2,2,561,0,-0.561,1,-0.851,0.851
45,0,1,3,1,550,1,0.55,1,-0.851,0.851
45,1,0,2,2,620,0,-0.62,1,-0.851,0.851
45,0,0,1,1,594,0,-0.594,1,-0.851,0.851
45,1,0,2,2,544,0,-0.544,1,-0.851,0.851
45,0,1,3,1,677,1,0.677,1,-0.851,0.851
45,1,1,4,2,513,1,0.513,1,-0.851,0.851
45,0,1,3,1,517,1,0.517,1,-0.851,0.851
45,1,1,4,2,372,1,0.372,1,-0.851,0.851
45,1,0,2,2,711,0,-0.711,1,-0.851,0.851
45,0,1,3,1,545,1,0.545,1,-0.851,0.851
45,1,0,2,2,726,0,-0.726,1,-0.851,0.851
45,1,0,2,2,537,0,-0.537,1,-0.851,0.851
45,1,0,2,2,474,0,-0.474,1,-0.851,0.851
45,0,1,3,1,705,1,0.705,1,-0.851,0.851
45,0,1,3,1,641,1,0.641,1,-0.851,0.851
45,0,0,1,1,577,0,-0.577,1,-0.851,0.851
45,1,1,4,2,454,1,0.454,1,-0.851,0.851
45,1,0,2,2,720,0,-0.72,1,-0.851,0.851
45,1,0,2,2,614,0,-0.614,1,-0.851,0.851
45,0,1,3,1,749,1,0.749,1,-0.851,0.851
45,0,0,1,1,690,0,-0.69,1,-0.851,0.851
45,0,0,1,1,568,0,-0.568,1,-0.851,0.851
45,0,0,1,1,611,0,-0.611,1,-0.851,0.851
45,1,1,4,2,472,1,0.472,1,-0.851,0.851
45,0,1,3,1,421,1,0.421,1,-0.851,0.851
45,0,0,1,1,544,0,-0.544,1,-0.851,0.851
45,0,0,1,1,647,0,-0.647,1,-0.851,0.851
45,0,1,3,1,540,1,0.54,1,-0.851,0.851
45,1,1,4,2,593,1,0.593,1,-0.851,0.851
45,0,1,3,1,454,1,0.454,1,-0.851,0.851
45,1,1,4,2,529,1,0.529,1,-0.851,0.851
45,0,1,3,1,527,1,0.527,1,-0.851,0.851
45,0,1,3,1,574,1,0.574,1,-0.851,0.851
45,0,1,3,1,503,1,0.503,1,-0.851,0.851
45,1,1,4,2,379,1,0.379,1,-0.851,0.851
45,1,0,2,2,678,0,-0.678,1,-0.851,0.851
45,1,1,4,2,429,1,0.429,1,-0.851,0.851
45,0,0,1,1,721,0,-0.721,1,-0.851,0.851
45,0,0,1,1,606,0,-0.606,1,-0.851,0.851
45,0,1,3,1,455,1,0.455,1,-0.851,0.851
45,0,1,3,1,623,1,0.623,1,-0.851,0.851
45,1,1,4,2,615,1,0.615,1,-0.851,0.851
45,1,0,2,2,542,0,-0.542,1,-0.851,0.851
45,1,0,2,2,580,0,-0.58,1,-0.851,0.851
45,0,0,1,1,704,0,-0.704,1,-0.851,0.851
45,1,1,4,2,521,0,-0.521,1,-0.851,0.851
45,0,0,1,1,640,0,-0.64,1,-0.851,0.851
45,0,0,1,1,653,0,-0.653,1,-0.851,0.851
45,0,0,1,1,496,1,0.496,1,-0.851,0.851
45,1,1,4,2,474,1,0.474,1,-0.851,0.851
45,1,0,2,2,556,0,-0.556,1,-0.851,0.851
45,1,0,2,2,513,0,-0.513,1,-0.851,0.851
45,1,0,2,2,NaN,NaN,NaN,0,-0.851,0.851
45,1,1,4,2,477,1,0.477,1,-0.851,0.851
45,1,0,2,2,777,0,-0.777,1,-0.851,0.851
45,1,0,2,2,526,0,-0.526,1,-0.851,0.851
45,1,1,4,2,505,1,0.505,1,-0.851,0.851
45,1,1,4,2,443,1,0.443,1,-0.851,0.851
45,1,1,4,2,486,1,0.486,1,-0.851,0.851
45,1,1,4,2,549,1,0.549,1,-0.851,0.851
46,0,1,3,1,532,1,0.532,1,-0.851,0.851
46,0,0,1,1,617,1,0.617,1,-0.851,0.851
46,0,0,1,1,637,0,-0.637,1,-0.851,0.851
46,0,0,1,1,641,0,-0.641,1,-0.851,0.851
46,0,1,3,1,598,1,0.598,1,-0.851,0.851
46,1,0,2,2,716,0,-0.716,1,-0.851,0.851
46,1,1,4,2,609,1,0.609,1,-0.851,0.851
46,0,1,3,1,773,1,0.773,1,-0.851,0.851
46,0,1,3,1,467,1,0.467,1,-0.851,0.851
46,0,0,1,1,591,0,-0.591,1,-0.851,0.851
46,0,0,1,1,565,0,-0.565,1,-0.851,0.851
46,0,0,1,1,710,0,-0.71,1,-0.851,0.851
46,0,0,1,1,582,0,-0.582,1,-0.851,0.851
46,0,1,3,1,590,1,0.59,1,-0.851,0.851
46,1,0,2,2,676,0,-0.676,1,-0.851,0.851
46,0,1,3,1,599,1,0.599,1,-0.851,0.851
46,1,0,2,2,588,0,-0.588,1,-0.851,0.851
46,1,1,4,2,539,1,0.539,1,-0.851,0.851
46,0,1,3,1,498,1,0.498,1,-0.851,0.851
46,1,1,4,2,439,1,0.439,1,-0.851,0.851
46,1,0,2,2,641,0,-0.641,1,-0.851,0.851
46,0,1,3,1,452,1,0.452,1,-0.851,0.851
46,1,0,2,2,571,0,-0.571,1,-0.851,0.851
46,0,1,3,1,548,1,0.548,1,-0.851,0.851
46,1,0,2,2,574,0,-0.574,1,-0.851,0.851
46,0,1,3,1,576,1,0.576,1,-0.851,0.851
46,1,0,2,2,627,0,-0.627,1,-0.851,0.851
46,0,0,1,1,619,0,-0.619,1,-0.851,0.851
46,0,1,3,1,635,1,0.635,1,-0.851,0.851
46,0,1,3,1,452,1,0.452,1,-0.851,0.851
46,1,0,2,2,605,0,-0.605,1,-0.851,0.851
46,0,0,1,1,609,0,-0.609,1,-0.851,0.851
46,1,1,4,2,517,1,0.517,1,-0.851,0.851
46,1,1,4,2,569,0,-0.569,1,-0.851,0.851
46,0,0,1,1,664,1,0.664,1,-0.851,0.851
46,1,0,2,2,677,0,-0.677,1,-0.851,0.851
46,1,1,4,2,515,1,0.515,1,-0.851,0.851
46,0,1,3,1,562,1,0.562,1,-0.851,0.851
46,1,0,2,2,574,0,-0.574,1,-0.851,0.851
46,0,0,1,1,587,0,-0.587,1,-0.851,0.851
46,1,1,4,2,557,1,0.557,1,-0.851,0.851
46,0,0,1,1,574,0,-0.574,1,-0.851,0.851
46,0,0,1,1,645,0,-0.645,1,-0.851,0.851
46,1,1,4,2,666,1,0.666,1,-0.851,0.851
46,1,0,2,2,607,0,-0.607,1,-0.851,0.851
46,1,0,2,2,511,0,-0.511,1,-0.851,0.851
46,0,0,1,1,472,0,-0.472,1,-0.851,0.851
46,0,0,1,1,562,0,-0.562,1,-0.851,0.851
46,0,0,1,1,502,0,-0.502,1,-0.851,0.851
46,0,0,1,1,479,0,-0.479,1,-0.851,0.851
46,1,1,4,2,754,1,0.754,1,-0.851,0.851
46,1,1,4,2,439,1,0.439,1,-0.851,0.851
46,0,1,3,1,573,1,0.573,1,-0.851,0.851
46,1,1,4,2,545,1,0.545,1,-0.851,0.851
46,0,1,3,1,779,0,-0.779,1,-0.851,0.851
46,0,0,1,1,602,0,-0.602,1,-0.851,0.851
46,1,1,4,2,467,1,0.467,1,-0.851,0.851
46,0,1,3,1,591,1,0.591,1,-0.851,0.851
46,0,0,1,1,661,0,-0.661,1,-0.851,0.851
46,1,0,2,2,495,0,-0.495,1,-0.851,0.851
46,1,0,2,2,513,0,-0.513,1,-0.851,0.851
46,1,0,2,2,615,0,-0.615,1,-0.851,0.851
46,1,1,4,2,442,0,-0.442,1,-0.851,0.851
46,1,0,2,2,622,0,-0.622,1,-0.851,0.851
46,0,1,3,1,465,1,0.465,1,-0.851,0.851
46,0,1,3,1,496,1,0.496,1,-0.851,0.851
46,0,1,3,1,443,1,0.443,1,-0.851,0.851
46,0,1,3,1,633,0,-0.633,1,-0.851,0.851
46,1,0,2,2,547,0,-0.547,1,-0.851,0.851
46,0,1,3,1,651,1,0.651,1,-0.851,0.851
46,1,1,4,2,549,1,0.549,1,-0.851,0.851
46,0,0,1,1,716,0,-0.716,1,-0.851,0.851
46,0,0,1,1,609,0,-0.609,1,-0.851,0.851
46,1,0,2,2,587,0,-0.587,1,-0.851,0.851
46,1,1,4,2,574,1,0.574,1,-0.851,0.851
46,0,1,3,1,640,1,0.64,1,-0.851,0.851
46,0,1,3,1,713,1,0.713,1,-0.851,0.851
46,1,1,4,2,675,1,0.675,1,-0.851,0.851
46,0,1,3,1,485,1,0.485,1,-0.851,0.851
46,0,0,1,1,599,0,-0.599,1,-0.851,0.851
46,0,0,1,1,603,0,-0.603,1,-0.851,0.851
46,1,0,2,2,684,0,-0.684,1,-0.851,0.851
46,1,1,4,2,499,1,0.499,1,-0.851,0.851
46,1,1,4,2,616,1,0.616,1,-0.851,0.851
46,1,0,2,2,625,0,-0.625,1,-0.851,0.851
46,1,1,4,2,546,1,0.546,1,-0.851,0.851
46,1,0,2,2,644,0,-0.644,1,-0.851,0.851
46,0,0,1,1,659,0,-0.659,1,-0.851,0.851
46,1,0,2,2,683,0,-0.683,1,-0.851,0.851
46,1,1,4,2,521,1,0.521,1,-0.851,0.851
46,0,0,1,1,512,0,-0.512,1,-0.851,0.851
46,1,1,4,2,551,1,0.551,1,-0.851,0.851
46,1,0,2,2,712,0,-0.712,1,-0.851,0.851
46,1,1,4,2,407,1,0.407,1,-0.851,0.851
46,1,1,4,2,422,1,0.422,1,-0.851,0.851
46,0,1,3,1,642,1,0.642,1,-0.851,0.851
46,1,1,4,2,456,1,0.456,1,-0.851,0.851
46,1,1,4,2,408,1,0.408,1,-0.851,0.851
46,1,0,2,2,588,0,-0.588,1,-0.851,0.851
46,1,0,2,2,638,0,-0.638,1,-0.851,0.851
47,0,0,1,1,660,0,-0.66,1,-0.851,0.851
47,1,0,2,2,575,0,-0.575,1,-0.851,0.851
47,1,0,2,2,704,0,-0.704,1,-0.851,0.851
47,1,1,4,2,653,1,0.653,1,-0.851,0.851
47,1,0,2,2,516,1,0.516,1,-0.851,0.851
47,0,1,3,1,522,1,0.522,1,-0.851,0.851
47,0,0,1,1,632,0,-0.632,1,-0.851,0.851
47,0,0,1,1,626,0,-0.626,1,-0.851,0.851
47,0,1,3,1,547,1,0.547,1,-0.851,0.851
47,0,1,3,1,580,1,0.58,1,-0.851,0.851
47,1,0,2,2,679,0,-0.679,1,-0.851,0.851
47,0,1,3,1,658,1,0.658,1,-0.851,0.851
47,1,0,2,2,820,1,0.82,1,-0.851,0.851
47,0,0,1,1,668,0,-0.668,1,-0.851,0.851
47,1,1,4,2,545,1,0.545,1,-0.851,0.851
47,0,0,1,1,598,0,-0.598,1,-0.851,0.851
47,0,1,3,1,570,1,0.57,1,-0.851,0.851
47,0,0,1,1,686,0,-0.686,1,-0.851,0.851
47,1,1,4,2,629,1,0.629,1,-0.851,0.851
47,0,1,3,1,745,1,0.745,1,-0.851,0.851
47,1,0,2,2,633,0,-0.633,1,-0.851,0.851
47,0,1,3,1,557,1,0.557,1,-0.851,0.851
47,0,1,3,1,625,1,0.625,1,-0.851,0.851
47,0,0,1,1,688,0,-0.688,1,-0.851,0.851
47,1,0,2,2,693,0,-0.693,1,-0.851,0.851
47,1,1,4,2,627,1,0.627,1,-0.851,0.851
47,1,1,4,2,525,1,0.525,1,-0.851,0.851
47,0,1,3,1,657,1,0.657,1,-0.851,0.851
47,1,0,2,2,815,0,-0.815,1,-0.851,0.851
47,1,1,4,2,697,1,0.697,1,-0.851,0.851
47,1,0,2,2,678,0,-0.678,1,-0.851,0.851
47,0,1,3,1,656,1,0.656,1,-0.851,0.851
47,1,0,2,2,722,0,-0.722,1,-0.851,0.851
47,0,1,3,1,667,1,0.667,1,-0.851,0.851
47,1,1,4,2,673,1,0.673,1,-0.851,0.851
47,1,0,2,2,721,0,-0.721,1,-0.851,0.851
47,1,0,2,2,726,0,-0.726,1,-0.851,0.851
47,0,0,1,1,692,0,-0.692,1,-0.851,0.851
47,0,1,3,1,738,1,0.738,1,-0.851,0.851
47,1,0,2,2,782,0,-0.782,1,-0.851,0.851
47,1,0,2,2,638,0,-0.638,1,-0.851,0.851
47,1,0,2,2,742,0,-0.742,1,-0.851,0.851
47,1,1,4,2,713,1,0.713,1,-0.851,0.851
47,1,1,4,2,633,1,0.633,1,-0.851,0.851
47,1,1,4,2,627,1,0.627,1,-0.851,0.851
47,0,0,1,1,699,0,-0.699,1,-0.851,0.851
47,1,1,4,2,708,1,0.708,1,-0.851,0.851
47,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
47,0,0,1,1,685,0,-0.685,1,-0.851,0.851
47,0,0,1,1,583,0,-0.583,1,-0.851,0.851
47,1,1,4,2,569,1,0.569,1,-0.851,0.851
47,0,0,1,1,616,0,-0.616,1,-0.851,0.851
47,0,1,3,1,578,1,0.578,1,-0.851,0.851
47,0,0,1,1,738,0,-0.738,1,-0.851,0.851
47,1,1,4,2,534,1,0.534,1,-0.851,0.851
47,1,1,4,2,554,1,0.554,1,-0.851,0.851
47,0,1,3,1,782,1,0.782,1,-0.851,0.851
47,1,1,4,2,589,1,0.589,1,-0.851,0.851
47,0,1,3,1,654,1,0.654,1,-0.851,0.851
47,1,1,4,2,537,1,0.537,1,-0.851,0.851
47,0,0,1,1,599,0,-0.599,1,-0.851,0.851
47,0,0,1,1,775,0,-0.775,1,-0.851,0.851
47,1,1,4,2,539,1,0.539,1,-0.851,0.851
47,0,1,3,1,546,1,0.546,1,-0.851,0.851
47,0,0,1,1,634,0,-0.634,1,-0.851,0.851
47,0,0,1,1,616,1,0.616,1,-0.851,0.851
47,1,0,2,2,630,0,-0.63,1,-0.851,0.851
47,1,1,4,2,683,1,0.683,1,-0.851,0.851
47,0,0,1,1,636,0,-0.636,1,-0.851,0.851
47,0,1,3,1,583,1,0.583,1,-0.851,0.851
47,0,0,1,1,638,0,-0.638,1,-0.851,0.851
47,1,0,2,2,740,0,-0.74,1,-0.851,0.851
47,1,1,4,2,654,1,0.654,1,-0.851,0.851
47,1,0,2,2,718,0,-0.718,1,-0.851,0.851
47,1,0,2,2,816,0,-0.816,1,-0.851,0.851
47,0,0,1,1,819,0,-0.819,1,-0.851,0.851
47,0,1,3,1,726,1,0.726,1,-0.851,0.851
47,1,1,4,2,640,1,0.64,1,-0.851,0.851
47,0,1,3,1,533,1,0.533,1,-0.851,0.851
47,0,1,3,1,512,1,0.512,1,-0.851,0.851
47,1,1,4,2,474,1,0.474,1,-0.851,0.851
47,0,1,3,1,803,1,0.803,1,-0.851,0.851
47,0,0,1,1,575,1,0.575,1,-0.851,0.851
47,0,1,3,1,682,1,0.682,1,-0.851,0.851
47,1,1,4,2,528,1,0.528,1,-0.851,0.851
47,0,0,1,1,622,0,-0.622,1,-0.851,0.851
47,0,1,3,1,613,1,0.613,1,-0.851,0.851
47,1,1,4,2,672,1,0.672,1,-0.851,0.851
47,0,1,3,1,571,1,0.571,1,-0.851,0.851
47,0,0,1,1,706,0,-0.706,1,-0.851,0.851
47,0,1,3,1,663,1,0.663,1,-0.851,0.851
47,1,0,2,2,665,0,-0.665,1,-0.851,0.851
47,1,0,2,2,777,0,-0.777,1,-0.851,0.851
47,0,0,1,1,652,0,-0.652,1,-0.851,0.851
47,1,0,2,2,769,0,-0.769,1,-0.851,0.851
47,1,1,4,2,655,1,0.655,1,-0.851,0.851
47,1,0,2,2,663,0,-0.663,1,-0.851,0.851
47,1,0,2,2,707,0,-0.707,1,-0.851,0.851
47,1,1,4,2,653,1,0.653,1,-0.851,0.851
47,1,0,2,2,735,0,-0.735,1,-0.851,0.851
48,1,1,4,2,384,1,0.384,1,-0.851,0.851
48,0,0,1,1,594,0,-0.594,1,-0.851,0.851
48,1,1,4,2,411,1,0.411,1,-0.851,0.851
48,0,1,3,1,395,1,0.395,1,-0.851,0.851
48,0,0,1,1,527,0,-0.527,1,-0.851,0.851
48,1,1,4,2,503,1,0.503,1,-0.851,0.851
