subject,race0W1B,object0NG1G,conditionRaceObj,conditionRace,rt,resp0DS1S,diffusionRT,ybin,lowerLim,upperLim
13,0,0,1,1,684,0,-0.684,1,-0.851,0.851
13,1,0,2,2,821,0,-0.821,1,-0.851,0.851
13,1,0,2,2,646,0,-0.646,1,-0.851,0.851
13,0,0,1,1,686,0,-0.686,1,-0.851,0.851
13,1,0,2,2,626,0,-0.626,1,-0.851,0.851
13,1,0,2,2,792,0,-0.792,1,-0.851,0.851
13,1,1,4,2,684,1,0.684,1,-0.851,0.851
13,1,0,2,2,686,0,-0.686,1,-0.851,0.851
13,0,0,1,1,828,0,-0.828,1,-0.851,0.851
13,0,1,3,1,780,1,0.78,1,-0.851,0.851
13,0,1,3,1,633,1,0.633,1,-0.851,0.851
13,0,1,3,1,604,1,0.604,1,-0.851,0.851
13,0,1,3,1,647,1,0.647,1,-0.851,0.851
13,1,0,2,2,721,0,-0.721,1,-0.851,0.851
13,1,0,2,2,571,0,-0.571,1,-0.851,0.851
13,0,0,1,1,628,0,-0.628,1,-0.851,0.851
13,1,0,2,2,665,0,-0.665,1,-0.851,0.851
13,0,1,3,1,768,1,0.768,1,-0.851,0.851
13,1,0,2,2,596,0,-0.596,1,-0.851,0.851
13,0,1,3,1,709,1,0.709,1,-0.851,0.851
13,1,0,2,2,725,0,-0.725,1,-0.851,0.851
13,1,1,4,2,478,1,0.478,1,-0.851,0.851
13,0,1,3,1,501,1,0.501,1,-0.851,0.851
13,0,0,1,1,533,0,-0.533,1,-0.851,0.851
13,1,1,4,2,566,1,0.566,1,-0.851,0.851
13,0,1,3,1,677,1,0.677,1,-0.851,0.851
13,1,1,4,2,564,1,0.564,1,-0.851,0.851
13,0,1,3,1,776,1,0.776,1,-0.851,0.851
13,0,0,1,1,695,0,-0.695,1,-0.851,0.851
13,0,0,1,1,662,0,-0.662,1,-0.851,0.851
13,1,0,2,2,622,0,-0.622,1,-0.851,0.851
13,0,1,3,1,668,1,0.668,1,-0.851,0.851
13,0,0,1,1,664,0,-0.664,1,-0.851,0.851
13,1,1,4,2,603,1,0.603,1,-0.851,0.851
13,0,0,1,1,691,0,-0.691,1,-0.851,0.851
13,1,0,2,2,842,0,-0.842,1,-0.851,0.851
13,1,1,4,2,705,1,0.705,1,-0.851,0.851
13,0,0,1,1,748,0,-0.748,1,-0.851,0.851
13,0,0,1,1,629,0,-0.629,1,-0.851,0.851
13,0,1,3,1,819,1,0.819,1,-0.851,0.851
13,1,1,4,2,752,1,0.752,1,-0.851,0.851
13,0,1,3,1,584,1,0.584,1,-0.851,0.851
13,0,0,1,1,704,0,-0.704,1,-0.851,0.851
13,1,0,2,2,738,0,-0.738,1,-0.851,0.851
13,1,0,2,2,731,0,-0.731,1,-0.851,0.851
13,0,1,3,1,657,1,0.657,1,-0.851,0.851
13,1,0,2,2,NaN,NaN,NaN,0,-0.851,0.851
13,1,0,2,2,570,0,-0.57,1,-0.851,0.851
13,1,1,4,2,588,1,0.588,1,-0.851,0.851
13,1,0,2,2,498,0,-0.498,1,-0.851,0.851
13,1,1,4,2,662,1,0.662,1,-0.851,0.851
14,1,1,4,2,NaN,NaN,NaN,2,-0.851,0.851
14,1,0,2,2,417,1,0.417,1,-0.851,0.851
14,1,1,4,2,447,1,0.447,1,-0.851,0.851
14,0,1,3,1,526,0,-0.526,1,-0.851,0.851
14,0,1,3,1,678,1,0.678,1,-0.851,0.851
14,1,1,4,2,459,1,0.459,1,-0.851,0.851
14,0,1,3,1,549,1,0.549,1,-0.851,0.851
14,0,1,3,1,417,1,0.417,1,-0.851,0.851
14,1,1,4,2,496,1,0.496,1,-0.851,0.851
14,1,1,4,2,558,1,0.558,1,-0.851,0.851
14,1,1,4,2,389,1,0.389,1,-0.851,0.851
14,0,1,3,1,501,1,0.501,1,-0.851,0.851
14,0,1,3,1,679,1,0.679,1,-0.851,0.851
14,0,0,1,1,553,0,-0.553,1,-0.851,0.851
14,1,0,2,2,685,0,-0.685,1,-0.851,0.851
14,1,0,2,2,677,0,-0.677,1,-0.851,0.851
14,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
14,1,1,4,2,639,1,0.639,1,-0.851,0.851
14,1,1,4,2,484,1,0.484,1,-0.851,0.851
14,1,0,2,2,663,0,-0.663,1,-0.851,0.851
14,0,1,3,1,512,1,0.512,1,-0.851,0.851
14,1,0,2,2,572,1,0.572,1,-0.851,0.851
14,0,0,1,1,608,0,-0.608,1,-0.851,0.851
14,1,1,4,2,600,1,0.6,1,-0.851,0.851
14,1,0,2,2,717,0,-0.717,1,-0.851,0.851
14,0,1,3,1,579,1,0.579,1,-0.851,0.851
14,1,1,4,2,687,1,0.687,1,-0.851,0.851
14,1,0,2,2,650,0,-0.65,1,-0.851,0.851
14,0,1,3,1,598,1,0.598,1,-0.851,0.851
14,0,1,3,1,592,1,0.592,1,-0.851,0.851
14,0,0,1,1,571,1,0.571,1,-0.851,0.851
14,1,0,2,2,616,0,-0.616,1,-0.851,0.851
14,0,0,1,1,634,0,-0.634,1,-0.851,0.851
14,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
14,1,0,2,2,624,0,-0.624,1,-0.851,0.851
14,1,1,4,2,647,1,0.647,1,-0.851,0.851
14,1,0,2,2,690,0,-0.69,1,-0.851,0.851
14,0,1,3,1,850,0,-0.85,1,-0.851,0.851
14,0,0,1,1,788,0,-0.788,1,-0.851,0.851
14,1,0,2,2,616,0,-0.616,1,-0.851,0.851
14,0,1,3,1,714,0,-0.714,1,-0.851,0.851
14,1,1,4,2,703,1,0.703,1,-0.851,0.851
14,1,0,2,2,766,0,-0.766,1,-0.851,0.851
14,1,1,4,2,498,1,0.498,1,-0.851,0.851
14,0,1,3,1,510,1,0.51,1,-0.851,0.851
14,1,1,4,2,447,1,0.447,1,-0.851,0.851
14,0,1,3,1,613,1,0.613,1,-0.851,0.851
14,0,0,1,1,690,0,-0.69,1,-0.851,0.851
14,0,0,1,1,584,0,-0.584,1,-0.851,0.851
14,1,0,2,2,798,0,-0.798,1,-0.851,0.851
14,0,0,1,1,551,0,-0.551,1,-0.851,0.851
14,1,0,2,2,755,0,-0.755,1,-0.851,0.851
14,1,0,2,2,NaN,NaN,NaN,0,-0.851,0.851
14,1,0,2,2,755,0,-0.755,1,-0.851,0.851
14,0,0,1,1,613,0,-0.613,1,-0.851,0.851
14,1,0,2,2,717,0,-0.717,1,-0.851,0.851
14,0,0,1,1,805,0,-0.805,1,-0.851,0.851
14,0,0,1,1,670,0,-0.67,1,-0.851,0.851
14,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
14,1,1,4,2,774,1,0.774,1,-0.851,0.851
14,1,0,2,2,NaN,NaN,NaN,0,-0.851,0.851
14,0,1,3,1,619,1,0.619,1,-0.851,0.851
14,1,0,2,2,631,1,0.631,1,-0.851,0.851
14,1,0,2,2,747,0,-0.747,1,-0.851,0.851
14,1,1,4,2,798,1,0.798,1,-0.851,0.851
14,1,0,2,2,566,0,-0.566,1,-0.851,0.851
14,1,0,2,2,704,0,-0.704,1,-0.851,0.851
14,0,1,3,1,646,1,0.646,1,-0.851,0.851
14,1,1,4,2,576,1,0.576,1,-0.851,0.851
14,1,1,4,2,529,1,0.529,1,-0.851,0.851
14,0,0,1,1,826,0,-0.826,1,-0.851,0.851
14,1,1,4,2,750,1,0.75,1,-0.851,0.851
14,0,0,1,1,660,0,-0.66,1,-0.851,0.851
14,0,1,3,1,NaN,NaN,NaN,2,-0.851,0.851
14,1,1,4,2,564,1,0.564,1,-0.851,0.851
14,0,0,1,1,750,0,-0.75,1,-0.851,0.851
14,1,1,4,2,782,1,0.782,1,-0.851,0.851
14,1,0,2,2,812,0,-0.812,1,-0.851,0.851
14,0,0,1,1,672,0,-0.672,1,-0.851,0.851
14,1,0,2,2,651,0,-0.651,1,-0.851,0.851
14,1,1,4,2,NaN,NaN,NaN,2,-0.851,0.851
14,1,1,4,2,615,1,0.615,1,-0.851,0.851
14,0,0,1,1,614,0,-0.614,1,-0.851,0.851
14,0,1,3,1,548,1,0.548,1,-0.851,0.851
14,0,0,1,1,639,0,-0.639,1,-0.851,0.851
14,0,0,1,1,534,0,-0.534,1,-0.851,0.851
14,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
14,0,1,3,1,759,1,0.759,1,-0.851,0.851
14,0,1,3,1,NaN,NaN,NaN,2,-0.851,0.851
14,1,0,2,2,570,1,0.57,1,-0.851,0.851
14,0,1,3,1,606,1,0.606,1,-0.851,0.851
14,0,1,3,1,689,1,0.689,1,-0.851,0.851
14,0,1,3,1,731,1,0.731,1,-0.851,0.851
14,1,1,4,2,498,1,0.498,1,-0.851,0.851
14,0,1,3,1,496,1,0.496,1,-0.851,0.851
14,1,1,4,2,526,1,0.526,1,-0.851,0.851
14,0,0,1,1,669,0,-0.669,1,-0.851,0.851
14,0,1,3,1,804,1,0.804,1,-0.851,0.851
14,0,0,1,1,688,0,-0.688,1,-0.851,0.851
14,0,0,1,1,620,0,-0.62,1,-0.851,0.851
15,1,0,2,2,597,0,-0.597,1,-0.851,0.851
15,0,1,3,1,531,1,0.531,1,-0.851,0.851
15,0,0,1,1,757,0,-0.757,1,-0.851,0.851
15,0,0,1,1,699,0,-0.699,1,-0.851,0.851
15,0,1,3,1,461,1,0.461,1,-0.851,0.851
15,1,0,2,2,596,0,-0.596,1,-0.851,0.851
15,0,0,1,1,660,0,-0.66,1,-0.851,0.851
15,0,0,1,1,797,0,-0.797,1,-0.851,0.851
15,0,1,3,1,NaN,NaN,NaN,2,-0.851,0.851
15,1,1,4,2,604,1,0.604,1,-0.851,0.851
15,1,1,4,2,540,1,0.54,1,-0.851,0.851
15,0,1,3,1,470,1,0.47,1,-0.851,0.851
15,0,1,3,1,666,1,0.666,1,-0.851,0.851
15,0,0,1,1,727,0,-0.727,1,-0.851,0.851
15,1,1,4,2,549,1,0.549,1,-0.851,0.851
15,1,0,2,2,794,0,-0.794,1,-0.851,0.851
15,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
15,1,1,4,2,527,1,0.527,1,-0.851,0.851
15,1,1,4,2,661,1,0.661,1,-0.851,0.851
15,0,0,1,1,751,0,-0.751,1,-0.851,0.851
15,1,0,2,2,788,0,-0.788,1,-0.851,0.851
15,0,1,3,1,NaN,NaN,NaN,2,-0.851,0.851
15,1,1,4,2,565,1,0.565,1,-0.851,0.851
15,1,1,4,2,575,1,0.575,1,-0.851,0.851
15,1,1,4,2,677,1,0.677,1,-0.851,0.851
15,0,1,3,1,540,1,0.54,1,-0.851,0.851
15,1,0,2,2,699,0,-0.699,1,-0.851,0.851
15,1,0,2,2,671,0,-0.671,1,-0.851,0.851
15,0,1,3,1,577,1,0.577,1,-0.851,0.851
15,0,1,3,1,488,1,0.488,1,-0.851,0.851
15,0,1,3,1,526,1,0.526,1,-0.851,0.851
15,0,0,1,1,733,0,-0.733,1,-0.851,0.851
15,1,1,4,2,672,1,0.672,1,-0.851,0.851
15,1,0,2,2,657,0,-0.657,1,-0.851,0.851
15,1,1,4,2,605,1,0.605,1,-0.851,0.851
15,0,1,3,1,768,1,0.768,1,-0.851,0.851
15,1,1,4,2,614,1,0.614,1,-0.851,0.851
15,0,0,1,1,767,0,-0.767,1,-0.851,0.851
15,0,1,3,1,706,1,0.706,1,-0.851,0.851
15,0,1,3,1,582,1,0.582,1,-0.851,0.851
15,1,0,2,2,813,0,-0.813,1,-0.851,0.851
15,1,0,2,2,742,0,-0.742,1,-0.851,0.851
15,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
15,1,1,4,2,603,1,0.603,1,-0.851,0.851
15,1,1,4,2,NaN,NaN,NaN,2,-0.851,0.851
15,0,0,1,1,730,0,-0.73,1,-0.851,0.851
15,1,0,2,2,558,0,-0.558,1,-0.851,0.851
15,1,0,2,2,645,0,-0.645,1,-0.851,0.851
15,1,1,4,2,646,1,0.646,1,-0.851,0.851
15,0,1,3,1,625,1,0.625,1,-0.851,0.851
15,0,1,3,1,631,1,0.631,1,-0.851,0.851
15,1,1,4,2,580,1,0.58,1,-0.851,0.851
15,1,1,4,2,528,1,0.528,1,-0.851,0.851
15,1,0,2,2,644,0,-0.644,1,-0.851,0.851
15,0,0,1,1,757,0,-0.757,1,-0.851,0.851
15,1,0,2,2,719,0,-0.719,1,-0.851,0.851
15,1,0,2,2,644,0,-0.644,1,-0.851,0.851
15,1,1,4,2,603,1,0.603,1,-0.851,0.851
15,1,0,2,2,802,0,-0.802,1,-0.851,0.851
15,0,0,1,1,640,0,-0.64,1,-0.851,0.851
15,0,0,1,1,615,0,-0.615,1,-0.851,0.851
15,1,0,2,2,726,0,-0.726,1,-0.851,0.851
15,0,1,3,1,558,1,0.558,1,-0.851,0.851
15,0,1,3,1,792,1,0.792,1,-0.851,0.851
15,0,0,1,1,647,0,-0.647,1,-0.851,0.851
15,1,1,4,2,645,1,0.645,1,-0.851,0.851
15,1,0,2,2,639,0,-0.639,1,-0.851,0.851
15,0,1,3,1,571,1,0.571,1,-0.851,0.851
15,1,1,4,2,567,1,0.567,1,-0.851,0.851
15,0,1,3,1,640,1,0.64,1,-0.851,0.851
15,1,0,2,2,782,0,-0.782,1,-0.851,0.851
15,0,1,3,1,610,1,0.61,1,-0.851,0.851
15,1,0,2,2,633,0,-0.633,1,-0.851,0.851
15,0,1,3,1,625,1,0.625,1,-0.851,0.851
15,1,0,2,2,702,0,-0.702,1,-0.851,0.851
15,1,0,2,2,647,0,-0.647,1,-0.851,0.851
15,1,1,4,2,550,1,0.55,1,-0.851,0.851
15,1,0,2,2,697,0,-0.697,1,-0.851,0.851
15,0,0,1,1,685,0,-0.685,1,-0.851,0.851
15,1,1,4,2,575,1,0.575,1,-0.851,0.851
15,1,0,2,2,734,0,-0.734,1,-0.851,0.851
15,0,0,1,1,592,0,-0.592,1,-0.851,0.851
15,1,0,2,2,694,0,-0.694,1,-0.851,0.851
15,1,1,4,2,544,1,0.544,1,-0.851,0.851
15,0,0,1,1,711,0,-0.711,1,-0.851,0.851
15,1,1,4,2,527,1,0.527,1,-0.851,0.851
15,0,1,3,1,652,1,0.652,1,-0.851,0.851
15,1,1,4,2,628,1,0.628,1,-0.851,0.851
15,0,0,1,1,605,0,-0.605,1,-0.851,0.851
15,1,1,4,2,728,1,0.728,1,-0.851,0.851
15,1,0,2,2,NaN,NaN,NaN,0,-0.851,0.851
15,0,1,3,1,773,1,0.773,1,-0.851,0.851
15,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
15,0,1,3,1,571,1,0.571,1,-0.851,0.851
15,0,0,1,1,670,0,-0.67,1,-0.851,0.851
15,0,0,1,1,574,0,-0.574,1,-0.851,0.851
15,0,1,3,1,658,1,0.658,1,-0.851,0.851
15,0,0,1,1,661,0,-0.661,1,-0.851,0.851
15,0,0,1,1,559,0,-0.559,1,-0.851,0.851
15,0,0,1,1,557,0,-0.557,1,-0.851,0.851
16,0,1,3,1,483,1,0.483,1,-0.851,0.851
16,0,1,3,1,785,1,0.785,1,-0.851,0.851
16,0,0,1,1,502,0,-0.502,1,-0.851,0.851
16,1,1,4,2,408,1,0.408,1,-0.851,0.851
16,0,0,1,1,581,0,-0.581,1,-0.851,0.851
16,1,0,2,2,707,0,-0.707,1,-0.851,0.851
16,0,1,3,1,655,1,0.655,1,-0.851,0.851
16,1,0,2,2,507,0,-0.507,1,-0.851,0.851
16,0,1,3,1,717,1,0.717,1,-0.851,0.851
16,1,1,4,2,497,1,0.497,1,-0.851,0.851
16,0,1,3,1,505,1,0.505,1,-0.851,0.851
16,1,1,4,2,520,1,0.52,1,-0.851,0.851
16,1,1,4,2,518,1,0.518,1,-0.851,0.851
16,1,0,2,2,631,0,-0.631,1,-0.851,0.851
16,0,0,1,1,683,0,-0.683,1,-0.851,0.851
16,0,0,1,1,644,0,-0.644,1,-0.851,0.851
16,0,0,1,1,579,0,-0.579,1,-0.851,0.851
16,0,0,1,1,745,0,-0.745,1,-0.851,0.851
16,1,1,4,2,577,1,0.577,1,-0.851,0.851
16,1,0,2,2,681,0,-0.681,1,-0.851,0.851
16,1,1,4,2,497,1,0.497,1,-0.851,0.851
16,1,0,2,2,619,0,-0.619,1,-0.851,0.851
16,1,0,2,2,652,0,-0.652,1,-0.851,0.851
16,0,1,3,1,617,1,0.617,1,-0.851,0.851
16,0,1,3,1,513,1,0.513,1,-0.851,0.851
16,1,1,4,2,531,1,0.531,1,-0.851,0.851
16,0,0,1,1,623,0,-0.623,1,-0.851,0.851
16,0,0,1,1,587,0,-0.587,1,-0.851,0.851
16,1,0,2,2,585,0,-0.585,1,-0.851,0.851
16,1,1,4,2,622,1,0.622,1,-0.851,0.851
16,0,0,1,1,738,0,-0.738,1,-0.851,0.851
16,0,1,3,1,726,1,0.726,1,-0.851,0.851
16,0,0,1,1,574,0,-0.574,1,-0.851,0.851
16,0,1,3,1,667,1,0.667,1,-0.851,0.851
16,0,1,3,1,565,1,0.565,1,-0.851,0.851
16,1,1,4,2,483,1,0.483,1,-0.851,0.851
16,0,0,1,1,637,0,-0.637,1,-0.851,0.851
16,0,1,3,1,567,1,0.567,1,-0.851,0.851
16,1,0,2,2,745,0,-0.745,1,-0.851,0.851
16,0,1,3,1,486,1,0.486,1,-0.851,0.851
16,1,0,2,2,654,0,-0.654,1,-0.851,0.851
16,0,1,3,1,480,1,0.48,1,-0.851,0.851
16,0,0,1,1,675,0,-0.675,1,-0.851,0.851
16,0,0,1,1,709,0,-0.709,1,-0.851,0.851
16,1,0,2,2,662,0,-0.662,1,-0.851,0.851
16,0,1,3,1,500,1,0.5,1,-0.851,0.851
16,0,1,3,1,519,1,0.519,1,-0.851,0.851
16,1,0,2,2,764,0,-0.764,1,-0.851,0.851
16,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
16,0,1,3,1,606,1,0.606,1,-0.851,0.851
16,0,1,3,1,505,1,0.505,1,-0.851,0.851
16,0,0,1,1,572,1,0.572,1,-0.851,0.851
16,0,0,1,1,636,0,-0.636,1,-0.851,0.851
16,1,0,2,2,721,0,-0.721,1,-0.851,0.851
16,0,1,3,1,606,1,0.606,1,-0.851,0.851
16,0,0,1,1,NaN,NaN,NaN,0,-0.851,0.851
16,0,1,3,1,489,1,0.489,1,-0.851,0.851
16,0,0,1,1,565,0,-0.565,1,-0.851,0.851
16,1,1,4,2,584,1,0.584,1,-0.851,0.851
16,1,1,4,2,450,1,0.45,1,-0.851,0.851
16,0,1,3,1,614,1,0.614,1,-0.851,0.851
16,1,0,2,2,562,0,-0.562,1,-0.851,0.851
16,0,1,3,1,474,1,0.474,1,-0.851,0.851
16,0,1,3,1,397,1,0.397,1,-0.851,0.851
16,1,0,2,2,679,0,-0.679,1,-0.851,0.851
16,0,1,3,1,445,1,0.445,1,-0.851,0.851
16,1,1,4,2,516,1,0.516,1,-0.851,0.851
16,0,0,1,1,750,0,-0.75,1,-0.851,0.851
16,1,1,4,2,490,1,0.49,1,-0.851,0.851
16,1,0,2,2,673,0,-0.673,1,-0.851,0.851
16,0,0,1,1,663,0,-0.663,1,-0.851,0.851
16,0,0,1,1,606,0,-0.606,1,-0.851,0.851
16,0,0,1,1,641,0,-0.641,1,-0.851,0.851
16,0,0,1,1,680,0,-0.68,1,-0.851,0.851
16,1,1,4,2,452,1,0.452,1,-0.851,0.851
16,0,0,1,1,551,0,-0.551,1,-0.851,0.851
16,1,1,4,2,522,1,0.522,1,-0.851,0.851
16,1,1,4,2,525,1,0.525,1,-0.851,0.851
16,1,1,4,2,NaN,NaN,NaN,2,-0.851,0.851
16,0,1,3,1,568,1,0.568,1,-0.851,0.851
16,1,0,2,2,666,0,-0.666,1,-0.851,0.851
16,0,0,1,1,549,0,-0.549,1,-0.851,0.851
16,0,1,3,1,432,1,0.432,1,-0.851,0.851
16,1,1,4,2,507,1,0.507,1,-0.851,0.851
16,1,0,2,2,540,0,-0.54,1,-0.851,0.851
16,1,1,4,2,778,1,0.778,1,-0.851,0.851
16,1,1,4,2,456,1,0.456,1,-0.851,0.851
16,1,0,2,2,833,0,-0.833,1,-0.851,0.851
16,1,0,2,2,628,0,-0.628,1,-0.851,0.851
16,1,0,2,2,711,0,-0.711,1,-0.851,0.851
16,1,0,2,2,619,0,-0.619,1,-0.851,0.851
16,1,0,2,2,596,0,-0.596,1,-0.851,0.851
16,1,1,4,2,503,1,0.503,1,-0.851,0.851
16,1,1,4,2,551,1,0.551,1,-0.851,0.851
16,1,0,2,2,510,0,-0.51,1,-0.851,0.851
16,1,0,2,2,700,0,-0.7,1,-0.851,0.851
16,1,1,4,2,549,1,0.549,1,-0.851,0.851
16,1,0,2,2,632,0,-0.632,1,-0.851,0.851
16,1,1,4,2,527,1,0.527,1,-0.851,0.851
16,1,1,4,2,617,1,0.617,1,-0.851,0.851
17,1,0,2,2,663,0,-0.663,1,-0.851,0.851
17,0,1,3,1,520,1,0.52,1,-0.851,0.851
17,0,1,3,1,732,1,0.732,1,-0.851,0.851
17,0,1,3,1,582,1,0.582,1,-0.851,0.851
17,0,1,3,1,607,1,0.607,1,-0.851,0.851
17,0,0,1,1,775,0,-0.775,1,-0.851,0.851
17,0,1,3,1,536,1,0.536,1,-0.851,0.851
17,1,0,2,2,726,0,-0.726,1,-0.851,0.851
17,1,1,4,2,741,1,0.741,1,-0.851,0.851
17,1,0,2,2,554,0,-0.554,1,-0.851,0.851
17,0,0,1,1,734,0,-0.734,1,-0.851,0.851
17,0,1,3,1,511,1,0.511,1,-0.851,0.851
17,0,0,1,1,669,0,-0.669,1,-0.851,0.851
17,0,0,1,1,536,0,-0.536,1,-0.851,0.851
17,1,1,4,2,559,1,0.559,1,-0.851,0.851
17,1,1,4,2,579,1,0.579,1,-0.851,0.851
17,1,0,2,2,614,0,-0.614,1,-0.851,0.851
17,1,0,2,2,732,0,-0.732,1,-0.851,0.851
17,1,1,4,2,795,1,0.795,1,-0.851,0.851
17,0,1,3,1,616,1,0.616,1,-0.851,0.851
17,0,1,3,1,604,1,0.604,1,-0.851,0.851
17,0,1,3,1,728,1,0.728,1,-0.851,0.851
17,0,0,1,1,596,0,-0.596,1,-0.851,0.851
17,1,1,4,2,734,1,0.734,1,-0.851,0.851
17,1,1,4,2,602,1,0.602,1,-0.851,0.851
17,1,1,4,2,592,1,0.592,1,-0.851,0.851
17,0,1,3,1,630,1,0.63,1,-0.851,0.851
17,0,0,1,1,608,0,-0.608,1,-0.851,0.851
17,0,1,3,1,565,1,0.565,1,-0.851,0.851
17,1,0,2,2,667,0,-0.667,1,-0.851,0.851
17,1,1,4,2,635,1,0.635,1,-0.851,0.851
17,1,0,2,2,768,0,-0.768,1,-0.851,0.851
17,0,0,1,1,728,0,-0.728,1,-0.851,0.851
17,1,0,2,2,768,0,-0.768,1,-0.851,0.851
17,0,0,1,1,822,0,-0.822,1,-0.851,0.851
17,1,0,2,2,581,0,-0.581,1,-0.851,0.851
17,1,0,2,2,604,0,-0.604,1,-0.851,0.851
17,1,1,4,2,498,1,0.498,1,-0.851,0.851
17,0,0,1,1,576,0,-0.576,1,-0.851,0.851
17,0,1,3,1,603,1,0.603,1,-0.851,0.851
17,0,0,1,1,584,0,-0.584,1,-0.851,0.851
17,0,1,3,1,764,1,0.764,1,-0.851,0.851
17,1,0,2,2,649,0,-0.649,1,-0.851,0.851
17,0,0,1,1,533,0,-0.533,1,-0.851,0.851
17,0,1,3,1,693,1,0.693,1,-0.851,0.851
17,0,0,1,1,632,0,-0.632,1,-0.851,0.851
17,0,0,1,1,704,0,-0.704,1,-0.851,0.851
17,1,0,2,2,777,0,-0.777,1,-0.851,0.851
17,1,1,4,2,NaN,NaN,NaN,2,-0.851,0.851
17,0,0,1,1,620,0,-0.62,1,-0.851,0.851
17,0,1,3,1,632,1,0.632,1,-0.851,0.851
17,0,0,1,1,669,0,-0.669,1,-0.851,0.851
17,1,0,2,2,485,0,-0.485,1,-0.851,0.851
17,0,0,1,1,784,0,-0.784,1,-0.851,0.851
17,1,1,4,2,703,1,0.703,1,-0.851,0.851
17,1,1,4,2,599,1,0.599,1,-0.851,0.851
17,0,0,1,1,602,0,-0.602,1,-0.851,0.851
17,0,1,3,1,550,1,0.55,1,-0.851,0.851
17,1,1,4,2,514,1,0.514,1,-0.851,0.851
17,0,1,3,1,655,1,0.655,1,-0.851,0.851
17,0,0,1,1,677,0,-0.677,1,-0.851,0.851
17,0,0,1,1,652,0,-0.652,1,-0.851,0.851
17,0,1,3,1,750,1,0.75,1,-0.851,0.851
17,0,0,1,1,611,0,-0.611,1,-0.851,0.851
17,0,1,3,1,523,1,0.523,1,-0.851,0.851
17,0,1,3,1,612,1,0.612,1,-0.851,0.851
17,1,1,4,2,521,1,0.521,1,-0.851,0.851
17,1,0,2,2,688,0,-0.688,1,-0.851,0.851
17,0,1,3,1,631,1,0.631,1,-0.851,0.851
17,0,0,1,1,778,0,-0.778,1,-0.851,0.851
17,0,1,3,1,666,1,0.666,1,-0.851,0.851
17,1,1,4,2,438,1,0.438,1,-0.851,0.851
17,1,0,2,2,727,0,-0.727,1,-0.851,0.851
17,0,0,1,1,752,0,-0.752,1,-0.851,0.851
17,0,1,3,1,570,1,0.57,1,-0.851,0.851
17,1,1,4,2,574,1,0.574,1,-0.851,0.851
17,1,0,2,2,780,0,-0.78,1,-0.851,0.851
17,0,0,1,1,611,0,-0.611,1,-0.851,0.851
17,1,1,4,2,562,1,0.562,1,-0.851,0.851
17,0,0,1,1,631,0,-0.631,1,-0.851,0.851
17,1,0,2,2,797,0,-0.797,1,-0.851,0.851
17,1,0,2,2,596,0,-0.596,1,-0.851,0.851
17,0,1,3,1,605,1,0.605,1,-0.851,0.851
17,1,1,4,2,631,1,0.631,1,-0.851,0.851
17,1,1,4,2,515,1,0.515,1,-0.851,0.851
17,0,0,1,1,714,0,-0.714,1,-0.851,0.851
17,0,1,3,1,565,1,0.565,1,-0.851,0.851
17,1,0,2,2,644,0,-0.644,1,-0.851,0.851
17,1,0,2,2,716,0,-0.716,1,-0.851,0.851
17,1,0,2,2,712,0,-0.712,1,-0.851,0.851
17,1,1,4,2,584,1,0.584,1,-0.851,0.851
17,1,0,2,2,NaN,NaN,NaN,0,-0.851,0.851
17,1,0,2,2,750,0,-0.75,1,-0.851,0.851
17,1,1,4,2,846,1,0.846,1,-0.851,0.851
17,1,1,4,2,544,1,0.544,1,-0.851,0.851
17,1,0,2,2,681,0,-0.681,1,-0.851,0.851
17,1,1,4,2,567,1,0.567,1,-0.851,0.851
17,1,0,2,2,602,0,-0.602,1,-0.851,0.851
17,1,1,4,2,487,1,0.487,1,-0.851,0.851
17,1,1,4,2,536,1,0.536,1,-0.851,0.851
18,0,0,1,1,557,0,-0.557,1,-0.851,0.851
18,1,0,2,2,558,0,-0.558,1,-0.851,0.851
18,1,0,2,2,692,0,-0.692,1,-0.851,0.851
18,1,0,2,2,731,0,-0.731,1,-0.851,0.851
18,1,1,4,2,448,1,0.448,1,-0.851,0.851
18,0,0,1,1,617,0,-0.617,1,-0.851,0.851
18,1,0,2,2,730,0,-0.73,1,-0.851,0.851
18,1,1,4,2,550,1,0.55,1,-0.851,0.851
18,1,0,2,2,535,0,-0.535,1,-0.851,0.851
18,1,0,2,2,695,0,-0.695,1,-0.851,0.851
18,0,0,1,1,680,0,-0.68,1,-0.851,0.851
18,1,1,4,2,591,1,0.591,1,-0.851,0.851
18,0,1,3,1,616,1,0.616,1,-0.851,0.851
18,0,0,1,1,627,0,-0.627,1,-0.851,0.851
18,1,0,2,2,606,0,-0.606,1,-0.851,0.851
18,1,1,4,2,530,1,0.53,1,-0.851,0.851
18,1,0,2,2,663,0,-0.663,1,-0.851,0.851
18,0,1,3,1,510,1,0.51,1,-0.851,0.851
