,index,Brain,BrainRegion,BregmanRegion,Cohort,Date,VOID_PERCENTAGE,Cfos_Counts,counts_per_area,rat_ID,group,surgery,stimulus
1105,154,2,M2C,2.70,5,13-07-18,8.895178713047175,270.0,470.56513600799815,26,Sham_Novel,Sham,Novel
1106,155,2,DPC,2.70,5,13-07-18,0.8655344983181263,485.0,776.8092939303483,26,Sham_Novel,Sham,Novel
1107,156,2,IFC,2.70,5,13-07-18,1.886400306287067,453.0,733.1052605019349,26,Sham_Novel,Sham,Novel
1108,157,2,M2C,2.70,5,13-07-18,16.530478300106065,422.0,802.7528752366619,26,Sham_Novel,Sham,Novel
1109,158,2,DPC,2.70,5,13-07-18,1.4316186725735789,302.0,486.4818724056581,26,Sham_Novel,Sham,Novel
1110,159,2,IFC,2.70,5,13-07-18,0.5111165805234199,422.0,673.4963368389898,26,Sham_Novel,Sham,Novel
1111,160,2,PRL,2.70,5,13-07-18,0.8083791396614558,337.0,539.4513168361298,26,Sham_Novel,Sham,Novel
1112,161,2,M2C,2.70,5,13-07-18,1.9684414909618189,130.0,210.55947490361,26,Sham_Novel,Sham,Novel
1113,172,2,DPC,2.70,5,13-07-18,1.155960292066597,381.0,612.0287631136956,26,Sham_Novel,Sham,Novel
1114,173,2,IFC,2.70,5,13-07-18,3.5884814176716464,400.0,658.7618060314044,26,Sham_Novel,Sham,Novel
1115,174,2,PRL,2.70,5,13-07-18,5.239423523942363,402.0,673.5901110750407,26,Sham_Novel,Sham,Novel
1116,175,2,M2C,2.70,5,13-07-18,4.759209122979696,67.0,111.69896610872468,26,Sham_Novel,Sham,Novel
1117,176,2,VOC,4.20,5,13-07-18,0.21737943088099063,509.0,809.9537500195464,26,Sham_Novel,Sham,Novel
1118,177,2,MOC,4.20,5,13-07-18,3.4682396635533537,675.0,1110.2758426465002,26,Sham_Novel,Sham,Novel
1119,178,2,M2C,4.20,5,13-07-18,4.755584685127361,173.0,288.40575795403277,26,Sham_Novel,Sham,Novel
1120,179,2,VOC,4.20,5,13-07-18,0.22359043493271816,553.0,880.0241757633344,26,Sham_Novel,Sham,Novel
1121,180,2,MOC,4.20,5,13-07-18,6.793203508397021,559.0,952.2732174114828,26,Sham_Novel,Sham,Novel
1122,181,2,VOC,4.20,5,13-07-18,1.2833975989279847,582.0,936.1169928152352,26,Sham_Novel,Sham,Novel
1123,182,2,MOC,4.20,5,13-07-18,9.153881915387906,512.0,894.872022344366,26,Sham_Novel,Sham,Novel
1124,183,2,VOC,4.20,5,13-07-18,5.404052834523013,457.0,767.0806255192206,26,Sham_Novel,Sham,Novel
1125,184,2,MOC,4.20,5,13-07-18,10.185413077364602,543.0,959.9537212123631,26,Sham_Novel,Sham,Novel
1126,185,2,M2C,4.20,5,13-07-18,1.6862198156808046,156.0,251.94604595547264,26,Sham_Novel,Sham,Novel
1127,186,2,PRL,4.20,5,13-07-18,1.6148439850137704,404.0,652.002303627888,26,Sham_Novel,Sham,Novel
1128,187,2,PRH,n5.30,5,13-07-18,17.876500670003477,325.0,628.366839334928,26,Sham_Novel,Sham,Novel
1129,188,2,TE2,n5.30,5,13-07-18,1.3028140126343364,466.0,749.6844278830634,26,Sham_Novel,Sham,Novel
1130,189,2,DSUB,n5.30,5,13-07-18,23.388847868296256,155.0,321.2454966452753,26,Sham_Novel,Sham,Novel
1131,190,2,VSUB,n5.30,5,13-07-18,5.267404019645716,213.0,357.00763871329667,26,Sham_Novel,Sham,Novel
1132,191,2,DSUB,n5.30,5,13-07-18,8.33446898047972,146.0,252.89726978017472,26,Sham_Novel,Sham,Novel
1133,193,2,IDG,n4.80,5,13-07-18,2.163816646588425,143.0,232.077949627196,26,Sham_Novel,Sham,Novel
1134,194,2,ICA3,n4.80,5,13-07-18,3.634797682189457,126.0,207.60970497036678,26,Sham_Novel,Sham,Novel
1135,195,2,VCA1,n4.80,5,13-07-18,7.8152042940078355,181.0,311.7572924227561,26,Sham_Novel,Sham,Novel
1136,196,2,VDG,n4.80,5,13-07-18,22.351029548309306,87.0,177.9020262233998,26,Sham_Novel,Sham,Novel
1137,197,2,V2C,n4.80,5,13-07-18,8.370473537604196,688.0,1192.2033553550527,26,Sham_Novel,Sham,Novel
1138,198,2,VDG,n4.80,5,13-07-18,2.2066830973806533,156.0,253.28692148810094,26,Sham_Novel,Sham,Novel
1139,199,2,VCA3,n4.80,5,13-07-18,2.4940841241638463,85.0,138.41568407177746,26,Sham_Novel,Sham,Novel
1140,201,2,TE2,n6.30,5,13-07-18,18.085158749692894,267.0,517.5424901887843,26,Sham_Novel,Sham,Novel
1141,202,2,TE2,n6.30,5,13-07-18,0.9634605931509495,247.0,396.00333224299226,26,Sham_Novel,Sham,Novel
1142,203,2,PRH,n6.30,5,13-07-18,22.785242230597316,217.0,446.22794471571405,26,Sham_Novel,Sham,Novel
1143,204,2,LENT,n8.30,5,13-07-18,2.3381737632291464,301.0,489.3718660045688,26,Sham_Novel,Sham,Novel
1144,205,2,PSTC,n8.30,5,13-07-18,2.1557688626357185,254.0,412.1884663707803,26,Sham_Novel,Sham,Novel
1145,206,2,LENT,n8.30,5,13-07-18,4.727760002187687,419.0,698.3047406565651,26,Sham_Novel,Sham,Novel
1146,207,2,LENT,n8.30,5,13-07-18,2.0563657217761784,382.0,619.2763457864844,26,Sham_Novel,Sham,Novel
1147,208,2,PSTC,n8.30,5,13-07-18,1.8397483769331207,394.0,637.3205210618171,26,Sham_Novel,Sham,Novel
1148,209,2,PRH,n6.30,5,13-07-18,18.94959936554806,322.0,630.8092447800309,26,Sham_Novel,Sham,Novel
1149,210,2,TE2,n6.30,5,13-07-18,11.280389422156665,412.0,737.352119340433,26,Sham_Novel,Sham,Novel
1150,211,2,V2C,n6.30,5,13-07-18,9.278311045478258,834.0,1459.661884075288,26,Sham_Novel,Sham,Novel
1151,212,2,PRH,n6.30,5,13-07-18,11.118768288347558,302.0,539.5034450436715,26,Sham_Novel,Sham,Novel
1152,213,2,TE2,n6.30,5,13-07-18,12.08329914950647,454.0,819.939510128878,26,Sham_Novel,Sham,Novel
1153,214,2,V2C,n6.30,5,13-07-18,17.944868323898394,816.0,1578.998639142107,26,Sham_Novel,Sham,Novel
1154,215,2,LENT,n8.30,5,13-07-18,1.2229556988591328,480.0,771.5828294261852,26,Sham_Novel,Sham,Novel
1155,216,2,PSTC,n8.30,5,13-07-18,1.5276725411422953,454.0,732.0470480157879,26,Sham_Novel,Sham,Novel
1156,217,2,LENT,n8.30,5,13-07-18,4.798608877671791,361.0,602.0897739275541,26,Sham_Novel,Sham,Novel
1157,218,2,PSTC,n8.30,5,13-07-18,1.6413281075393997,234.0,377.7465835568085,26,Sham_Novel,Sham,Novel
1158,220,2,TE2,n6.30,5,13-07-18,17.998195093937053,149.0,288.50955476729774,26,Sham_Novel,Sham,Novel
1159,221,2,V2C,n6.30,5,13-07-18,7.176142423496486,550.0,940.8067405555921,26,Sham_Novel,Sham,Novel
1160,223,2,TE2,n6.30,5,13-07-18,4.734283685618936,167.0,278.3409963634401,26,Sham_Novel,Sham,Novel
1161,224,2,V2C,n6.30,5,13-07-18,5.754820033863113,520.0,876.0755082036985,26,Sham_Novel,Sham,Novel
1162,225,2,PRH,n6.30,5,13-07-18,18.709492165066845,190.0,371.11722146494014,26,Sham_Novel,Sham,Novel
1163,226,2,TE2,n6.30,5,13-07-18,0.0,243.0,385.83677357891395,26,Sham_Novel,Sham,Novel
1164,227,2,V2C,n6.30,5,13-07-18,4.4400689145952,757.0,1257.8168122944471,26,Sham_Novel,Sham,Novel
1165,228,2,TE2,n6.30,5,13-07-18,3.9511034539339076,274.0,452.95548877075004,26,Sham_Novel,Sham,Novel
1166,229,2,V2C,n6.30,5,13-07-18,2.411737358820813,644.0,1047.817445041048,26,Sham_Novel,Sham,Novel
1167,230,3,VOC,4.20,5,12-07-18,1.3406995949827927,365.0,587.4246632760357,27,Lesion_Novel,Lesion,Novel
1168,231,3,PRL,4.20,5,12-07-18,1.754166007991348,335.0,541.4121617210632,27,Lesion_Novel,Lesion,Novel
1169,232,3,M2C,4.20,5,12-07-18,9.820440558411137,209.0,367.9895792858299,27,Lesion_Novel,Lesion,Novel
1170,233,3,VOC,4.20,5,12-07-18,2.946911355071285,341.0,557.8820160102568,27,Lesion_Novel,Lesion,Novel
1171,234,3,PRL,4.20,5,12-07-18,2.3562182533181364,357.0,580.5250552918313,27,Lesion_Novel,Lesion,Novel
1172,235,3,DPC,2.70,5,12-07-18,1.6761014029042849,382.0,616.8813156749453,27,Lesion_Novel,Lesion,Novel
1173,236,3,M2C,2.70,5,12-07-18,2.4636967757814108,281.0,457.44340684267013,27,Lesion_Novel,Lesion,Novel
1174,237,3,IFC,2.70,5,12-07-18,1.9082779555336822,378.0,611.8666531373931,27,Lesion_Novel,Lesion,Novel
1175,238,3,PRL,2.70,5,12-07-18,2.2708999917958668,405.0,658.0038998048753,27,Lesion_Novel,Lesion,Novel
1176,239,3,ACC,2.70,5,12-07-18,10.572100527798264,450.0,798.9816912637633,27,Lesion_Novel,Lesion,Novel
1177,240,3,M2C,2.70,5,12-07-18,5.625564033144772,394.0,662.8865335305768,27,Lesion_Novel,Lesion,Novel
1178,241,3,DPC,2.70,5,12-07-18,1.238001476741324,358.0,575.5598632329018,27,Lesion_Novel,Lesion,Novel
1179,242,3,IFC,2.70,5,12-07-18,1.4953373260043374,408.0,657.6589256489826,27,Lesion_Novel,Lesion,Novel
1180,243,3,PRL,2.70,5,12-07-18,5.119916864932879,427.0,714.5788570715811,27,Lesion_Novel,Lesion,Novel
1181,244,3,ACC,2.70,5,12-07-18,2.5268684879810444,462.0,752.582994017444,27,Lesion_Novel,Lesion,Novel
1182,245,3,VOC,4.20,5,12-07-18,2.2491670763011684,549.0,891.7625325518248,27,Lesion_Novel,Lesion,Novel
1183,246,3,PRL,4.20,5,12-07-18,1.5932055273362735,358.0,577.6373742002669,27,Lesion_Novel,Lesion,Novel
1184,248,3,VOC,4.20,5,12-07-18,2.2387896662843154,477.0,774.727822721452,27,Lesion_Novel,Lesion,Novel
1185,249,3,PRL,4.20,5,12-07-18,2.306515921131724,504.0,819.1478238798057,27,Lesion_Novel,Lesion,Novel
1186,250,3,M2C,4.20,5,12-07-18,4.040635752908505,259.0,428.55813733966926,27,Lesion_Novel,Lesion,Novel
1187,251,3,VOC,4.20,5,12-07-18,0.0,588.0,933.6297237218164,27,Lesion_Novel,Lesion,Novel
1188,252,3,PRL,4.20,5,12-07-18,1.0506741050674249,443.0,710.866797458962,27,Lesion_Novel,Lesion,Novel
1189,253,3,DPC,2.70,5,12-07-18,1.0659884595400182,351.0,563.3247610004272,27,Lesion_Novel,Lesion,Novel
1190,254,3,IFC,2.70,5,12-07-18,0.48896546066124885,484.0,772.2740894115101,27,Lesion_Novel,Lesion,Novel
1191,255,3,PRL,2.70,5,12-07-18,0.758334017009876,395.0,631.9757196335327,27,Lesion_Novel,Lesion,Novel
1192,256,3,PRL,2.70,5,12-07-18,1.5585090382038727,476.0,767.7611170327165,27,Lesion_Novel,Lesion,Novel
1193,257,3,ACC,2.70,5,12-07-18,8.057264746902778,417.0,720.13841583742,27,Lesion_Novel,Lesion,Novel
1194,258,3,M2C,2.70,5,12-07-18,2.227965105149444,325.0,527.7959466079585,27,Lesion_Novel,Lesion,Novel
1195,259,3,DPC,2.70,5,12-07-18,1.6222276916345406,386.0,622.9994515203093,27,Lesion_Novel,Lesion,Novel
1196,260,3,IFC,2.70,5,12-07-18,0.8499466732299917,429.0,687.0078251146969,27,Lesion_Novel,Lesion,Novel
1197,261,3,PRL,2.70,5,12-07-18,3.533787294555237,362.0,595.8414144359359,27,Lesion_Novel,Lesion,Novel
1198,262,3,PRL,2.70,5,12-07-18,3.626493833237566,448.0,738.1042369970421,27,Lesion_Novel,Lesion,Novel
1199,263,3,ACC,2.70,5,12-07-18,10.24612355402402,392.0,693.4740208008585,27,Lesion_Novel,Lesion,Novel
1200,264,3,M2C,2.70,5,12-07-18,2.62969343943997,314.0,512.0359507162294,27,Lesion_Novel,Lesion,Novel
1201,265,3,DPC,2.70,5,12-07-18,3.7703393770339595,301.0,496.6550836145868,27,Lesion_Novel,Lesion,Novel
1202,266,3,IFC,2.70,5,12-07-18,3.524762764241018,271.0,446.01635008148025,27,Lesion_Novel,Lesion,Novel
1203,268,3,DPC,2.70,5,12-07-18,2.283479640112713,328.0,532.97052753292,27,Lesion_Novel,Lesion,Novel
1204,269,3,IFC,2.70,5,12-07-18,4.872425957830765,261.0,435.6436916406514,27,Lesion_Novel,Lesion,Novel
1205,270,3,PRL,2.70,5,12-07-18,0.9700002734706341,239.0,383.2026174053399,27,Lesion_Novel,Lesion,Novel
1206,271,3,M2C,2.70,5,12-07-18,1.0243596045660817,284.0,455.6038268945924,27,Lesion_Novel,Lesion,Novel
1207,272,3,VOC,4.20,5,12-07-18,4.290293215008048,396.0,656.9563940232372,27,Lesion_Novel,Lesion,Novel
1208,273,3,MOC,4.20,5,12-07-18,15.58471291748642,338.0,635.7596226027136,27,Lesion_Novel,Lesion,Novel
1209,275,3,M2C,4.20,5,12-07-18,1.2076926012134264,247.0,396.9823223240998,27,Lesion_Novel,Lesion,Novel
1210,276,3,TE2,n5.30,5,12-07-18,12.79459622063609,208.0,378.71916352101385,27,Lesion_Novel,Lesion,Novel
1211,277,3,V2C,n5.30,5,12-07-18,2.5695299040119184,556.0,906.1025180000116,27,Lesion_Novel,Lesion,Novel
1212,278,3,DSUB,n5.30,5,12-07-18,3.982005633494753,175.0,289.38949520471533,27,Lesion_Novel,Lesion,Novel
1213,284,3,PRH,n6.30,5,12-07-18,22.419575072368946,171.0,349.9784473284914,27,Lesion_Novel,Lesion,Novel
1214,286,3,V2C,n6.30,5,12-07-18,0.24502722827597548,945.0,1504.1619480258057,27,Lesion_Novel,Lesion,Novel
1215,288,3,PSTC,n7.30,5,12-07-18,2.632428145595877,151.0,246.24076473769213,27,Lesion_Novel,Lesion,Novel
1216,289,3,DPC,2.70,5,12-07-18,2.8881231711652733,201.0,328.64047796412285,27,Lesion_Novel,Lesion,Novel
1217,290,3,PRL,2.70,5,12-07-18,0.6008149424344308,448.0,715.6365838890117,27,Lesion_Novel,Lesion,Novel
1218,291,3,ACC,2.70,5,12-07-18,5.235321464708473,323.0,541.1944974782645,27,Lesion_Novel,Lesion,Novel
1219,292,3,M2C,2.70,5,12-07-18,1.9717231383487794,122.0,197.60858378561534,27,Lesion_Novel,Lesion,Novel
1220,293,3,IFC,2.70,5,12-07-18,6.656001312658885,243.0,413.34930901266324,27,Lesion_Novel,Lesion,Novel
1221,294,3,PRL,2.70,5,12-07-18,2.182022041731642,405.0,657.4060338607043,27,Lesion_Novel,Lesion,Novel
1222,295,3,PRL,2.70,5,12-07-18,1.525966034949575,425.0,685.2744578225087,27,Lesion_Novel,Lesion,Novel
1223,296,3,ACC,2.70,5,12-07-18,2.1226789181503136,354.0,574.273176669961,27,Lesion_Novel,Lesion,Novel
1224,297,3,M2C,2.70,5,12-07-18,3.4875707605217894,183.0,301.0684081970761,27,Lesion_Novel,Lesion,Novel
1225,298,3,DPC,2.70,5,12-07-18,5.404599775754006,274.0,459.9153318002821,27,Lesion_Novel,Lesion,Novel
1226,299,3,IFC,2.70,5,12-07-18,3.7490086690185316,297.0,489.94641228892976,27,Lesion_Novel,Lesion,Novel
1227,300,3,PRL,2.70,5,12-07-18,2.1579566275603708,377.0,611.8052223696079,27,Lesion_Novel,Lesion,Novel
1228,301,3,DPC,2.70,5,12-07-18,5.194712982686114,365.0,611.3045816620167,27,Lesion_Novel,Lesion,Novel
1229,302,3,M2C,2.70,5,12-07-18,4.894314271669608,244.0,407.3621637492644,27,Lesion_Novel,Lesion,Novel
1230,303,3,IFC,2.70,5,12-07-18,4.194385275001392,327.0,541.9436531842824,27,Lesion_Novel,Lesion,Novel
1231,304,3,PRL,2.70,5,12-07-18,1.3774646348790163,238.0,383.17585723883275,27,Lesion_Novel,Lesion,Novel
1232,306,3,M2C,2.70,5,12-07-18,1.8766726746409443,361.0,584.1606233792837,27,Lesion_Novel,Lesion,Novel
1233,307,3,DPC,2.70,5,12-07-18,2.9614132961413397,275.0,449.97208769567845,27,Lesion_Novel,Lesion,Novel
1234,308,3,IFC,2.70,5,12-07-18,1.4980720321601462,336.0,541.6165046472938,27,Lesion_Novel,Lesion,Novel
1235,309,3,PRL,2.70,5,12-07-18,4.658571936445472,320.0,532.9244790517525,27,Lesion_Novel,Lesion,Novel
1236,310,3,ACC,2.70,5,12-07-18,5.825744523750974,414.0,698.0161795250599,27,Lesion_Novel,Lesion,Novel
1237,312,3,TE2,n6.30,5,12-07-18,12.472008301928122,233.0,422.67474653046605,27,Lesion_Novel,Lesion,Novel
1238,313,3,V2C,n6.30,5,12-07-18,5.321153531050387,595.0,997.841015732872,27,Lesion_Novel,Lesion,Novel
1239,315,3,TE2,n6.30,5,12-07-18,10.945934859299337,204.0,363.72551058305186,27,Lesion_Novel,Lesion,Novel
1240,316,3,V2C,n6.30,5,12-07-18,4.1621922169102845,428.0,709.0947038832692,27,Lesion_Novel,Lesion,Novel
1241,321,4,VCA1,n4.80,5,13-07-18,8.25604893768078,118.0,204.221711443547,28,Lesion_Novel,Lesion,Novel
1242,322,4,VDG,n4.80,5,13-07-18,7.523192689697086,85.0,145.94305793573184,28,Lesion_Novel,Lesion,Novel
1243,324,4,VCA1,n4.80,5,13-07-18,3.5688392959351014,115.0,189.3554414511336,28,Lesion_Novel,Lesion,Novel
1244,325,4,LENT,n7.30,5,13-07-18,0.283042087127742,574.0,913.9874136372264,28,Lesion_Novel,Lesion,Novel
1245,326,4,PSTC,n7.30,5,13-07-18,1.524129322045923,454.0,732.0207085372728,28,Lesion_Novel,Lesion,Novel
1246,327,4,LENT,n7.30,5,13-07-18,0.8612747957197955,458.0,733.5327213325552,28,Lesion_Novel,Lesion,Novel
1247,328,4,PSTC,n7.30,5,13-07-18,5.796433886257289,187.0,315.18940235815916,28,Lesion_Novel,Lesion,Novel
1248,335,4,V2C,n4.80,5,13-07-18,8.016549238079893,1013.0,1748.6266418020098,28,Lesion_Novel,Lesion,Novel
1249,340,4,DDG,n4.80,5,13-07-18,4.836054365958375,172.0,286.98113600227197,28,Lesion_Novel,Lesion,Novel
1250,341,4,DCA1,n4.80,5,13-07-18,5.870593704706372,250.0,421.708187451808,28,Lesion_Novel,Lesion,Novel
1251,342,4,DCA3,n4.80,5,13-07-18,3.4078720041922668,141.0,231.7793402632585,28,Lesion_Novel,Lesion,Novel
1252,343,4,DCA1,n4.80,5,13-07-18,3.2235117117018177,211.0,346.18635024040657,28,Lesion_Novel,Lesion,Novel
1253,344,4,PSTC,n7.30,5,13-07-18,9.563814368146115,136.0,238.77783792323584,28,Lesion_Novel,Lesion,Novel
1254,345,4,LENT,n7.30,5,13-07-18,5.948986837074788,285.0,481.1480448421152,28,Lesion_Novel,Lesion,Novel
1255,346,4,PSTC,n7.30,5,13-07-18,2.0027364553636096,191.0,309.4687225691724,28,Lesion_Novel,Lesion,Novel
1256,347,4,LENT,n7.30,5,13-07-18,4.20907173110786,321.0,532.0812979806008,28,Lesion_Novel,Lesion,Novel
1257,348,4,PRH,n6.30,5,13-07-18,19.965044513626697,154.0,305.51909351683605,28,Lesion_Novel,Lesion,Novel
1258,349,4,TE2,n6.30,5,13-07-18,21.322846687421613,187.0,377.38993409476785,28,Lesion_Novel,Lesion,Novel
1259,350,4,PRH,n6.30,5,13-07-18,19.884545568522874,244.0,483.58282678514524,28,Lesion_Novel,Lesion,Novel
1260,351,4,TE2,n6.30,5,13-07-18,14.441162797057705,307.0,569.7323050199082,28,Lesion_Novel,Lesion,Novel
1261,352,4,V2C,n6.30,5,13-07-18,8.250860232672512,629.0,1088.5439994431251,28,Lesion_Novel,Lesion,Novel
1262,353,4,TE2,n6.30,5,13-07-18,1.1573543066251364,277.0,444.9720691727601,28,Lesion_Novel,Lesion,Novel
1263,354,4,V2C,n6.30,5,13-07-18,3.8506408149851374,532.0,878.5421081709427,28,Lesion_Novel,Lesion,Novel
1264,355,4,PRH,n6.30,5,13-07-18,21.679929991522382,347.0,703.4832341039023,28,Lesion_Novel,Lesion,Novel
1265,356,4,TE2,n6.30,5,13-07-18,1.1141192878824937,389.0,624.6153590469991,28,Lesion_Novel,Lesion,Novel
1266,357,4,LENT,n7.30,5,13-07-18,1.8641105467256422,328.0,530.6929574392598,28,Lesion_Novel,Lesion,Novel
1267,358,4,PSTC,n7.30,5,13-07-18,3.45595062537539,158.0,259.85370898981824,28,Lesion_Novel,Lesion,Novel
1268,359,4,LENT,n7.30,5,13-07-18,2.3570583649951575,442.0,718.7514905761018,28,Lesion_Novel,Lesion,Novel
1269,360,4,PSTC,n7.30,5,13-07-18,2.3430824843904094,344.0,559.3102448712948,28,Lesion_Novel,Lesion,Novel
1270,361,4,PRH,n6.30,5,13-07-18,5.455786771533185,769.0,1291.4831115994973,28,Lesion_Novel,Lesion,Novel
1271,362,4,TE2,n6.30,5,13-07-18,14.330110874433274,298.0,552.3131747932334,28,Lesion_Novel,Lesion,Novel
1272,363,4,V2C,n6.30,5,13-07-18,1.0391064503795968,414.0,664.253844718851,28,Lesion_Novel,Lesion,Novel
1273,364,4,PRH,n6.30,5,13-07-18,2.2017018353874698,431.0,699.7506593761007,28,Lesion_Novel,Lesion,Novel
1274,366,4,V2C,n6.30,5,13-07-18,0.3710702157958024,229.0,364.96175882873814,28,Lesion_Novel,Lesion,Novel
1275,367,4,DPC,2.70,5,13-07-18,0.6150354144447124,511.0,816.3897747068837,28,Lesion_Novel,Lesion,Novel
1276,369,4,IFC,2.70,5,13-07-18,6.356550988596258,386.0,654.4963778773019,28,Lesion_Novel,Lesion,Novel
1277,370,4,PRL,2.70,5,13-07-18,5.131402630787206,265.0,443.5276894611308,28,Lesion_Novel,Lesion,Novel
1278,371,4,ACC,2.70,5,13-07-18,8.318702655399637,253.0,438.1644258314528,28,Lesion_Novel,Lesion,Novel
1279,372,4,M2C,2.70,5,13-07-18,7.332841086225235,244.0,418.0818574485424,28,Lesion_Novel,Lesion,Novel
1280,373,4,DPC,2.70,5,13-07-18,4.68345776246344,473.0,787.9346607040669,28,Lesion_Novel,Lesion,Novel
1281,374,4,IFC,2.70,5,13-07-18,10.455875516175524,430.0,762.4804358171241,28,Lesion_Novel,Lesion,Novel
1282,375,4,PRL,2.70,5,13-07-18,1.479749500916147,421.0,678.5063744288957,28,Lesion_Novel,Lesion,Novel
1283,376,4,ACC,2.70,5,13-07-18,3.5047994093034736,284.0,467.31526809065315,28,Lesion_Novel,Lesion,Novel
1284,377,4,DPC,2.70,5,13-07-18,0.8297098476768814,581.0,930.2333216296324,28,Lesion_Novel,Lesion,Novel
1285,378,4,DPC,2.70,5,13-07-18,7.949790794979569,654.0,1128.107046970184,28,Lesion_Novel,Lesion,Novel
1286,379,4,IFC,2.70,5,13-07-18,2.026143790849665,805.0,1304.6169659840973,28,Lesion_Novel,Lesion,Novel
1287,380,4,PRL,2.70,5,13-07-18,2.1016216807504,581.0,942.3190659454539,28,Lesion_Novel,Lesion,Novel
1288,381,4,M2C,2.70,5,13-07-18,14.540979571744954,287.0,533.238293639655,28,Lesion_Novel,Lesion,Novel
1289,382,4,VOC,4.20,5,13-07-18,9.83406832416662,685.0,1206.2725375402288,28,Lesion_Novel,Lesion,Novel
1290,383,4,PRL,4.20,5,13-07-18,2.2671151110117833,709.0,1151.8683900139538,28,Lesion_Novel,Lesion,Novel
1291,384,4,M2C,4.20,5,13-07-18,1.9419566200960883,434.0,702.7548475074627,28,Lesion_Novel,Lesion,Novel
1292,385,4,PSTC,n8.30,5,13-07-18,0.7949642252443991,577.0,923.5053990842674,28,Lesion_Novel,Lesion,Novel
1293,386,4,LENT,n8.30,5,13-07-18,10.135514502668688,553.0,977.0895821879574,28,Lesion_Novel,Lesion,Novel
1294,387,4,PSTC,n8.30,5,13-07-18,2.1604178631005944,784.0,1272.3272160824238,28,Lesion_Novel,Lesion,Novel
1295,388,4,LENT,n8.30,5,13-07-18,1.494687260379032,695.0,1120.269453349884,28,Lesion_Novel,Lesion,Novel
1296,389,4,PSTC,n8.30,5,13-07-18,3.977005844120356,597.0,987.1801883789382,28,Lesion_Novel,Lesion,Novel
1297,390,4,LENT,n8.30,5,13-07-18,1.291094527634426,691.0,1111.5245384273423,28,Lesion_Novel,Lesion,Novel
1298,391,4,PSTC,n8.30,5,13-07-18,1.4151510186247134,820.0,1320.690398753094,28,Lesion_Novel,Lesion,Novel
1299,392,4,LENT,n8.30,5,13-07-18,2.4162015382802386,605.0,984.4076936528027,28,Lesion_Novel,Lesion,Novel
1300,393,4,PSTC,n8.30,5,13-07-18,2.11152984870829,530.0,859.6895983470436,28,Lesion_Novel,Lesion,Novel
1301,394,4,DCA1,n2.56,5,13-07-18,3.599049647714324,82.0,135.06097505929728,28,Lesion_Novel,Lesion,Novel
1302,397,4,DDG,n2.56,5,13-07-18,11.72565404992059,100.0,179.87169833986118,28,Lesion_Novel,Lesion,Novel
1303,398,4,DCA1,n2.56,5,13-07-18,5.212190725872519,104.0,174.21205230263493,28,Lesion_Novel,Lesion,Novel
1304,399,4,DCA3,n2.56,5,13-07-18,2.8824621770714187,132.0,215.81101708300298,28,Lesion_Novel,Lesion,Novel
1305,400,4,LENT,n7.30,5,13-07-18,0.916762248074698,485.0,777.2109177874297,28,Lesion_Novel,Lesion,Novel
1306,401,4,PSTC,n7.30,5,13-07-18,4.308281865804633,277.0,459.62406605566,28,Lesion_Novel,Lesion,Novel
1307,402,4,LENT,n7.30,5,13-07-18,2.258938451558744,505.0,820.3735890054794,28,Lesion_Novel,Lesion,Novel
1308,403,4,PSTC,n7.30,5,13-07-18,1.674460579210755,280.0,452.15676958765255,28,Lesion_Novel,Lesion,Novel
1309,404,4,DCA1,n2.56,5,13-07-18,3.6151736995023387,91.0,149.9098145750076,28,Lesion_Novel,Lesion,Novel
1310,405,4,DDG,n2.56,5,13-07-18,9.516541382073415,102.0,178.98981652310735,28,Lesion_Novel,Lesion,Novel
1311,406,4,DCA3,n2.56,5,13-07-18,1.6473243244716576,128.0,206.64320735083854,28,Lesion_Novel,Lesion,Novel
1312,407,4,DDG,n2.56,5,13-07-18,9.267698379386,127.0,222.24865265941548,28,Lesion_Novel,Lesion,Novel
1313,409,4,DCA3,n2.56,5,13-07-18,5.5233334605258095,137.0,230.24666552315844,28,Lesion_Novel,Lesion,Novel
1314,410,4,DSUB,n5.30,5,13-07-18,6.5769683047557495,276.0,469.0859974913772,28,Lesion_Novel,Lesion,Novel
1315,411,4,VSUB,n5.30,5,13-07-18,7.393880588065433,144.0,246.89946563425843,28,Lesion_Novel,Lesion,Novel
1316,412,4,PRH,n5.30,5,13-07-18,13.470970560926341,219.0,401.8644842903737,28,Lesion_Novel,Lesion,Novel
1317,413,4,TE2,n5.30,5,13-07-18,3.079086787918519,409.0,670.0437401858809,28,Lesion_Novel,Lesion,Novel
1318,414,4,LENT,n8.30,5,13-07-18,3.7812782016572646,344.0,567.6703392870494,28,Lesion_Novel,Lesion,Novel
1319,415,4,PSTC,n8.30,5,13-07-18,3.723378159597488,300.0,494.7636162038042,28,Lesion_Novel,Lesion,Novel
1320,416,4,LENT,n8.30,5,13-07-18,3.7905762025870047,444.0,732.7615964456938,28,Lesion_Novel,Lesion,Novel
1321,417,4,PSTC,n8.30,5,13-07-18,2.9774974056475147,390.0,638.2480228307501,28,Lesion_Novel,Lesion,Novel
1322,418,4,PRH,n6.30,5,13-07-18,12.543284723360165,286.0,519.2424792124558,28,Lesion_Novel,Lesion,Novel
1323,419,4,TE2,n6.30,5,13-07-18,2.943907367961144,242.0,395.90401540591455,28,Lesion_Novel,Lesion,Novel
