,index,Brain,BrainRegion,BregmanRegion,Cohort,Date,VOID_PERCENTAGE,Cfos_Counts,counts_per_area,rat_ID,group,surgery,stimulus
2641,13,1,LENT,n7.30,2,30-07-18,20.07642451035436,144.0,286.07830990032636,5,Lesion_Novel,Lesion,Novel
2642,15,1,TE2,n6.30,2,30-07-18,6.8996122125729356,298.0,508.2321306240148,5,Lesion_Novel,Lesion,Novel
2643,16,1,VCA1,n4.80,2,30-07-18,0.3880605166857905,173.0,275.76049550140334,5,Lesion_Novel,Lesion,Novel
2644,17,1,V2C,n4.80,2,30-07-18,3.2217300286308275,274.0,449.541771037913,5,Lesion_Novel,Lesion,Novel
2645,18,1,V2C,n4.80,2,30-07-18,1.6998419703755963,298.0,481.3482439455124,5,Lesion_Novel,Lesion,Novel
2646,19,1,VDG,n4.80,2,30-07-18,1.470030323128295,142.0,228.83230696907285,5,Lesion_Novel,Lesion,Novel
2647,21,1,ICA3,n4.80,2,30-07-18,2.787423207539946,114.0,186.20002716468,5,Lesion_Novel,Lesion,Novel
2648,22,1,IDG,n4.80,2,30-07-18,1.6331665162578095,66.0,106.5350681316141,5,Lesion_Novel,Lesion,Novel
2649,23,1,ICA3,n4.80,2,30-07-18,1.594297886285435,49.0,79.06297633739955,5,Lesion_Novel,Lesion,Novel
2650,25,1,VDG,n4.80,2,30-07-18,2.11529521152948,61.0,98.94921276739024,5,Lesion_Novel,Lesion,Novel
2651,26,1,VCA3,n4.80,2,30-07-18,0.0,127.0,201.65131787869163,5,Lesion_Novel,Lesion,Novel
2652,27,1,VSUB,n5.30,2,30-07-18,3.650117428586993,119.0,196.10700876354545,5,Lesion_Novel,Lesion,Novel
2653,28,1,TE2,n5.30,2,30-07-18,3.1921459391555778,136.0,223.06203442570262,5,Lesion_Novel,Lesion,Novel
2654,30,1,PRH,n5.30,2,30-07-18,5.915813114271499,57.0,96.1956787780366,5,Lesion_Novel,Lesion,Novel
2655,31,1,TE2,n5.30,2,30-07-18,1.2158692606665003,93.0,149.483448996832,5,Lesion_Novel,Lesion,Novel
2656,32,1,V2C,n5.30,2,30-07-18,0.23063045359141784,146.0,232.35550783954096,5,Lesion_Novel,Lesion,Novel
2657,33,1,V2C,n5.30,2,30-07-18,1.1706201366314757,180.0,289.1903377932627,5,Lesion_Novel,Lesion,Novel
2658,36,1,V2C,n5.30,2,30-07-18,3.091266884469112,373.0,611.1435877603625,5,Lesion_Novel,Lesion,Novel
2659,37,1,V2C,n5.30,2,30-07-18,4.325208045045291,293.0,486.2587591801159,5,Lesion_Novel,Lesion,Novel
2660,38,1,V2C,n4.80,2,30-07-18,16.952122933349333,325.0,621.3727012877054,5,Lesion_Novel,Lesion,Novel
2661,39,1,VSUB,n5.30,2,30-07-18,5.616192714261127,106.0,178.32232457502465,5,Lesion_Novel,Lesion,Novel
2662,40,1,PRH,n5.30,2,30-07-18,2.948286706593354,118.0,193.0528175622915,5,Lesion_Novel,Lesion,Novel
2663,42,1,DSUB,n5.30,2,30-07-18,3.2113654387836883,91.0,149.2843814158085,5,Lesion_Novel,Lesion,Novel
2664,48,1,V2C,n5.30,2,30-07-18,4.6783002894750165,184.0,306.4949963790418,5,Lesion_Novel,Lesion,Novel
2665,49,1,V2C,n5.30,2,30-07-18,14.35630611232567,315.0,583.9995425947416,5,Lesion_Novel,Lesion,Novel
2666,52,2,TE2,n6.30,2,30-07-18,21.541280389421814,163.0,329.87069207406455,6,Sham_Novel,Sham,Novel
2667,55,2,V2C,n6.30,2,30-07-18,20.975089181657413,326.0,655.01452312121,6,Sham_Novel,Sham,Novel
2668,56,2,PRH,n6.30,2,30-07-18,2.714511988639514,56.0,91.3981297339554,6,Sham_Novel,Sham,Novel
2669,57,2,TE2,n6.30,2,30-07-18,1.171828062701406,97.0,155.84336458106696,6,Sham_Novel,Sham,Novel
2670,59,2,TE2,n5.30,2,30-07-18,0.8222731989732015,107.0,171.30378998076637,6,Sham_Novel,Sham,Novel
2671,61,2,VSUB,n5.30,2,30-07-18,0.26207689779823035,88.0,140.0940515721149,6,Sham_Novel,Sham,Novel
2672,62,2,PRH,n5.30,2,30-07-18,1.8499098803867144,88.0,142.36043722168043,6,Sham_Novel,Sham,Novel
2673,63,2,TE2,n5.30,2,30-07-18,0.0,135.0,214.35376309939662,6,Sham_Novel,Sham,Novel
2674,64,2,VCA1,n4.80,2,30-07-18,1.6150527063193305,136.0,219.486389627669,6,Sham_Novel,Sham,Novel
2675,65,2,IDG,n4.80,2,30-07-18,0.0,82.0,130.2000635122261,6,Sham_Novel,Sham,Novel
2676,66,2,ICA1,n4.80,2,30-07-18,3.534881177017603,69.0,113.57327017823424,6,Sham_Novel,Sham,Novel
2677,67,2,ICA1,n4.80,2,30-07-18,1.569992899666843,44.0,70.97779505660621,6,Sham_Novel,Sham,Novel
2678,72,2,VCA1,n4.80,2,30-07-18,8.254410399257132,32.0,55.38116993299973,6,Sham_Novel,Sham,Novel
2679,73,2,VDG,n4.80,2,30-07-18,0.8641136284857065,80.0,128.13165530292676,6,Sham_Novel,Sham,Novel
2680,74,2,VCA3,n4.80,2,30-07-18,1.9400487328903464,98.0,158.68349101028733,6,Sham_Novel,Sham,Novel
2681,75,2,VCA1,n4.80,2,30-07-18,13.54654427115967,194.0,356.3007331577812,6,Sham_Novel,Sham,Novel
2682,76,2,IDG,n4.80,2,30-07-18,1.6195236823313326,127.0,204.97086965462884,6,Sham_Novel,Sham,Novel
2683,77,2,ICA1,n4.80,2,30-07-18,6.367709826709287,125.0,211.97356831300922,6,Sham_Novel,Sham,Novel
2684,78,2,ICA3,n4.80,2,30-07-18,0.5693658216424657,82.0,130.94562313529522,6,Sham_Novel,Sham,Novel
2685,79,2,V2C,n4.80,2,30-07-18,1.4704514999863316,488.0,786.4129799223596,6,Sham_Novel,Sham,Novel
2686,80,2,V2C,n4.80,2,30-07-18,10.274017556813588,565.0,999.8332359083734,6,Sham_Novel,Sham,Novel
2687,83,2,LENT,n8.30,2,30-07-18,16.960299592802336,46.0,87.95679616002424,6,Sham_Novel,Sham,Novel
2688,89,2,PRH,n6.30,2,30-07-18,2.4919006405795194,47.0,76.53401733999844,6,Sham_Novel,Sham,Novel
2689,90,2,TE2,n6.30,2,30-07-18,0.0,64.0,101.61956176563989,6,Sham_Novel,Sham,Novel
2690,91,2,V2C,n6.30,2,30-07-18,13.73869576830633,204.0,375.5013398104488,6,Sham_Novel,Sham,Novel
2691,92,2,PRH,n6.30,2,30-07-18,5.851736005917173,41.0,69.14629011131268,6,Sham_Novel,Sham,Novel
2692,97,2,PSTC,n7.30,2,30-07-18,1.077956271225274,109.0,174.95677364555107,6,Sham_Novel,Sham,Novel
2693,98,2,LENT,n7.30,2,30-07-18,1.7567752345010141,137.0,221.41921229051997,6,Sham_Novel,Sham,Novel
2694,99,2,LENT,n7.30,2,30-07-18,0.42907539584871807,174.0,277.46873361745895,6,Sham_Novel,Sham,Novel
2695,102,2,PSTC,n7.30,2,30-07-18,14.066307257058016,29.0,53.583597370587235,6,Sham_Novel,Sham,Novel
2696,103,2,PRH,n6.30,2,30-07-18,7.070566388114989,124.0,211.8681813377013,6,Sham_Novel,Sham,Novel
2697,104,2,TE2,n6.30,2,30-07-18,2.8920203178764288,107.0,174.95493715662676,6,Sham_Novel,Sham,Novel
2698,105,2,V2C,n6.30,2,30-07-18,15.795389285421066,421.0,793.859355285712,6,Sham_Novel,Sham,Novel
2699,106,2,V2C,n6.30,2,30-07-18,1.2008094730221441,236.0,379.2765224209771,6,Sham_Novel,Sham,Novel
2700,108,2,TE2,n6.30,2,30-07-18,3.5007004671598545,50.0,82.27032010982471,6,Sham_Novel,Sham,Novel
2701,112,2,V2C,n5.30,2,30-07-18,8.749491657728042,389.0,676.8799539614723,6,Sham_Novel,Sham,Novel
2702,113,2,PSTC,n7.30,2,30-07-18,3.275631033445448,194.0,318.4660700227554,6,Sham_Novel,Sham,Novel
2703,114,2,LENT,n7.30,2,30-07-18,5.264035879344783,323.0,541.3585332100347,6,Sham_Novel,Sham,Novel
2704,115,2,LENT,n7.30,2,30-07-18,1.432712555035966,281.0,452.65868620599673,6,Sham_Novel,Sham,Novel
2705,116,3,DDG,n2.52,2,31-07-18,0.23080919955151025,458.0,728.8973510268175,7,Sham_Familiar,Sham,Familiar
2706,117,3,DCA1,n2.52,2,31-07-18,1.4848813566713166,369.0,594.7313406039265,7,Sham_Familiar,Sham,Familiar
2707,118,3,DCA3,n2.52,2,31-07-18,1.6003058605058043,236.0,380.81636054638574,7,Sham_Familiar,Sham,Familiar
2708,119,3,DDG,n2.52,2,31-07-18,0.0,315.0,500.1587805652588,7,Sham_Familiar,Sham,Familiar
2709,120,3,VSUB,n5.30,2,31-07-18,1.077885193074451,136.0,218.29453320266725,7,Sham_Familiar,Sham,Familiar
2710,121,3,PRH,n5.30,2,31-07-18,8.650663608061409,242.0,420.6368465313067,7,Sham_Familiar,Sham,Familiar
2711,122,3,TE2,n5.30,2,31-07-18,0.243596045660604,330.0,525.2553666568768,7,Sham_Familiar,Sham,Familiar
2712,123,3,V2C,n5.30,2,31-07-18,1.4570514398227952,444.0,715.4095955618917,7,Sham_Familiar,Sham,Familiar
2713,124,3,V2C,n5.30,2,31-07-18,0.0,705.0,1119.4029850746267,7,Sham_Familiar,Sham,Familiar
2714,125,3,DSUB,n5.30,2,31-07-18,1.225626740947066,132.0,212.19101597531292,7,Sham_Familiar,Sham,Familiar
2715,126,3,V2C,n5.30,2,31-07-18,0.8294508265850017,704.0,1127.1644543052457,7,Sham_Familiar,Sham,Familiar
2716,127,3,TE2,n5.30,2,31-07-18,6.107146945472544,214.0,361.89166544606763,7,Sham_Familiar,Sham,Familiar
2717,128,3,VSUB,n5.30,2,31-07-18,1.6443262160055572,127.0,205.02255754106443,7,Sham_Familiar,Sham,Familiar
2718,129,3,V2C,n5.30,2,31-07-18,3.502608354365468,397.0,653.2392568623401,7,Sham_Familiar,Sham,Familiar
2719,130,3,PRH,n5.30,2,31-07-18,3.6962695941886925,198.0,326.4520677316122,7,Sham_Familiar,Sham,Familiar
2720,131,3,TE2,n5.30,2,31-07-18,0.7580971107105756,304.0,486.38015226820437,7,Sham_Familiar,Sham,Familiar
2721,132,3,V2C,n5.30,2,31-07-18,3.3047331956020845,628.0,1031.2210543277483,7,Sham_Familiar,Sham,Familiar
2722,133,3,V2C,n5.30,2,31-07-18,8.573499991823434,570.0,989.9200143222027,7,Sham_Familiar,Sham,Familiar
2723,134,3,DSUB,n5.30,2,31-07-18,1.4957124911245878,144.0,232.11579897178436,7,Sham_Familiar,Sham,Familiar
2724,135,3,TE2,n5.30,2,31-07-18,13.09492011403725,161.0,294.15623390731076,7,Sham_Familiar,Sham,Familiar
2725,136,3,PRH,n5.30,2,31-07-18,0.2153186989299515,247.0,393.0342724711,7,Sham_Familiar,Sham,Familiar
2726,137,3,V2C,n5.30,2,31-07-18,4.804605094603905,369.0,615.4712487797096,7,Sham_Familiar,Sham,Familiar
2727,138,3,PRH,n5.30,2,31-07-18,2.8659720513031117,609.0,995.5045238491415,7,Sham_Familiar,Sham,Familiar
2728,139,3,VDG,n4.80,2,31-07-18,0.17658923488005523,208.0,330.8478173676365,7,Sham_Familiar,Sham,Familiar
2729,140,3,VCA3,n4.80,2,31-07-18,0.0,121.0,192.1244839631629,7,Sham_Familiar,Sham,Familiar
2730,141,3,IDG,n4.80,2,31-07-18,1.2521164454639853,188.0,302.29251700539874,7,Sham_Familiar,Sham,Familiar
2731,142,3,VCA1,n4.80,2,31-07-18,2.6803757714785466,237.0,386.67426292127016,7,Sham_Familiar,Sham,Familiar
2732,143,3,VDG,n4.80,2,31-07-18,2.989580769546231,297.0,486.11095855426777,7,Sham_Familiar,Sham,Familiar
2733,144,3,VCA3,n4.80,2,31-07-18,0.3856577880765466,252.0,401.6761196906376,7,Sham_Familiar,Sham,Familiar
2734,145,3,VCA1,n4.80,2,31-07-18,1.350124429130101,215.0,346.05032528520627,7,Sham_Familiar,Sham,Familiar
2735,146,3,ICA3,n4.80,2,31-07-18,2.9108565533166217,195.0,318.90496842699343,7,Sham_Familiar,Sham,Familiar
2736,147,3,ICA1,n4.80,2,31-07-18,2.8562455622917753,246.0,402.08471743507096,7,Sham_Familiar,Sham,Familiar
2737,148,3,PSTC,n7.30,2,31-07-18,0.26911435176466175,322.0,512.6530430469734,7,Sham_Familiar,Sham,Familiar
2738,149,3,TE2,n5.30,2,31-07-18,4.220745480898067,619.0,1026.163446235668,7,Sham_Familiar,Sham,Familiar
2739,150,3,LENT,n7.30,2,31-07-18,11.953683980555958,455.0,820.5358322636131,7,Sham_Familiar,Sham,Familiar
2740,151,3,PRH,n6.30,2,31-07-18,0.6526844721175395,463.0,739.9837763527443,7,Sham_Familiar,Sham,Familiar
2741,154,3,VSUB,n5.30,2,31-07-18,0.9276858375662218,357.0,572.1544134364198,7,Sham_Familiar,Sham,Familiar
2742,155,3,VSUB,n5.30,2,31-07-18,3.952324624282579,412.0,681.0950148531072,7,Sham_Familiar,Sham,Familiar
2743,156,3,TE2,n5.30,2,31-07-18,3.4275492926977305,630.0,1035.8208306863223,7,Sham_Familiar,Sham,Familiar
2744,159,3,ICA3,n4.80,2,31-07-18,0.0,107.0,169.8952048269292,7,Sham_Familiar,Sham,Familiar
2745,160,3,VCA1,n4.80,2,31-07-18,4.039816483696614,196.0,324.3114972309305,7,Sham_Familiar,Sham,Familiar
2746,161,3,DDG,n2.52,2,31-07-18,0.5346350534634908,305.0,486.8837753721435,7,Sham_Familiar,Sham,Familiar
2747,162,3,ICA3,n4.80,2,31-07-18,0.3712203391678269,155.0,247.02689021083546,7,Sham_Familiar,Sham,Familiar
2748,163,3,VCA1,n4.80,2,31-07-18,0.5677327213557753,207.0,330.5524243600684,7,Sham_Familiar,Sham,Familiar
2749,164,3,VDG,n4.80,2,31-07-18,3.361745913474034,218.0,358.18282887674036,7,Sham_Familiar,Sham,Familiar
2750,165,3,VCA1,n4.80,2,31-07-18,5.874384706376257,243.0,409.91686734296576,7,Sham_Familiar,Sham,Familiar
2751,166,3,V2C,n4.80,2,31-07-18,8.579768764070616,768.0,1333.87842570718,7,Sham_Familiar,Sham,Familiar
2752,167,3,V2C,n4.80,2,31-07-18,2.2714759960534323,862.0,1400.5005053342363,7,Sham_Familiar,Sham,Familiar
2753,168,3,IDG,n4.80,2,31-07-18,0.3763988901547356,136.0,216.75744135557494,7,Sham_Familiar,Sham,Familiar
2754,169,3,ICA1,n4.80,2,31-07-18,0.8999776504641696,113.0,181.05146143117727,7,Sham_Familiar,Sham,Familiar
2755,170,3,VCA1,n4.80,2,31-07-18,1.4448460948625788,177.0,285.16174890113774,7,Sham_Familiar,Sham,Familiar
2756,171,3,PSTC,n8.30,2,31-07-18,10.118304304962468,212.0,374.5087314449353,7,Sham_Familiar,Sham,Familiar
2757,172,3,DCA1,n2.52,2,31-07-18,4.1903902425684345,385.0,638.0416095985726,7,Sham_Familiar,Sham,Familiar
2758,173,3,LENT,n8.30,2,31-07-18,4.60920858594119,218.0,362.86692576197254,7,Sham_Familiar,Sham,Familiar
2759,174,3,DCA3,n2.52,2,31-07-18,2.003932492216935,320.0,518.4879574762989,7,Sham_Familiar,Sham,Familiar
2760,175,3,DCA1,n2.52,2,31-07-18,1.585332457005178,330.0,532.4164359191369,7,Sham_Familiar,Sham,Familiar
2761,176,3,DCA3,n2.52,2,31-07-18,0.279641753293836,259.0,412.39489232772337,7,Sham_Familiar,Sham,Familiar
2762,177,3,DDG,n2.52,2,31-07-18,2.9660622966061934,215.0,351.813214413648,7,Sham_Familiar,Sham,Familiar
2763,178,3,IDG,n4.80,2,31-07-18,1.5454148233109308,200.0,322.54580114041556,7,Sham_Familiar,Sham,Familiar
2764,179,3,ICA1,n4.80,2,31-07-18,3.959528100933985,228.0,376.94492918626804,7,Sham_Familiar,Sham,Familiar
2765,180,3,ICA1,n4.80,2,31-07-18,4.067615522570271,170.0,281.3720959927639,7,Sham_Familiar,Sham,Familiar
2766,183,3,LENT,n7.30,2,31-07-18,23.519034354689353,160.0,332.17272071626417,7,Sham_Familiar,Sham,Familiar
2767,184,3,PSTC,n8.30,2,31-07-18,13.74959798091027,177.0,325.8438151347922,7,Sham_Familiar,Sham,Familiar
2768,185,3,LENT,n8.30,2,31-07-18,4.112042038931751,355.0,587.843373302038,7,Sham_Familiar,Sham,Familiar
2769,196,3,VDG,n4.80,2,31-07-18,7.722309742762476,128.0,220.24730242458503,7,Sham_Familiar,Sham,Familiar
2770,203,3,DDG,n2.52,2,31-07-18,4.088153367196517,174.0,288.0542844806843,7,Sham_Familiar,Sham,Familiar
2771,207,3,DCA3,n2.52,2,31-07-18,0.866240646676507,126.0,201.81168708941564,7,Sham_Familiar,Sham,Familiar
2772,219,3,VCA3,n4.80,2,31-07-18,2.6726283260863446,99.0,161.50930298712265,7,Sham_Familiar,Sham,Familiar
2773,220,3,VCA1,n4.80,2,31-07-18,0.8572286853460264,136.0,217.8086872986847,7,Sham_Familiar,Sham,Familiar
2774,221,3,VCA1,n4.80,2,31-07-18,2.216692377718152,127.0,206.2226394075684,7,Sham_Familiar,Sham,Familiar
2775,222,3,V2C,n4.80,2,31-07-18,3.738096146612961,563.0,928.6483506171165,7,Sham_Familiar,Sham,Familiar
2776,225,3,TE2,n6.30,2,31-07-18,0.7998798405155986,123.0,196.87485756504574,7,Sham_Familiar,Sham,Familiar
2777,228,3,V2C,n6.30,2,31-07-18,1.123417288812318,495.0,794.8937720945232,7,Sham_Familiar,Sham,Familiar
2778,229,3,V2C,n6.30,2,31-07-18,0.8463915552273896,614.0,983.2346860398151,7,Sham_Familiar,Sham,Familiar
2779,230,3,V2C,n6.30,2,31-07-18,0.0,647.0,1027.3102572245157,7,Sham_Familiar,Sham,Familiar
2780,234,3,V2C,n6.30,2,31-07-18,3.433830356655259,719.0,1182.2279670275198,7,Sham_Familiar,Sham,Familiar
2781,235,3,V2C,n6.30,2,31-07-18,3.039488776011802,537.0,879.3803009867739,7,Sham_Familiar,Sham,Familiar
2782,246,3,V2C,n4.80,2,31-07-18,9.873588844856238,419.0,738.1749255378551,7,Sham_Familiar,Sham,Familiar
2783,248,3,DDG,n2.52,2,31-07-18,2.9584051193699445,105.0,171.80219855911594,7,Sham_Familiar,Sham,Familiar
2784,249,3,DCA1,n2.52,2,31-07-18,2.067437853802645,65.0,105.38616079926125,7,Sham_Familiar,Sham,Familiar
2785,251,3,DDG,n2.52,2,31-07-18,2.157538093946344,130.0,210.96641561886622,7,Sham_Familiar,Sham,Familiar
2786,252,3,DCA1,n2.52,2,31-07-18,3.831178261310393,93.0,153.5486481179254,7,Sham_Familiar,Sham,Familiar
2787,253,3,DCA3,n2.52,2,31-07-18,0.330438582118081,75.0,119.48023273105711,7,Sham_Familiar,Sham,Familiar
2788,254,3,VSUB,n5.30,2,31-07-18,11.276700624383817,113.0,202.22651772998478,7,Sham_Familiar,Sham,Familiar
2789,258,3,TE2,n5.30,2,31-07-18,6.805123163471285,188.0,320.3045841352129,7,Sham_Familiar,Sham,Familiar
2790,260,3,V2C,n4.80,2,31-07-18,7.894564701906303,398.0,686.1122231112807,7,Sham_Familiar,Sham,Familiar
2791,261,3,V2C,n4.80,2,31-07-18,0.8389252598814906,513.0,821.4355299319477,7,Sham_Familiar,Sham,Familiar
2792,265,4,PRH,n5.30,2,31-07-18,5.236332713724317,48.0,80.42604671892836,8,Lesion_Familiar,Lesion,Familiar
2793,266,4,TE2,n5.30,2,31-07-18,5.828322858123964,125.0,210.75944763572414,8,Lesion_Familiar,Lesion,Familiar
2794,267,4,VSUB,n5.30,2,31-07-18,3.0203724944016237,135.0,221.02968284449489,8,Lesion_Familiar,Lesion,Familiar
2795,274,4,IDG,n4.80,2,31-07-18,3.358971703307203,64.0,105.15157336039796,8,Lesion_Familiar,Lesion,Familiar
2796,275,4,VDG,n4.80,2,31-07-18,4.969335702413076,120.0,200.5002066637274,8,Lesion_Familiar,Lesion,Familiar
2797,276,4,VCA1,n4.80,2,31-07-18,1.471122064920418,147.0,236.89240740592382,8,Lesion_Familiar,Lesion,Familiar
2798,277,4,ICA1,n4.80,2,31-07-18,6.781176239717849,92.0,156.7045304216196,8,Lesion_Familiar,Lesion,Familiar
2799,278,4,VCA3,n4.80,2,31-07-18,0.636092651844551,92.0,147.01326058593153,8,Lesion_Familiar,Lesion,Familiar
2800,280,4,ICA3,n4.80,2,31-07-18,4.13104711898708,71.0,117.59198149757202,8,Lesion_Familiar,Lesion,Familiar
2801,281,4,VCA1,n4.80,2,31-07-18,1.8948045505835378,156.0,252.48171686428307,8,Lesion_Familiar,Lesion,Familiar
2802,285,4,VCA3,n4.80,2,31-07-18,0.9375170681085917,114.0,182.72290279610297,8,Lesion_Familiar,Lesion,Familiar
2803,294,4,TE2,n5.30,2,31-07-18,1.9591457753017736,63.0,102.03068598707902,8,Lesion_Familiar,Lesion,Familiar
2804,0,1,DPC,2.70,2,16-09-18,2.4656110700904925,125.0,203.49305383575495,5,Lesion_Novel,Lesion,Novel
2805,1,1,IFC,2.70,2,16-09-18,0.9828533924029992,190.0,304.6776081998277,5,Lesion_Novel,Lesion,Novel
2806,2,1,PRL,2.70,2,16-09-18,2.1109196816801776,219.0,355.22801602184614,5,Lesion_Novel,Lesion,Novel
2807,5,1,VOC,4.20,2,16-09-18,1.3359039571198008,252.0,405.5447123118715,5,Lesion_Novel,Lesion,Novel
2808,6,1,PRL,4.20,2,16-09-18,0.6541417124729898,229.0,366.00166399521817,5,Lesion_Novel,Lesion,Novel
2809,7,1,M2C,4.20,2,16-09-18,4.845899308119458,203.0,338.7395237112391,5,Lesion_Novel,Lesion,Novel
2810,8,1,VOC,4.20,2,16-09-18,3.3385292750293574,310.0,509.22021836686434,5,Lesion_Novel,Lesion,Novel
2811,9,1,PRL,4.20,2,16-09-18,0.7769300188694683,297.0,475.2708003374151,5,Lesion_Novel,Lesion,Novel
2812,10,1,M2C,4.20,2,16-09-18,4.999042852845353,205.0,342.62829402483993,5,Lesion_Novel,Lesion,Novel
2813,12,1,TE2,n5.30,2,16-09-18,3.467966573816231,122.0,200.6715105238917,5,Lesion_Novel,Lesion,Novel
2814,13,1,V2C,n5.30,2,16-09-18,3.263849898336872,511.0,838.7440347996458,5,Lesion_Novel,Lesion,Novel
2815,14,1,V2C,n5.30,2,16-09-18,11.875507634274364,593.0,1068.4529654674782,5,Lesion_Novel,Lesion,Novel
2816,15,1,VSUB,n5.30,2,16-09-18,1.1139330383964343,95.0,152.5407386810539,5,Lesion_Novel,Lesion,Novel
2817,18,1,V2C,n5.30,2,16-09-18,6.274495908944777,545.0,923.2855977171671,5,Lesion_Novel,Lesion,Novel
2818,21,1,V2C,n6.30,2,16-09-18,2.18444480856397,256.0,415.5558349252692,5,Lesion_Novel,Lesion,Novel
2819,24,1,DPC,2.70,2,16-09-18,2.630240380671111,254.0,414.1970128447597,5,Lesion_Novel,Lesion,Novel
2820,25,1,IFC,2.70,2,16-09-18,0.0,259.0,411.24166402032387,5,Lesion_Novel,Lesion,Novel
2821,26,1,PRL,2.70,2,16-09-18,0.0,324.0,514.4490314385519,5,Lesion_Novel,Lesion,Novel
2822,27,1,ACC,2.70,2,16-09-18,0.0,250.0,396.9514131470308,5,Lesion_Novel,Lesion,Novel
2823,28,1,M2C,2.70,2,16-09-18,0.0,191.0,303.2708796443315,5,Lesion_Novel,Lesion,Novel
2824,29,1,DPC,2.70,2,16-09-18,3.42330516585991,233.0,383.0724562363584,5,Lesion_Novel,Lesion,Novel
2825,30,1,IFC,2.70,2,16-09-18,9.397817704487693,246.0,431.1156537738555,5,Lesion_Novel,Lesion,Novel
2826,31,1,PRL,2.70,2,16-09-18,6.134219378127888,273.0,461.7986877483577,5,Lesion_Novel,Lesion,Novel
2827,34,1,PRL,2.70,2,16-09-18,0.0,304.0,482.6929183867894,5,Lesion_Novel,Lesion,Novel
2828,35,1,ACC,2.70,2,16-09-18,0.0,197.0,312.79771355986026,5,Lesion_Novel,Lesion,Novel
2829,36,1,M2C,2.70,2,16-09-18,0.0,213.0,338.20260400127023,5,Lesion_Novel,Lesion,Novel
2830,37,1,DPC,2.70,2,16-09-18,0.9511308009954338,215.0,344.6563479897631,5,Lesion_Novel,Lesion,Novel
2831,38,1,IFC,2.70,2,16-09-18,2.320945114447554,182.0,295.8470770521154,5,Lesion_Novel,Lesion,Novel
2832,39,1,PRL,2.70,2,16-09-18,7.595919818415537,240.0,412.3988419908486,5,Lesion_Novel,Lesion,Novel
2833,40,1,IFC,2.70,2,16-09-18,11.18658900101179,217.0,387.9524755732532,5,Lesion_Novel,Lesion,Novel
2834,41,1,PRL,2.70,2,16-09-18,0.7791177837941189,257.0,411.27033301916924,5,Lesion_Novel,Lesion,Novel
2835,44,1,MOC,4.20,2,16-09-18,0.8201383761314835,142.0,227.33284658390016,5,Lesion_Novel,Lesion,Novel
2836,45,1,PRL,4.20,2,16-09-18,1.3225038969562493,87.0,139.99047121231703,5,Lesion_Novel,Lesion,Novel
2837,46,1,M2C,4.20,2,16-09-18,3.541171001175877,40.0,65.84387013893686,5,Lesion_Novel,Lesion,Novel
2838,47,1,VOC,4.20,2,16-09-18,1.2169442393414778,155.0,249.14179284700273,5,Lesion_Novel,Lesion,Novel
2839,48,1,MOC,4.20,2,16-09-18,6.305411983482452,210.0,355.87881232235463,5,Lesion_Novel,Lesion,Novel
2840,49,1,PRL,4.20,2,16-09-18,0.2926135586731191,111.0,176.763661878746,5,Lesion_Novel,Lesion,Novel
2841,50,1,M2C,4.20,2,16-09-18,4.004703694588053,104.0,172.0207074977851,5,Lesion_Novel,Lesion,Novel
2842,59,1,PRH,n6.30,2,16-09-18,9.390160527251128,92.0,161.21661939599912,5,Lesion_Novel,Lesion,Novel
2843,61,1,V2C,n6.30,2,16-09-18,10.220143845543822,385.0,680.8934681235681,5,Lesion_Novel,Lesion,Novel
2844,65,1,V2C,n5.30,2,16-09-18,0.7686059885853562,416.0,665.6433259424718,5,Lesion_Novel,Lesion,Novel
2845,66,1,V2C,n5.30,2,16-09-18,0.92232718630246,575.0,921.4873788516657,5,Lesion_Novel,Lesion,Novel
2846,67,1,V2C,n5.30,2,16-09-18,7.320563208303085,294.0,503.68763343923325,5,Lesion_Novel,Lesion,Novel
2847,76,1,VSUB,n5.30,2,16-09-18,10.412430702811088,55.0,97.47927260159183,5,Lesion_Novel,Lesion,Novel
2848,84,1,DDG,n2.52,2,16-09-18,1.1113845817267156,105.0,168.59331361509322,5,Lesion_Novel,Lesion,Novel
2849,85,1,DCA1,n2.52,2,16-09-18,5.052916564115153,57.0,95.32143476385822,5,Lesion_Novel,Lesion,Novel
2850,86,1,DCA3,n2.52,2,16-09-18,0.21000600797423047,71.0,112.97144816219284,5,Lesion_Novel,Lesion,Novel
2851,87,1,DDG,n2.52,2,16-09-18,1.1367619673567775,73.0,117.24258171744408,5,Lesion_Novel,Lesion,Novel
2852,88,1,DCA1,n2.52,2,16-09-18,1.4054113265418207,36.0,57.97580198086497,5,Lesion_Novel,Lesion,Novel
2853,90,1,DPC,2.70,2,16-09-18,0.2860502638991478,277.0,441.0838873908082,5,Lesion_Novel,Lesion,Novel
2854,91,1,IFC,2.70,2,16-09-18,0.21850302185030226,266.0,423.2811857702726,5,Lesion_Novel,Lesion,Novel
2855,92,1,PRL,2.70,2,16-09-18,2.11939727076324,357.0,579.1204816566212,5,Lesion_Novel,Lesion,Novel
2856,93,1,ACC,2.70,2,16-09-18,1.5574151557415306,267.0,430.6511352904147,5,Lesion_Novel,Lesion,Novel
2857,94,1,DPC,2.70,2,16-09-18,2.516476604588819,241.0,392.5393224879586,5,Lesion_Novel,Lesion,Novel
