Subject,Context1Safe2Danger,Race012B,Object0NG1G,RaceObject,Race1W2B,RT,Resp0NS1Sh,DiffusionRT,ybin,lower,upper
100,1,1,1,4,2,413,0,-0.413,1,-0.631,0.631
100,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
100,1,0,0,1,1,495,0,-0.495,1,-0.631,0.631
100,1,1,1,4,2,544,1,0.544,1,-0.631,0.631
100,1,1,1,4,2,509,1,0.509,1,-0.631,0.631
100,1,0,1,3,1,423,1,0.423,1,-0.631,0.631
100,1,0,1,3,1,454,1,0.454,1,-0.631,0.631
100,1,0,0,1,1,513,0,-0.513,1,-0.631,0.631
100,1,1,0,2,2,510,0,-0.51,1,-0.631,0.631
100,1,1,0,2,2,481,0,-0.481,1,-0.631,0.631
100,1,0,1,3,1,571,0,-0.571,1,-0.631,0.631
100,1,1,0,2,2,490,0,-0.49,1,-0.631,0.631
100,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
100,1,1,0,2,2,572,0,-0.572,1,-0.631,0.631
100,1,0,0,1,1,610,0,-0.61,1,-0.631,0.631
100,1,0,1,3,1,515,1,0.515,1,-0.631,0.631
100,1,0,0,1,1,527,0,-0.527,1,-0.631,0.631
100,1,1,0,2,2,555,0,-0.555,1,-0.631,0.631
100,1,0,1,3,1,562,1,0.562,1,-0.631,0.631
100,1,1,0,2,2,527,0,-0.527,1,-0.631,0.631
100,1,1,0,2,2,564,0,-0.564,1,-0.631,0.631
100,1,1,1,4,2,552,1,0.552,1,-0.631,0.631
100,1,1,0,2,2,474,0,-0.474,1,-0.631,0.631
100,1,1,1,4,2,NaN,NaN,NaN,0,-0.631,0.631
100,1,1,0,2,2,NaN,NaN,NaN,2,-0.631,0.631
100,1,1,1,4,2,511,1,0.511,1,-0.631,0.631
100,1,1,1,4,2,549,1,0.549,1,-0.631,0.631
100,1,1,0,2,2,492,1,0.492,1,-0.631,0.631
100,1,1,0,2,2,517,0,-0.517,1,-0.631,0.631
100,1,1,1,4,2,575,1,0.575,1,-0.631,0.631
100,1,1,0,2,2,605,1,0.605,1,-0.631,0.631
100,1,1,1,4,2,NaN,NaN,NaN,0,-0.631,0.631
100,1,1,1,4,2,398,1,0.398,1,-0.631,0.631
100,1,1,0,2,2,489,1,0.489,1,-0.631,0.631
101,0,1,1,4,2,375,1,0.375,1,-0.631,0.631
101,0,0,1,3,1,373,0,-0.373,1,-0.631,0.631
101,0,0,0,1,1,620,0,-0.62,1,-0.631,0.631
101,0,1,1,4,2,539,1,0.539,1,-0.631,0.631
101,0,0,1,3,1,345,1,0.345,1,-0.631,0.631
101,0,1,1,4,2,463,1,0.463,1,-0.631,0.631
101,0,1,1,4,2,415,1,0.415,1,-0.631,0.631
101,0,1,0,2,2,452,0,-0.452,1,-0.631,0.631
101,0,0,1,3,1,337,0,-0.337,1,-0.631,0.631
101,0,0,0,1,1,608,0,-0.608,1,-0.631,0.631
101,0,0,0,1,1,351,1,0.351,1,-0.631,0.631
101,0,0,0,1,1,545,0,-0.545,1,-0.631,0.631
101,0,1,1,4,2,331,1,0.331,1,-0.631,0.631
101,0,1,0,2,2,554,0,-0.554,1,-0.631,0.631
101,0,1,1,4,2,530,1,0.53,1,-0.631,0.631
101,0,1,1,4,2,378,1,0.378,1,-0.631,0.631
101,0,0,0,1,1,456,0,-0.456,1,-0.631,0.631
101,0,1,0,2,2,438,0,-0.438,1,-0.631,0.631
101,0,0,1,3,1,457,1,0.457,1,-0.631,0.631
101,0,0,0,1,1,541,0,-0.541,1,-0.631,0.631
101,0,0,1,3,1,464,1,0.464,1,-0.631,0.631
101,0,1,0,2,2,534,0,-0.534,1,-0.631,0.631
101,0,1,1,4,2,484,1,0.484,1,-0.631,0.631
101,0,1,0,2,2,463,0,-0.463,1,-0.631,0.631
101,0,0,1,3,1,415,1,0.415,1,-0.631,0.631
101,0,0,1,3,1,587,1,0.587,1,-0.631,0.631
101,0,1,0,2,2,432,1,0.432,1,-0.631,0.631
101,0,0,1,3,1,389,1,0.389,1,-0.631,0.631
101,0,0,0,1,1,467,0,-0.467,1,-0.631,0.631
101,0,0,1,3,1,595,1,0.595,1,-0.631,0.631
101,0,0,0,1,1,602,0,-0.602,1,-0.631,0.631
101,0,1,1,4,2,471,1,0.471,1,-0.631,0.631
101,0,1,0,2,2,547,0,-0.547,1,-0.631,0.631
101,0,0,1,3,1,508,1,0.508,1,-0.631,0.631
101,0,0,0,1,1,482,0,-0.482,1,-0.631,0.631
101,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
101,0,1,0,2,2,459,0,-0.459,1,-0.631,0.631
101,0,1,1,4,2,370,1,0.37,1,-0.631,0.631
101,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
101,0,0,0,1,1,570,0,-0.57,1,-0.631,0.631
101,0,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
101,0,0,0,1,1,450,0,-0.45,1,-0.631,0.631
101,0,0,1,3,1,504,1,0.504,1,-0.631,0.631
101,0,0,1,3,1,458,1,0.458,1,-0.631,0.631
101,0,0,1,3,1,460,1,0.46,1,-0.631,0.631
101,0,1,0,2,2,531,1,0.531,1,-0.631,0.631
101,0,1,0,2,2,582,0,-0.582,1,-0.631,0.631
101,0,0,0,1,1,393,0,-0.393,1,-0.631,0.631
101,0,0,1,3,1,586,1,0.586,1,-0.631,0.631
101,0,1,0,2,2,546,0,-0.546,1,-0.631,0.631
101,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
101,0,1,0,2,2,514,0,-0.514,1,-0.631,0.631
101,0,0,1,3,1,450,1,0.45,1,-0.631,0.631
101,0,0,0,1,1,505,0,-0.505,1,-0.631,0.631
101,0,1,0,2,2,484,0,-0.484,1,-0.631,0.631
101,0,1,1,4,2,368,1,0.368,1,-0.631,0.631
101,0,1,1,4,2,431,0,-0.431,1,-0.631,0.631
101,0,1,1,4,2,447,1,0.447,1,-0.631,0.631
101,0,0,1,3,1,466,1,0.466,1,-0.631,0.631
101,0,1,1,4,2,437,1,0.437,1,-0.631,0.631
101,0,1,1,4,2,370,1,0.37,1,-0.631,0.631
101,0,0,0,1,1,365,0,-0.365,1,-0.631,0.631
101,0,1,0,2,2,445,0,-0.445,1,-0.631,0.631
101,0,1,1,4,2,338,1,0.338,1,-0.631,0.631
101,0,1,0,2,2,626,0,-0.626,1,-0.631,0.631
101,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
101,0,1,0,2,2,514,0,-0.514,1,-0.631,0.631
101,0,0,0,1,1,536,0,-0.536,1,-0.631,0.631
101,0,1,1,4,2,373,1,0.373,1,-0.631,0.631
101,0,1,0,2,2,319,1,0.319,1,-0.631,0.631
101,0,1,0,2,2,471,0,-0.471,1,-0.631,0.631
101,0,0,0,1,1,356,0,-0.356,1,-0.631,0.631
101,0,0,1,3,1,481,1,0.481,1,-0.631,0.631
101,0,0,1,3,1,415,1,0.415,1,-0.631,0.631
101,0,1,0,2,2,461,0,-0.461,1,-0.631,0.631
101,0,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
101,0,0,0,1,1,529,0,-0.529,1,-0.631,0.631
101,0,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
101,0,1,1,4,2,398,1,0.398,1,-0.631,0.631
101,0,1,1,4,2,349,1,0.349,1,-0.631,0.631
102,1,1,0,2,2,316,1,0.316,1,-0.631,0.631
102,1,1,0,2,2,561,0,-0.561,1,-0.631,0.631
102,1,1,1,4,2,515,1,0.515,1,-0.631,0.631
102,1,1,0,2,2,NaN,NaN,NaN,2,-0.631,0.631
102,1,0,1,3,1,387,1,0.387,1,-0.631,0.631
102,1,1,0,2,2,494,0,-0.494,1,-0.631,0.631
102,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
102,1,0,0,1,1,531,1,0.531,1,-0.631,0.631
102,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
102,1,1,0,2,2,362,0,-0.362,1,-0.631,0.631
102,1,1,0,2,2,429,0,-0.429,1,-0.631,0.631
102,1,1,0,2,2,588,0,-0.588,1,-0.631,0.631
102,1,0,1,3,1,493,0,-0.493,1,-0.631,0.631
102,1,1,1,4,2,509,1,0.509,1,-0.631,0.631
102,1,0,1,3,1,494,1,0.494,1,-0.631,0.631
102,1,1,1,4,2,469,1,0.469,1,-0.631,0.631
102,1,0,0,1,1,NaN,NaN,NaN,2,-0.631,0.631
102,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
102,1,0,0,1,1,364,1,0.364,1,-0.631,0.631
102,1,0,1,3,1,438,1,0.438,1,-0.631,0.631
102,1,1,1,4,2,468,1,0.468,1,-0.631,0.631
102,1,0,1,3,1,487,1,0.487,1,-0.631,0.631
102,1,0,0,1,1,517,1,0.517,1,-0.631,0.631
102,1,0,1,3,1,352,0,-0.352,1,-0.631,0.631
102,1,1,0,2,2,551,0,-0.551,1,-0.631,0.631
102,1,1,1,4,2,414,1,0.414,1,-0.631,0.631
102,1,1,0,2,2,554,0,-0.554,1,-0.631,0.631
102,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
102,1,1,1,4,2,469,1,0.469,1,-0.631,0.631
102,1,1,1,4,2,606,1,0.606,1,-0.631,0.631
102,1,1,1,4,2,475,1,0.475,1,-0.631,0.631
102,1,0,0,1,1,402,0,-0.402,1,-0.631,0.631
102,1,1,1,4,2,346,1,0.346,1,-0.631,0.631
102,1,1,1,4,2,374,1,0.374,1,-0.631,0.631
102,1,0,1,3,1,428,0,-0.428,1,-0.631,0.631
102,1,1,0,2,2,508,1,0.508,1,-0.631,0.631
102,1,0,1,3,1,467,1,0.467,1,-0.631,0.631
102,1,0,0,1,1,493,0,-0.493,1,-0.631,0.631
102,1,1,1,4,2,487,1,0.487,1,-0.631,0.631
102,1,1,1,4,2,452,1,0.452,1,-0.631,0.631
102,1,1,1,4,2,614,1,0.614,1,-0.631,0.631
102,1,1,0,2,2,470,0,-0.47,1,-0.631,0.631
102,1,1,1,4,2,505,1,0.505,1,-0.631,0.631
102,1,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
102,1,0,0,1,1,536,0,-0.536,1,-0.631,0.631
102,1,1,0,2,2,544,0,-0.544,1,-0.631,0.631
102,1,1,0,2,2,573,0,-0.573,1,-0.631,0.631
102,1,0,1,3,1,522,1,0.522,1,-0.631,0.631
102,1,1,1,4,2,356,1,0.356,1,-0.631,0.631
102,1,0,0,1,1,526,0,-0.526,1,-0.631,0.631
102,1,0,1,3,1,407,1,0.407,1,-0.631,0.631
102,1,1,0,2,2,494,0,-0.494,1,-0.631,0.631
102,1,0,1,3,1,455,1,0.455,1,-0.631,0.631
102,1,1,0,2,2,496,0,-0.496,1,-0.631,0.631
102,1,0,0,1,1,473,0,-0.473,1,-0.631,0.631
102,1,0,0,1,1,545,0,-0.545,1,-0.631,0.631
102,1,1,1,4,2,628,1,0.628,1,-0.631,0.631
102,1,1,0,2,2,559,0,-0.559,1,-0.631,0.631
102,1,1,1,4,2,397,1,0.397,1,-0.631,0.631
102,1,0,0,1,1,434,0,-0.434,1,-0.631,0.631
102,1,0,0,1,1,548,0,-0.548,1,-0.631,0.631
102,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
102,1,1,1,4,2,426,1,0.426,1,-0.631,0.631
102,1,1,1,4,2,353,1,0.353,1,-0.631,0.631
102,1,1,0,2,2,340,0,-0.34,1,-0.631,0.631
102,1,0,0,1,1,496,0,-0.496,1,-0.631,0.631
102,1,0,1,3,1,568,1,0.568,1,-0.631,0.631
102,1,0,0,1,1,NaN,NaN,NaN,2,-0.631,0.631
102,1,1,0,2,2,531,0,-0.531,1,-0.631,0.631
102,1,1,0,2,2,382,0,-0.382,1,-0.631,0.631
102,1,0,1,3,1,443,1,0.443,1,-0.631,0.631
102,1,0,0,1,1,499,1,0.499,1,-0.631,0.631
102,1,0,0,1,1,529,0,-0.529,1,-0.631,0.631
102,1,0,1,3,1,583,1,0.583,1,-0.631,0.631
102,1,0,0,1,1,370,0,-0.37,1,-0.631,0.631
102,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
102,1,0,1,3,1,344,1,0.344,1,-0.631,0.631
102,1,0,0,1,1,413,0,-0.413,1,-0.631,0.631
102,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
102,1,0,1,3,1,472,1,0.472,1,-0.631,0.631
103,0,0,1,3,1,549,1,0.549,1,-0.631,0.631
103,0,1,1,4,2,531,1,0.531,1,-0.631,0.631
103,0,0,0,1,1,621,0,-0.621,1,-0.631,0.631
103,0,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
103,0,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
103,0,0,1,3,1,626,0,-0.626,1,-0.631,0.631
103,0,1,1,4,2,442,1,0.442,1,-0.631,0.631
103,0,0,1,3,1,601,1,0.601,1,-0.631,0.631
103,0,0,0,1,1,546,0,-0.546,1,-0.631,0.631
103,0,1,1,4,2,462,1,0.462,1,-0.631,0.631
103,0,1,1,4,2,515,1,0.515,1,-0.631,0.631
103,0,1,1,4,2,531,1,0.531,1,-0.631,0.631
103,0,1,1,4,2,552,1,0.552,1,-0.631,0.631
103,0,0,0,1,1,572,0,-0.572,1,-0.631,0.631
103,0,0,1,3,1,611,1,0.611,1,-0.631,0.631
103,0,1,1,4,2,538,1,0.538,1,-0.631,0.631
103,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
103,0,1,0,2,2,553,0,-0.553,1,-0.631,0.631
103,0,1,1,4,2,455,1,0.455,1,-0.631,0.631
103,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
103,0,1,0,2,2,622,0,-0.622,1,-0.631,0.631
103,0,1,1,4,2,518,1,0.518,1,-0.631,0.631
103,0,1,0,2,2,529,0,-0.529,1,-0.631,0.631
103,0,1,0,2,2,527,0,-0.527,1,-0.631,0.631
103,0,1,1,4,2,577,1,0.577,1,-0.631,0.631
103,0,0,1,3,1,476,1,0.476,1,-0.631,0.631
103,0,1,1,4,2,537,0,-0.537,1,-0.631,0.631
103,0,1,1,4,2,504,1,0.504,1,-0.631,0.631
103,0,1,0,2,2,567,0,-0.567,1,-0.631,0.631
103,0,0,1,3,1,441,1,0.441,1,-0.631,0.631
103,0,1,0,2,2,569,0,-0.569,1,-0.631,0.631
103,0,1,0,2,2,523,0,-0.523,1,-0.631,0.631
103,0,1,1,4,2,481,1,0.481,1,-0.631,0.631
103,0,0,0,1,1,536,0,-0.536,1,-0.631,0.631
103,0,0,1,3,1,510,1,0.51,1,-0.631,0.631
103,0,1,1,4,2,470,1,0.47,1,-0.631,0.631
103,0,0,1,3,1,465,1,0.465,1,-0.631,0.631
103,0,1,0,2,2,590,0,-0.59,1,-0.631,0.631
103,0,0,0,1,1,601,0,-0.601,1,-0.631,0.631
103,0,0,0,1,1,555,0,-0.555,1,-0.631,0.631
103,0,1,1,4,2,443,1,0.443,1,-0.631,0.631
103,0,0,0,1,1,515,0,-0.515,1,-0.631,0.631
103,0,0,1,3,1,430,1,0.43,1,-0.631,0.631
103,0,0,1,3,1,471,1,0.471,1,-0.631,0.631
103,0,1,0,2,2,506,0,-0.506,1,-0.631,0.631
103,0,0,0,1,1,539,0,-0.539,1,-0.631,0.631
103,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
103,0,1,1,4,2,563,1,0.563,1,-0.631,0.631
103,0,1,0,2,2,553,0,-0.553,1,-0.631,0.631
103,0,0,0,1,1,567,0,-0.567,1,-0.631,0.631
103,0,1,0,2,2,483,0,-0.483,1,-0.631,0.631
103,0,0,0,1,1,536,0,-0.536,1,-0.631,0.631
103,0,0,1,3,1,452,1,0.452,1,-0.631,0.631
103,0,1,1,4,2,611,1,0.611,1,-0.631,0.631
103,0,0,1,3,1,523,1,0.523,1,-0.631,0.631
103,0,1,0,2,2,536,0,-0.536,1,-0.631,0.631
103,0,0,1,3,1,578,1,0.578,1,-0.631,0.631
103,0,0,0,1,1,555,0,-0.555,1,-0.631,0.631
103,0,0,1,3,1,567,1,0.567,1,-0.631,0.631
103,0,1,0,2,2,524,0,-0.524,1,-0.631,0.631
103,0,1,0,2,2,564,0,-0.564,1,-0.631,0.631
103,0,0,1,3,1,476,1,0.476,1,-0.631,0.631
103,0,0,0,1,1,500,0,-0.5,1,-0.631,0.631
103,0,0,0,1,1,553,0,-0.553,1,-0.631,0.631
103,0,0,1,3,1,474,1,0.474,1,-0.631,0.631
103,0,0,1,3,1,472,1,0.472,1,-0.631,0.631
103,0,1,1,4,2,498,1,0.498,1,-0.631,0.631
103,0,1,0,2,2,558,0,-0.558,1,-0.631,0.631
103,0,1,0,2,2,559,0,-0.559,1,-0.631,0.631
103,0,0,1,3,1,488,1,0.488,1,-0.631,0.631
103,0,1,0,2,2,565,0,-0.565,1,-0.631,0.631
103,0,1,1,4,2,506,1,0.506,1,-0.631,0.631
103,0,0,0,1,1,458,0,-0.458,1,-0.631,0.631
103,0,0,0,1,1,515,0,-0.515,1,-0.631,0.631
103,0,0,0,1,1,519,0,-0.519,1,-0.631,0.631
103,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
103,0,0,0,1,1,441,0,-0.441,1,-0.631,0.631
103,0,0,0,1,1,487,0,-0.487,1,-0.631,0.631
103,0,0,0,1,1,424,0,-0.424,1,-0.631,0.631
103,0,0,1,3,1,551,1,0.551,1,-0.631,0.631
104,1,1,0,2,2,530,0,-0.53,1,-0.631,0.631
104,1,1,1,4,2,541,0,-0.541,1,-0.631,0.631
104,1,1,1,4,2,514,1,0.514,1,-0.631,0.631
104,1,1,1,4,2,479,1,0.479,1,-0.631,0.631
104,1,0,0,1,1,540,0,-0.54,1,-0.631,0.631
104,1,1,0,2,2,593,0,-0.593,1,-0.631,0.631
104,1,0,1,3,1,419,1,0.419,1,-0.631,0.631
104,1,1,0,2,2,559,0,-0.559,1,-0.631,0.631
104,1,1,1,4,2,458,1,0.458,1,-0.631,0.631
104,1,0,1,3,1,599,1,0.599,1,-0.631,0.631
104,1,0,1,3,1,442,1,0.442,1,-0.631,0.631
104,1,1,0,2,2,561,0,-0.561,1,-0.631,0.631
104,1,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
104,1,0,0,1,1,535,0,-0.535,1,-0.631,0.631
104,1,0,1,3,1,492,1,0.492,1,-0.631,0.631
104,1,1,1,4,2,476,1,0.476,1,-0.631,0.631
104,1,1,1,4,2,476,1,0.476,1,-0.631,0.631
104,1,1,0,2,2,487,0,-0.487,1,-0.631,0.631
104,1,1,0,2,2,567,0,-0.567,1,-0.631,0.631
104,1,0,1,3,1,437,1,0.437,1,-0.631,0.631
104,1,1,1,4,2,558,1,0.558,1,-0.631,0.631
104,1,0,1,3,1,510,1,0.51,1,-0.631,0.631
104,1,1,0,2,2,504,0,-0.504,1,-0.631,0.631
104,1,1,1,4,2,482,1,0.482,1,-0.631,0.631
104,1,0,1,3,1,502,1,0.502,1,-0.631,0.631
104,1,1,0,2,2,503,0,-0.503,1,-0.631,0.631
104,1,0,0,1,1,517,0,-0.517,1,-0.631,0.631
104,1,1,1,4,2,505,1,0.505,1,-0.631,0.631
104,1,0,1,3,1,446,1,0.446,1,-0.631,0.631
104,1,0,0,1,1,519,0,-0.519,1,-0.631,0.631
104,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
104,1,0,0,1,1,549,0,-0.549,1,-0.631,0.631
104,1,0,1,3,1,435,1,0.435,1,-0.631,0.631
104,1,1,0,2,2,478,0,-0.478,1,-0.631,0.631
104,1,0,0,1,1,564,0,-0.564,1,-0.631,0.631
104,1,1,0,2,2,407,0,-0.407,1,-0.631,0.631
104,1,0,1,3,1,488,1,0.488,1,-0.631,0.631
104,1,0,1,3,1,402,1,0.402,1,-0.631,0.631
104,1,0,1,3,1,413,1,0.413,1,-0.631,0.631
104,1,1,0,2,2,518,0,-0.518,1,-0.631,0.631
104,1,1,0,2,2,456,0,-0.456,1,-0.631,0.631
104,1,0,0,1,1,502,0,-0.502,1,-0.631,0.631
104,1,1,1,4,2,564,1,0.564,1,-0.631,0.631
104,1,0,0,1,1,510,0,-0.51,1,-0.631,0.631
104,1,0,0,1,1,589,0,-0.589,1,-0.631,0.631
104,1,0,1,3,1,394,0,-0.394,1,-0.631,0.631
104,1,0,1,3,1,432,1,0.432,1,-0.631,0.631
104,1,1,1,4,2,396,1,0.396,1,-0.631,0.631
104,1,1,0,2,2,541,0,-0.541,1,-0.631,0.631
104,1,1,0,2,2,575,0,-0.575,1,-0.631,0.631
104,1,1,1,4,2,539,1,0.539,1,-0.631,0.631
104,1,1,0,2,2,471,0,-0.471,1,-0.631,0.631
104,1,0,1,3,1,476,1,0.476,1,-0.631,0.631
104,1,1,1,4,2,466,1,0.466,1,-0.631,0.631
104,1,0,0,1,1,470,0,-0.47,1,-0.631,0.631
104,1,0,0,1,1,533,0,-0.533,1,-0.631,0.631
104,1,0,0,1,1,536,0,-0.536,1,-0.631,0.631
104,1,1,0,2,2,489,0,-0.489,1,-0.631,0.631
104,1,0,0,1,1,559,0,-0.559,1,-0.631,0.631
104,1,1,1,4,2,570,1,0.57,1,-0.631,0.631
104,1,1,0,2,2,501,0,-0.501,1,-0.631,0.631
104,1,1,0,2,2,518,0,-0.518,1,-0.631,0.631
104,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
104,1,0,0,1,1,449,0,-0.449,1,-0.631,0.631
104,1,0,1,3,1,580,0,-0.58,1,-0.631,0.631
104,1,0,0,1,1,613,0,-0.613,1,-0.631,0.631
104,1,0,1,3,1,515,1,0.515,1,-0.631,0.631
104,1,0,0,1,1,626,0,-0.626,1,-0.631,0.631
104,1,1,1,4,2,454,1,0.454,1,-0.631,0.631
104,1,0,0,1,1,477,0,-0.477,1,-0.631,0.631
104,1,1,1,4,2,431,1,0.431,1,-0.631,0.631
104,1,0,1,3,1,456,1,0.456,1,-0.631,0.631
104,1,0,0,1,1,494,0,-0.494,1,-0.631,0.631
104,1,0,1,3,1,572,1,0.572,1,-0.631,0.631
104,1,0,0,1,1,613,0,-0.613,1,-0.631,0.631
104,1,1,1,4,2,446,1,0.446,1,-0.631,0.631
104,1,0,0,1,1,484,0,-0.484,1,-0.631,0.631
104,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
104,1,1,1,4,2,428,1,0.428,1,-0.631,0.631
104,1,1,1,4,2,525,1,0.525,1,-0.631,0.631
105,0,0,0,1,1,590,0,-0.59,1,-0.631,0.631
105,0,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
105,0,1,1,4,2,421,1,0.421,1,-0.631,0.631
105,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
105,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
105,0,1,1,4,2,458,1,0.458,1,-0.631,0.631
105,0,0,0,1,1,497,0,-0.497,1,-0.631,0.631
105,0,1,1,4,2,519,1,0.519,1,-0.631,0.631
105,0,0,0,1,1,480,0,-0.48,1,-0.631,0.631
105,0,0,1,3,1,361,1,0.361,1,-0.631,0.631
105,0,1,0,2,2,504,0,-0.504,1,-0.631,0.631
105,0,0,0,1,1,495,0,-0.495,1,-0.631,0.631
105,0,0,1,3,1,321,1,0.321,1,-0.631,0.631
105,0,1,0,2,2,483,0,-0.483,1,-0.631,0.631
105,0,1,1,4,2,382,1,0.382,1,-0.631,0.631
105,0,1,0,2,2,519,0,-0.519,1,-0.631,0.631
105,0,0,0,1,1,441,0,-0.441,1,-0.631,0.631
105,0,0,0,1,1,442,0,-0.442,1,-0.631,0.631
105,0,1,1,4,2,472,1,0.472,1,-0.631,0.631
105,0,0,1,3,1,442,0,-0.442,1,-0.631,0.631
105,0,1,1,4,2,429,1,0.429,1,-0.631,0.631
105,0,0,1,3,1,416,1,0.416,1,-0.631,0.631
105,0,1,0,2,2,489,0,-0.489,1,-0.631,0.631
105,0,1,0,2,2,519,0,-0.519,1,-0.631,0.631
105,0,0,1,3,1,436,1,0.436,1,-0.631,0.631
105,0,0,0,1,1,491,0,-0.491,1,-0.631,0.631
105,0,0,0,1,1,531,0,-0.531,1,-0.631,0.631
105,0,0,1,3,1,376,0,-0.376,1,-0.631,0.631
105,0,0,0,1,1,546,0,-0.546,1,-0.631,0.631
105,0,1,0,2,2,520,0,-0.52,1,-0.631,0.631
105,0,1,1,4,2,501,1,0.501,1,-0.631,0.631
105,0,0,0,1,1,611,0,-0.611,1,-0.631,0.631
105,0,1,0,2,2,521,0,-0.521,1,-0.631,0.631
105,0,1,1,4,2,510,1,0.51,1,-0.631,0.631
105,0,1,0,2,2,469,0,-0.469,1,-0.631,0.631
105,0,1,0,2,2,433,0,-0.433,1,-0.631,0.631
105,0,1,0,2,2,408,0,-0.408,1,-0.631,0.631
105,0,1,1,4,2,444,1,0.444,1,-0.631,0.631
105,0,1,0,2,2,524,0,-0.524,1,-0.631,0.631
105,0,0,1,3,1,416,1,0.416,1,-0.631,0.631
105,0,1,0,2,2,452,0,-0.452,1,-0.631,0.631
105,0,0,0,1,1,503,0,-0.503,1,-0.631,0.631
105,0,0,0,1,1,471,0,-0.471,1,-0.631,0.631
105,0,0,1,3,1,454,1,0.454,1,-0.631,0.631
105,0,1,1,4,2,495,1,0.495,1,-0.631,0.631
105,0,0,1,3,1,485,1,0.485,1,-0.631,0.631
105,0,0,1,3,1,426,1,0.426,1,-0.631,0.631
105,0,1,1,4,2,456,1,0.456,1,-0.631,0.631
105,0,0,1,3,1,358,1,0.358,1,-0.631,0.631
105,0,0,0,1,1,485,0,-0.485,1,-0.631,0.631
105,0,1,1,4,2,395,1,0.395,1,-0.631,0.631
105,0,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
105,0,0,0,1,1,537,0,-0.537,1,-0.631,0.631
105,0,0,0,1,1,534,0,-0.534,1,-0.631,0.631
105,0,1,1,4,2,495,1,0.495,1,-0.631,0.631
105,0,1,0,2,2,570,0,-0.57,1,-0.631,0.631
105,0,0,1,3,1,381,1,0.381,1,-0.631,0.631
105,0,0,0,1,1,425,0,-0.425,1,-0.631,0.631
105,0,1,0,2,2,588,0,-0.588,1,-0.631,0.631
105,0,0,1,3,1,400,1,0.4,1,-0.631,0.631
105,0,1,1,4,2,349,0,-0.349,1,-0.631,0.631
105,0,1,1,4,2,467,1,0.467,1,-0.631,0.631
105,0,0,1,3,1,487,1,0.487,1,-0.631,0.631
105,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
105,0,0,1,3,1,488,1,0.488,1,-0.631,0.631
105,0,0,1,3,1,538,1,0.538,1,-0.631,0.631
105,0,1,0,2,2,454,0,-0.454,1,-0.631,0.631
105,0,1,1,4,2,363,1,0.363,1,-0.631,0.631
105,0,0,0,1,1,427,0,-0.427,1,-0.631,0.631
105,0,1,1,4,2,494,1,0.494,1,-0.631,0.631
105,0,0,1,3,1,367,1,0.367,1,-0.631,0.631
105,0,0,1,3,1,473,1,0.473,1,-0.631,0.631
105,0,0,0,1,1,464,0,-0.464,1,-0.631,0.631
105,0,1,0,2,2,588,0,-0.588,1,-0.631,0.631
105,0,1,1,4,2,431,1,0.431,1,-0.631,0.631
105,0,1,0,2,2,555,0,-0.555,1,-0.631,0.631
105,0,1,1,4,2,427,1,0.427,1,-0.631,0.631
105,0,1,0,2,2,426,0,-0.426,1,-0.631,0.631
105,0,1,1,4,2,360,1,0.36,1,-0.631,0.631
105,0,1,0,2,2,516,0,-0.516,1,-0.631,0.631
106,1,0,1,3,1,616,1,0.616,1,-0.631,0.631
106,1,0,0,1,1,329,0,-0.329,1,-0.631,0.631
106,1,1,1,4,2,431,1,0.431,1,-0.631,0.631
