Subject,Context1Safe2Danger,Race012B,Object0NG1G,RaceObject,Race1W2B,RT,Resp0NS1Sh,DiffusionRT,ybin,lower,upper
15,0,0,1,3,1,450,1,0.45,1,-0.631,0.631
15,0,0,0,1,1,564,0,-0.564,1,-0.631,0.631
15,0,0,0,1,1,568,0,-0.568,1,-0.631,0.631
15,0,0,0,1,1,597,0,-0.597,1,-0.631,0.631
15,0,0,0,1,1,485,0,-0.485,1,-0.631,0.631
15,0,0,1,3,1,606,1,0.606,1,-0.631,0.631
15,0,0,0,1,1,476,1,0.476,1,-0.631,0.631
15,0,1,1,4,2,512,1,0.512,1,-0.631,0.631
15,0,0,1,3,1,514,1,0.514,1,-0.631,0.631
15,0,0,0,1,1,574,0,-0.574,1,-0.631,0.631
15,0,0,1,3,1,545,1,0.545,1,-0.631,0.631
15,0,1,1,4,2,539,1,0.539,1,-0.631,0.631
15,0,0,1,3,1,540,1,0.54,1,-0.631,0.631
15,0,1,0,2,2,466,0,-0.466,1,-0.631,0.631
15,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
15,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
15,0,0,1,3,1,451,1,0.451,1,-0.631,0.631
15,0,1,1,4,2,404,1,0.404,1,-0.631,0.631
15,0,0,0,1,1,598,0,-0.598,1,-0.631,0.631
15,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
15,0,1,0,2,2,617,0,-0.617,1,-0.631,0.631
15,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
15,0,0,1,3,1,587,1,0.587,1,-0.631,0.631
15,0,0,1,3,1,502,1,0.502,1,-0.631,0.631
15,0,0,1,3,1,451,1,0.451,1,-0.631,0.631
15,0,1,1,4,2,509,1,0.509,1,-0.631,0.631
15,0,0,0,1,1,421,0,-0.421,1,-0.631,0.631
15,0,1,1,4,2,503,1,0.503,1,-0.631,0.631
15,0,1,0,2,2,539,0,-0.539,1,-0.631,0.631
15,0,0,0,1,1,560,0,-0.56,1,-0.631,0.631
15,0,1,0,2,2,532,0,-0.532,1,-0.631,0.631
15,0,1,1,4,2,497,1,0.497,1,-0.631,0.631
15,0,1,0,2,2,550,0,-0.55,1,-0.631,0.631
15,0,1,0,2,2,518,0,-0.518,1,-0.631,0.631
15,0,0,0,1,1,491,0,-0.491,1,-0.631,0.631
15,0,1,0,2,2,565,0,-0.565,1,-0.631,0.631
15,0,1,1,4,2,530,1,0.53,1,-0.631,0.631
15,0,1,1,4,2,409,1,0.409,1,-0.631,0.631
15,0,1,1,4,2,458,1,0.458,1,-0.631,0.631
15,0,1,0,2,2,455,0,-0.455,1,-0.631,0.631
15,0,1,1,4,2,444,1,0.444,1,-0.631,0.631
15,0,1,0,2,2,616,0,-0.616,1,-0.631,0.631
15,0,1,0,2,2,527,0,-0.527,1,-0.631,0.631
15,0,1,1,4,2,624,1,0.624,1,-0.631,0.631
15,0,1,0,2,2,499,0,-0.499,1,-0.631,0.631
15,0,1,1,4,2,466,1,0.466,1,-0.631,0.631
15,0,1,0,2,2,619,0,-0.619,1,-0.631,0.631
16,1,1,0,2,2,545,0,-0.545,1,-0.631,0.631
16,1,0,1,3,1,558,1,0.558,1,-0.631,0.631
16,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
16,1,0,1,3,1,425,1,0.425,1,-0.631,0.631
16,1,0,1,3,1,382,1,0.382,1,-0.631,0.631
16,1,1,0,2,2,512,0,-0.512,1,-0.631,0.631
16,1,1,0,2,2,454,0,-0.454,1,-0.631,0.631
16,1,0,0,1,1,490,0,-0.49,1,-0.631,0.631
16,1,1,1,4,2,464,1,0.464,1,-0.631,0.631
16,1,0,0,1,1,393,0,-0.393,1,-0.631,0.631
16,1,1,0,2,2,463,0,-0.463,1,-0.631,0.631
16,1,0,0,1,1,561,0,-0.561,1,-0.631,0.631
16,1,1,1,4,2,465,1,0.465,1,-0.631,0.631
16,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
16,1,1,1,4,2,403,1,0.403,1,-0.631,0.631
16,1,1,1,4,2,397,1,0.397,1,-0.631,0.631
16,1,1,1,4,2,424,1,0.424,1,-0.631,0.631
16,1,0,1,3,1,390,1,0.39,1,-0.631,0.631
16,1,1,0,2,2,489,0,-0.489,1,-0.631,0.631
16,1,0,1,3,1,456,1,0.456,1,-0.631,0.631
16,1,1,0,2,2,436,1,0.436,1,-0.631,0.631
16,1,1,0,2,2,501,0,-0.501,1,-0.631,0.631
16,1,0,1,3,1,515,1,0.515,1,-0.631,0.631
16,1,0,1,3,1,496,1,0.496,1,-0.631,0.631
16,1,0,0,1,1,611,0,-0.611,1,-0.631,0.631
16,1,1,1,4,2,498,1,0.498,1,-0.631,0.631
16,1,0,0,1,1,595,0,-0.595,1,-0.631,0.631
16,1,0,1,3,1,451,1,0.451,1,-0.631,0.631
16,1,0,1,3,1,491,1,0.491,1,-0.631,0.631
16,1,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
16,1,1,1,4,2,480,1,0.48,1,-0.631,0.631
16,1,0,1,3,1,422,1,0.422,1,-0.631,0.631
16,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
16,1,0,0,1,1,366,0,-0.366,1,-0.631,0.631
16,1,0,1,3,1,457,1,0.457,1,-0.631,0.631
16,1,1,0,2,2,420,0,-0.42,1,-0.631,0.631
16,1,0,0,1,1,434,0,-0.434,1,-0.631,0.631
16,1,1,0,2,2,510,0,-0.51,1,-0.631,0.631
16,1,1,0,2,2,616,1,0.616,1,-0.631,0.631
16,1,1,1,4,2,527,1,0.527,1,-0.631,0.631
16,1,1,1,4,2,430,1,0.43,1,-0.631,0.631
16,1,1,0,2,2,500,0,-0.5,1,-0.631,0.631
16,1,1,0,2,2,568,0,-0.568,1,-0.631,0.631
16,1,1,0,2,2,588,0,-0.588,1,-0.631,0.631
16,1,0,0,1,1,573,0,-0.573,1,-0.631,0.631
16,1,0,1,3,1,521,1,0.521,1,-0.631,0.631
16,1,1,0,2,2,413,0,-0.413,1,-0.631,0.631
16,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
16,1,1,1,4,2,474,1,0.474,1,-0.631,0.631
16,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
16,1,0,0,1,1,420,1,0.42,1,-0.631,0.631
16,1,1,0,2,2,534,0,-0.534,1,-0.631,0.631
16,1,1,1,4,2,530,1,0.53,1,-0.631,0.631
16,1,1,1,4,2,383,1,0.383,1,-0.631,0.631
16,1,0,1,3,1,474,1,0.474,1,-0.631,0.631
16,1,0,1,3,1,482,0,-0.482,1,-0.631,0.631
16,1,0,1,3,1,397,1,0.397,1,-0.631,0.631
16,1,0,0,1,1,418,0,-0.418,1,-0.631,0.631
16,1,0,0,1,1,513,0,-0.513,1,-0.631,0.631
16,1,1,1,4,2,437,1,0.437,1,-0.631,0.631
16,1,1,1,4,2,466,1,0.466,1,-0.631,0.631
16,1,1,1,4,2,518,1,0.518,1,-0.631,0.631
16,1,1,0,2,2,556,0,-0.556,1,-0.631,0.631
16,1,0,0,1,1,515,0,-0.515,1,-0.631,0.631
16,1,0,0,1,1,554,0,-0.554,1,-0.631,0.631
16,1,1,1,4,2,478,1,0.478,1,-0.631,0.631
16,1,0,0,1,1,512,0,-0.512,1,-0.631,0.631
16,1,0,1,3,1,624,1,0.624,1,-0.631,0.631
16,1,0,0,1,1,578,0,-0.578,1,-0.631,0.631
16,1,1,0,2,2,432,0,-0.432,1,-0.631,0.631
16,1,1,0,2,2,511,0,-0.511,1,-0.631,0.631
16,1,0,0,1,1,467,0,-0.467,1,-0.631,0.631
16,1,0,0,1,1,431,0,-0.431,1,-0.631,0.631
16,1,0,0,1,1,465,0,-0.465,1,-0.631,0.631
16,1,0,1,3,1,430,1,0.43,1,-0.631,0.631
16,1,0,1,3,1,420,1,0.42,1,-0.631,0.631
16,1,1,1,4,2,588,1,0.588,1,-0.631,0.631
16,1,1,0,2,2,NaN,NaN,NaN,2,-0.631,0.631
16,1,1,1,4,2,391,1,0.391,1,-0.631,0.631
16,1,1,1,4,2,536,1,0.536,1,-0.631,0.631
17,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
17,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
17,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
17,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
17,1,1,1,4,2,455,0,-0.455,1,-0.631,0.631
17,1,1,1,4,2,NaN,NaN,NaN,0,-0.631,0.631
17,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
17,1,0,1,3,1,618,1,0.618,1,-0.631,0.631
17,1,0,0,1,1,NaN,NaN,NaN,2,-0.631,0.631
17,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
17,1,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
17,1,1,1,4,2,533,0,-0.533,1,-0.631,0.631
17,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
17,1,0,0,1,1,NaN,NaN,NaN,2,-0.631,0.631
17,1,1,0,2,2,614,0,-0.614,1,-0.631,0.631
17,1,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
17,1,0,1,3,1,485,1,0.485,1,-0.631,0.631
17,1,1,0,2,2,NaN,NaN,NaN,2,-0.631,0.631
17,1,1,1,4,2,537,1,0.537,1,-0.631,0.631
17,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
17,1,0,0,1,1,381,1,0.381,1,-0.631,0.631
17,1,1,1,4,2,403,0,-0.403,1,-0.631,0.631
17,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
17,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
17,1,0,1,3,1,623,1,0.623,1,-0.631,0.631
17,1,0,1,3,1,452,1,0.452,1,-0.631,0.631
17,1,0,1,3,1,478,1,0.478,1,-0.631,0.631
17,1,1,1,4,2,476,1,0.476,1,-0.631,0.631
17,1,1,0,2,2,537,0,-0.537,1,-0.631,0.631
17,1,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
17,1,1,1,4,2,517,1,0.517,1,-0.631,0.631
17,1,0,0,1,1,521,0,-0.521,1,-0.631,0.631
17,1,1,1,4,2,591,1,0.591,1,-0.631,0.631
17,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
17,1,0,0,1,1,608,0,-0.608,1,-0.631,0.631
17,1,1,0,2,2,442,1,0.442,1,-0.631,0.631
17,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
17,1,0,1,3,1,538,1,0.538,1,-0.631,0.631
17,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
17,1,0,0,1,1,518,1,0.518,1,-0.631,0.631
17,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
17,1,1,1,4,2,NaN,NaN,NaN,0,-0.631,0.631
17,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
17,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
17,1,1,0,2,2,488,1,0.488,1,-0.631,0.631
17,1,1,0,2,2,535,0,-0.535,1,-0.631,0.631
17,1,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
17,1,0,0,1,1,568,0,-0.568,1,-0.631,0.631
17,1,1,0,2,2,NaN,NaN,NaN,2,-0.631,0.631
17,1,1,0,2,2,533,0,-0.533,1,-0.631,0.631
17,1,1,1,4,2,391,1,0.391,1,-0.631,0.631
17,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
17,1,0,0,1,1,NaN,NaN,NaN,2,-0.631,0.631
17,1,0,1,3,1,604,0,-0.604,1,-0.631,0.631
17,1,1,1,4,2,NaN,NaN,NaN,0,-0.631,0.631
17,1,0,1,3,1,521,1,0.521,1,-0.631,0.631
17,1,0,0,1,1,NaN,NaN,NaN,2,-0.631,0.631
17,1,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
17,1,0,1,3,1,492,1,0.492,1,-0.631,0.631
17,1,0,1,3,1,606,1,0.606,1,-0.631,0.631
17,1,1,0,2,2,NaN,NaN,NaN,2,-0.631,0.631
17,1,1,1,4,2,586,1,0.586,1,-0.631,0.631
17,1,1,0,2,2,606,0,-0.606,1,-0.631,0.631
17,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
17,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
17,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
17,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
17,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
17,1,1,0,2,2,531,0,-0.531,1,-0.631,0.631
17,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
17,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
17,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
17,1,0,1,3,1,550,1,0.55,1,-0.631,0.631
17,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
17,1,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
17,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
17,1,1,1,4,2,499,1,0.499,1,-0.631,0.631
17,1,1,0,2,2,552,0,-0.552,1,-0.631,0.631
17,1,1,0,2,2,491,1,0.491,1,-0.631,0.631
17,1,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
18,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
18,0,0,1,3,1,433,1,0.433,1,-0.631,0.631
18,0,0,0,1,1,565,0,-0.565,1,-0.631,0.631
18,0,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
18,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
18,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
18,0,1,0,2,2,409,1,0.409,1,-0.631,0.631
18,0,0,0,1,1,542,0,-0.542,1,-0.631,0.631
18,0,0,1,3,1,591,1,0.591,1,-0.631,0.631
18,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
18,0,0,1,3,1,507,0,-0.507,1,-0.631,0.631
18,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
18,0,1,1,4,2,599,1,0.599,1,-0.631,0.631
18,0,1,1,4,2,NaN,NaN,NaN,0,-0.631,0.631
18,0,0,0,1,1,519,0,-0.519,1,-0.631,0.631
18,0,1,1,4,2,431,1,0.431,1,-0.631,0.631
18,0,1,0,2,2,605,0,-0.605,1,-0.631,0.631
18,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
18,0,0,1,3,1,513,0,-0.513,1,-0.631,0.631
18,0,1,0,2,2,584,0,-0.584,1,-0.631,0.631
18,0,0,1,3,1,455,0,-0.455,1,-0.631,0.631
18,0,0,0,1,1,615,0,-0.615,1,-0.631,0.631
18,0,0,0,1,1,NaN,NaN,NaN,2,-0.631,0.631
18,0,0,1,3,1,473,1,0.473,1,-0.631,0.631
18,0,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
18,0,1,0,2,2,562,0,-0.562,1,-0.631,0.631
18,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
18,0,1,1,4,2,413,1,0.413,1,-0.631,0.631
18,0,0,1,3,1,463,0,-0.463,1,-0.631,0.631
18,0,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
18,0,1,1,4,2,563,1,0.563,1,-0.631,0.631
18,0,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
18,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
18,0,1,1,4,2,NaN,NaN,NaN,0,-0.631,0.631
18,0,1,0,2,2,602,0,-0.602,1,-0.631,0.631
18,0,1,0,2,2,581,0,-0.581,1,-0.631,0.631
18,0,1,1,4,2,432,1,0.432,1,-0.631,0.631
18,0,0,1,3,1,460,1,0.46,1,-0.631,0.631
18,0,1,0,2,2,517,1,0.517,1,-0.631,0.631
18,0,1,1,4,2,NaN,NaN,NaN,0,-0.631,0.631
18,0,1,1,4,2,570,1,0.57,1,-0.631,0.631
18,0,0,1,3,1,370,0,-0.37,1,-0.631,0.631
18,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
18,0,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
18,0,0,1,3,1,NaN,NaN,NaN,0,-0.631,0.631
18,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
18,0,0,1,3,1,470,1,0.47,1,-0.631,0.631
18,0,1,1,4,2,427,1,0.427,1,-0.631,0.631
18,0,1,1,4,2,548,1,0.548,1,-0.631,0.631
18,0,0,1,3,1,574,1,0.574,1,-0.631,0.631
18,0,1,0,2,2,513,0,-0.513,1,-0.631,0.631
18,0,0,1,3,1,608,1,0.608,1,-0.631,0.631
18,0,0,1,3,1,459,0,-0.459,1,-0.631,0.631
18,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
18,0,0,0,1,1,376,1,0.376,1,-0.631,0.631
18,0,0,0,1,1,NaN,NaN,NaN,2,-0.631,0.631
18,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
18,0,1,0,2,2,528,1,0.528,1,-0.631,0.631
18,0,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
18,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
18,0,0,1,3,1,599,1,0.599,1,-0.631,0.631
18,0,1,1,4,2,466,1,0.466,1,-0.631,0.631
18,0,1,1,4,2,452,1,0.452,1,-0.631,0.631
18,0,1,0,2,2,620,0,-0.62,1,-0.631,0.631
18,0,1,1,4,2,585,1,0.585,1,-0.631,0.631
18,0,1,0,2,2,462,0,-0.462,1,-0.631,0.631
18,0,0,0,1,1,554,0,-0.554,1,-0.631,0.631
18,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
18,0,0,0,1,1,517,0,-0.517,1,-0.631,0.631
18,0,0,1,3,1,509,0,-0.509,1,-0.631,0.631
18,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
18,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
18,0,0,1,3,1,532,1,0.532,1,-0.631,0.631
18,0,1,1,4,2,428,1,0.428,1,-0.631,0.631
18,0,1,0,2,2,535,0,-0.535,1,-0.631,0.631
18,0,1,1,4,2,415,1,0.415,1,-0.631,0.631
18,0,1,0,2,2,621,0,-0.621,1,-0.631,0.631
18,0,0,0,1,1,454,0,-0.454,1,-0.631,0.631
18,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
18,0,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
19,1,0,0,1,1,512,0,-0.512,1,-0.631,0.631
19,1,0,0,1,1,625,1,0.625,1,-0.631,0.631
19,1,0,1,3,1,535,1,0.535,1,-0.631,0.631
19,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
19,1,0,0,1,1,545,1,0.545,1,-0.631,0.631
19,1,0,1,3,1,494,1,0.494,1,-0.631,0.631
19,1,1,0,2,2,597,0,-0.597,1,-0.631,0.631
19,1,1,1,4,2,554,1,0.554,1,-0.631,0.631
19,1,1,1,4,2,577,1,0.577,1,-0.631,0.631
19,1,0,0,1,1,605,1,0.605,1,-0.631,0.631
19,1,1,0,2,2,522,1,0.522,1,-0.631,0.631
19,1,1,0,2,2,544,1,0.544,1,-0.631,0.631
19,1,1,1,4,2,601,1,0.601,1,-0.631,0.631
19,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
19,1,1,0,2,2,477,0,-0.477,1,-0.631,0.631
19,1,0,1,3,1,537,1,0.537,1,-0.631,0.631
19,1,1,1,4,2,612,1,0.612,1,-0.631,0.631
19,1,1,0,2,2,580,0,-0.58,1,-0.631,0.631
19,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
19,1,1,1,4,2,522,1,0.522,1,-0.631,0.631
19,1,0,1,3,1,442,0,-0.442,1,-0.631,0.631
19,1,0,1,3,1,539,1,0.539,1,-0.631,0.631
19,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
19,1,1,1,4,2,489,0,-0.489,1,-0.631,0.631
19,1,0,0,1,1,625,0,-0.625,1,-0.631,0.631
19,1,1,1,4,2,547,0,-0.547,1,-0.631,0.631
19,1,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
19,1,0,1,3,1,480,1,0.48,1,-0.631,0.631
19,1,0,0,1,1,525,0,-0.525,1,-0.631,0.631
19,1,0,1,3,1,555,1,0.555,1,-0.631,0.631
19,1,0,0,1,1,613,0,-0.613,1,-0.631,0.631
19,1,0,0,1,1,581,0,-0.581,1,-0.631,0.631
19,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
19,1,1,1,4,2,475,1,0.475,1,-0.631,0.631
19,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
19,1,0,1,3,1,435,1,0.435,1,-0.631,0.631
19,1,1,0,2,2,605,0,-0.605,1,-0.631,0.631
19,1,1,0,2,2,552,0,-0.552,1,-0.631,0.631
19,1,0,1,3,1,584,1,0.584,1,-0.631,0.631
19,1,1,1,4,2,550,1,0.55,1,-0.631,0.631
19,1,0,0,1,1,443,0,-0.443,1,-0.631,0.631
19,1,1,0,2,2,543,1,0.543,1,-0.631,0.631
19,1,1,1,4,2,593,1,0.593,1,-0.631,0.631
19,1,1,1,4,2,484,1,0.484,1,-0.631,0.631
19,1,1,1,4,2,511,1,0.511,1,-0.631,0.631
19,1,1,0,2,2,527,0,-0.527,1,-0.631,0.631
19,1,0,1,3,1,594,1,0.594,1,-0.631,0.631
19,1,0,1,3,1,503,1,0.503,1,-0.631,0.631
19,1,0,1,3,1,531,1,0.531,1,-0.631,0.631
19,1,0,1,3,1,512,1,0.512,1,-0.631,0.631
19,1,1,1,4,2,533,1,0.533,1,-0.631,0.631
19,1,0,0,1,1,581,0,-0.581,1,-0.631,0.631
19,1,0,0,1,1,592,0,-0.592,1,-0.631,0.631
19,1,0,1,3,1,564,1,0.564,1,-0.631,0.631
19,1,1,0,2,2,597,0,-0.597,1,-0.631,0.631
19,1,1,1,4,2,568,1,0.568,1,-0.631,0.631
19,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
19,1,1,0,2,2,561,0,-0.561,1,-0.631,0.631
19,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
19,1,1,1,4,2,516,1,0.516,1,-0.631,0.631
19,1,0,0,1,1,602,0,-0.602,1,-0.631,0.631
19,1,1,0,2,2,607,0,-0.607,1,-0.631,0.631
19,1,0,0,1,1,505,0,-0.505,1,-0.631,0.631
19,1,1,0,2,2,512,0,-0.512,1,-0.631,0.631
19,1,0,1,3,1,535,1,0.535,1,-0.631,0.631
19,1,1,0,2,2,523,0,-0.523,1,-0.631,0.631
19,1,1,1,4,2,608,1,0.608,1,-0.631,0.631
19,1,1,1,4,2,397,1,0.397,1,-0.631,0.631
19,1,0,0,1,1,582,0,-0.582,1,-0.631,0.631
19,1,1,1,4,2,522,1,0.522,1,-0.631,0.631
19,1,1,1,4,2,415,1,0.415,1,-0.631,0.631
19,1,1,0,2,2,561,0,-0.561,1,-0.631,0.631
19,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
19,1,0,0,1,1,596,0,-0.596,1,-0.631,0.631
19,1,0,1,3,1,385,0,-0.385,1,-0.631,0.631
19,1,0,0,1,1,409,0,-0.409,1,-0.631,0.631
19,1,0,1,3,1,587,1,0.587,1,-0.631,0.631
19,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
19,1,0,0,1,1,481,1,0.481,1,-0.631,0.631
19,1,0,0,1,1,427,1,0.427,1,-0.631,0.631
20,0,0,1,3,1,462,0,-0.462,1,-0.631,0.631
20,0,0,0,1,1,550,0,-0.55,1,-0.631,0.631
20,0,1,0,2,2,578,0,-0.578,1,-0.631,0.631
20,0,1,1,4,2,600,1,0.6,1,-0.631,0.631
20,0,1,0,2,2,591,0,-0.591,1,-0.631,0.631
20,0,0,0,1,1,575,0,-0.575,1,-0.631,0.631
20,0,0,1,3,1,532,1,0.532,1,-0.631,0.631
20,0,1,1,4,2,543,1,0.543,1,-0.631,0.631
20,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
20,0,0,0,1,1,538,0,-0.538,1,-0.631,0.631
20,0,0,0,1,1,494,0,-0.494,1,-0.631,0.631
20,0,0,0,1,1,452,1,0.452,1,-0.631,0.631
20,0,0,1,3,1,611,0,-0.611,1,-0.631,0.631
20,0,1,1,4,2,451,1,0.451,1,-0.631,0.631
20,0,0,0,1,1,618,0,-0.618,1,-0.631,0.631
20,0,0,0,1,1,512,0,-0.512,1,-0.631,0.631
20,0,1,0,2,2,474,0,-0.474,1,-0.631,0.631
20,0,0,0,1,1,545,0,-0.545,1,-0.631,0.631
20,0,0,1,3,1,440,1,0.44,1,-0.631,0.631
20,0,1,0,2,2,552,1,0.552,1,-0.631,0.631
20,0,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
20,0,0,1,3,1,551,1,0.551,1,-0.631,0.631
20,0,1,1,4,2,479,1,0.479,1,-0.631,0.631
20,0,1,1,4,2,501,1,0.501,1,-0.631,0.631
20,0,0,0,1,1,472,1,0.472,1,-0.631,0.631
20,0,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
20,0,0,1,3,1,404,1,0.404,1,-0.631,0.631
20,0,0,1,3,1,590,1,0.59,1,-0.631,0.631
20,0,1,0,2,2,556,0,-0.556,1,-0.631,0.631
20,0,0,1,3,1,449,1,0.449,1,-0.631,0.631
20,0,1,0,2,2,627,0,-0.627,1,-0.631,0.631
20,0,1,0,2,2,476,0,-0.476,1,-0.631,0.631
20,0,1,1,4,2,550,1,0.55,1,-0.631,0.631
20,0,1,1,4,2,426,1,0.426,1,-0.631,0.631
20,0,0,0,1,1,552,0,-0.552,1,-0.631,0.631
20,0,0,1,3,1,452,0,-0.452,1,-0.631,0.631
20,0,0,0,1,1,544,0,-0.544,1,-0.631,0.631
20,0,0,1,3,1,499,1,0.499,1,-0.631,0.631
20,0,1,0,2,2,624,0,-0.624,1,-0.631,0.631
20,0,0,1,3,1,506,0,-0.506,1,-0.631,0.631
20,0,0,1,3,1,537,0,-0.537,1,-0.631,0.631
20,0,1,1,4,2,455,1,0.455,1,-0.631,0.631
20,0,0,0,1,1,584,0,-0.584,1,-0.631,0.631
20,0,0,1,3,1,613,1,0.613,1,-0.631,0.631
20,0,1,1,4,2,501,1,0.501,1,-0.631,0.631
20,0,1,0,2,2,596,0,-0.596,1,-0.631,0.631
20,0,1,1,4,2,597,1,0.597,1,-0.631,0.631
20,0,0,1,3,1,511,1,0.511,1,-0.631,0.631
20,0,1,0,2,2,572,0,-0.572,1,-0.631,0.631
20,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
20,0,0,1,3,1,590,0,-0.59,1,-0.631,0.631
20,0,1,1,4,2,553,1,0.553,1,-0.631,0.631
20,0,1,1,4,2,515,1,0.515,1,-0.631,0.631
20,0,0,1,3,1,566,1,0.566,1,-0.631,0.631
20,0,1,1,4,2,495,1,0.495,1,-0.631,0.631
20,0,1,0,2,2,615,0,-0.615,1,-0.631,0.631
20,0,0,1,3,1,497,1,0.497,1,-0.631,0.631
20,0,0,0,1,1,491,0,-0.491,1,-0.631,0.631
20,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
20,0,1,0,2,2,618,0,-0.618,1,-0.631,0.631
20,0,0,0,1,1,542,0,-0.542,1,-0.631,0.631
20,0,1,0,2,2,558,0,-0.558,1,-0.631,0.631
20,0,0,0,1,1,549,0,-0.549,1,-0.631,0.631
20,0,1,1,4,2,528,1,0.528,1,-0.631,0.631
