rat_ID,Vis_TFs,Aud_TFs,resp_low_TF,resp_high_TF,RT
1,2.48,-1,0,1,0.740256
1,0.82,-1,1,0,0.912824
1,2.91,-1,0,1,0.937377
1,3.41,-1,0,1,1.616707
1,3.41,-1,0,1,1.966644
1,2.12,-1,1,0,1.126654
1,1.32,-1,1,0,0.8938
1,1.75,-1,1,0,1.799091
1,2.48,-1,0,1,0.826325
1,1.32,-1,1,0,0.983609
1,3.41,-1,0,1,0.780246
1,2.91,-1,0,1,0.82291
1,0.25,-1,1,0,0.542822
1,1.75,-1,1,0,1.030721
1,0.82,-1,1,0,0.74133
1,1.32,-1,1,0,1.927319
1,4,-1,0,1,0.689896
1,0.82,-1,1,0,1.439785
1,4,-1,0,1,0.557573
1,0.25,-1,1,0,0.546742
1,3.41,-1,0,1,1.152772
1,2.48,-1,0,1,0.778646
1,0.25,-1,1,0,0.524553
1,2.12,-1,1,0,0.881172
1,0.82,-1,1,0,0.524464
1,1.75,-1,1,0,0.692464
1,2.91,-1,0,1,0.570409
1,4,-1,0,1,0.704119
1,2.91,-1,0,1,0.723984
1,1.75,-1,1,0,0.594038
1,1.32,-1,1,0,0.720591
1,3.41,-1,0,1,0.703871
1,3.41,-1,0,1,0.661351
1,4,-1,0,1,0.842686
1,4,-1,0,1,0.517889
1,1.75,-1,1,0,1.491099
1,1.32,-1,0,1,0.69434
1,4,-1,0,1,0.823514
1,3.41,-1,0,1,0.680189
1,1.32,-1,1,0,1.16612
1,2.91,-1,0,1,0.855175
1,2.48,-1,0,1,1.284618
1,2.91,-1,0,1,0.710641
1,0.25,-1,1,0,0.853637
1,1.75,-1,0,1,0.658892
1,2.12,-1,0,1,0.728689
1,2.12,-1,0,1,0.847964
1,2.91,-1,0,1,0.83649
1,2.12,-1,0,1,1.023854
1,4,-1,0,1,0.6051
1,0.25,-1,1,0,0.615699
1,4,-1,0,1,0.791767
1,2.48,-1,0,1,1.089008
1,2.48,-1,1,0,0.8998
1,2.91,-1,0,1,0.66691
1,1.32,-1,1,0,0.845505
1,2.12,-1,0,1,1.248704
1,2.48,-1,0,1,0.56733
1,2.12,-1,1,0,0.589903
1,2.48,-1,0,1,0.704145
1,0.82,-1,1,0,0.553012
1,1.75,-1,0,1,1.311509
1,0.25,-1,1,0,0.668901
1,3.41,-1,0,1,0.75276
1,0.25,-1,1,0,0.709132
1,2.48,-1,0,1,0.544955
1,0.82,-1,1,0,0.540326
1,3.41,-1,0,1,0.842907
1,1.75,-1,0,1,0.628847
1,0.25,-1,1,0,1.210001
1,3.41,-1,0,1,0.604494
1,2.48,-1,1,0,0.744418
1,2.91,-1,0,1,0.865622
1,4,-1,0,1,0.681669
1,4,-1,0,1,0.74747
1,0.25,-1,1,0,0.598143
1,0.25,-1,1,0,0.540056
1,0.82,-1,1,0,0.541241
1,2.48,-1,0,1,0.918608
1,3.41,-1,1,0,0.87372
1,1.75,-1,1,0,0.870478
1,4,-1,0,1,0.556241
1,0.25,-1,1,0,0.594798
1,0.25,-1,1,0,0.70472
1,2.91,-1,0,1,0.656179
1,2.48,-1,0,1,0.6414
1,0.25,-1,1,0,0.53317
1,0.82,-1,1,0,1.165841
1,1.32,-1,1,0,0.558958
1,0.82,-1,1,0,0.823583
1,2.91,-1,0,1,0.882062
1,3.41,-1,0,1,0.60997
1,4,-1,0,1,0.604496
1,1.75,-1,0,1,0.958214
1,0.82,-1,1,0,0.592277
1,2.12,-1,0,1,0.690914
1,2.12,-1,0,1,0.564147
1,1.75,-1,0,1,1.072361
1,3.41,-1,0,1,0.660879
1,1.32,-1,1,0,0.887599
1,2.91,-1,0,1,0.956112
1,1.75,-1,1,0,0.611492
1,2.91,-1,0,1,1.235572
1,1.75,-1,1,0,0.632767
1,2.48,-1,1,0,0.930067
1,2.12,-1,1,0,0.753372
1,0.25,-1,1,0,1.034628
1,1.32,-1,1,0,0.678545
1,2.12,-1,0,1,0.644915
1,4,-1,0,1,0.897538
1,0.25,-1,1,0,0.930944
1,2.12,-1,0,1,0.792193
1,3.41,-1,0,1,0.633998
1,0.25,-1,1,0,0.573955
1,1.32,-1,1,0,0.561222
1,4,-1,0,1,0.783788
1,2.48,-1,0,1,0.713712
1,4,-1,0,1,0.725639
1,2.91,-1,1,0,0.955562
1,2.12,-1,0,1,0.662778
1,2.12,-1,0,1,1.125904
1,1.32,-1,1,0,0.747837
1,0.25,-1,1,0,0.652418
1,1.75,-1,1,0,0.520948
1,3.41,-1,0,1,0.666198
1,2.91,-1,0,1,0.68486
1,1.32,-1,1,0,0.80554
1,3.41,-1,0,1,1.230099
1,2.91,-1,0,1,0.630753
1,1.32,-1,1,0,0.79808
1,0.25,-1,1,0,1.322725
1,3.41,-1,0,1,0.580786
1,2.91,-1,0,1,0.698707
1,1.75,-1,1,0,0.750727
1,4,-1,0,1,0.575306
1,1.32,-1,1,0,0.759131
1,0.82,-1,1,0,0.55571
1,3.41,-1,0,1,0.885188
1,3.41,-1,0,1,0.69038
1,1.75,-1,1,0,0.703944
1,2.12,-1,1,0,0.588675
1,1.75,-1,1,0,0.8525
1,1.75,-1,1,0,0.961725
1,1.32,-1,1,0,0.535802
1,2.91,-1,0,1,0.688407
1,1.32,-1,1,0,0.73558
1,0.25,-1,1,0,0.532716
1,2.12,-1,0,1,1.165337
1,0.82,-1,1,0,0.982622
1,4,-1,0,1,0.525962
1,1.32,-1,1,0,0.670137
1,0.25,-1,1,0,0.653697
1,4,-1,0,1,0.790879
1,2.48,-1,0,1,0.690245
1,4,-1,0,1,0.608754
1,1.75,-1,1,0,0.51276
1,0.25,-1,1,0,0.711435
1,1.75,-1,1,0,1.15672
1,2.91,-1,0,1,0.98817
1,1.75,-1,1,0,1.700037
1,2.12,-1,0,1,1.773928
1,1.32,-1,0,1,0.795215
1,0.25,-1,1,0,0.771093
1,2.12,-1,0,1,0.889145
1,2.12,-1,1,0,0.863556
1,0.82,-1,1,0,0.554846
1,0.82,-1,1,0,0.80677
1,2.48,-1,0,1,0.964617
1,2.91,-1,0,1,0.675966
1,1.32,-1,1,0,0.534647
1,2.91,-1,0,1,0.781882
1,4,-1,0,1,0.548489
1,4,-1,0,1,0.663074
1,2.91,-1,0,1,1.818957
1,0.82,-1,1,0,0.600851
1,4,-1,0,1,0.821605
1,1.32,-1,1,0,0.573534
1,0.25,-1,1,0,0.611467
1,3.41,-1,0,1,0.639394
1,2.12,-1,0,1,0.657396
1,3.41,-1,0,1,1.012072
1,1.75,-1,1,0,0.761245
1,1.32,-1,1,0,0.51622
1,1.75,-1,0,1,0.674189
1,0.25,-1,1,0,0.600848
1,2.91,-1,1,0,0.954823
1,3.41,-1,0,1,0.769472
1,0.25,-1,1,0,0.869382
1,4,-1,0,1,1.169385
1,2.91,-1,0,1,0.915223
1,1.32,-1,0,1,0.939819
1,2.91,-1,0,1,0.881674
1,0.82,-1,1,0,1.150309
1,0.82,-1,1,0,0.85447
1,2.12,-1,1,0,0.574272
1,2.91,-1,0,1,1.076167
1,1.75,-1,0,1,1.162096
1,3.41,-1,0,1,1.060568
1,0.25,-1,0,1,0.957851
1,2.48,-1,0,1,0.997068
1,2.48,-1,0,1,0.827618
1,1.75,-1,0,1,1.004164
1,3.41,-1,0,1,1.061453
1,2.48,-1,0,1,1.042045
1,1.32,-1,1,0,0.690022
1,3.41,-1,0,1,0.62643
1,1.32,-1,1,0,0.568292
1,0.25,-1,1,0,0.616349
1,4,-1,1,0,1.393094
1,1.75,-1,0,1,1.090828
2,0.25,-1,1,0,0.912673
2,2.91,-1,0,1,0.595623
2,2.48,-1,0,1,0.595489
2,2.91,-1,1,0,0.865223
2,1.32,-1,1,0,0.839105
2,2.12,-1,1,0,1.464211
2,0.25,-1,1,0,0.997102
2,3.41,-1,0,1,0.513053
2,1.75,-1,0,1,0.61684
2,0.82,-1,1,0,1.038879
2,1.75,-1,0,1,0.788227
2,2.12,-1,0,1,0.640215
2,2.48,-1,0,1,0.643964
2,0.25,-1,1,0,0.768739
2,0.82,-1,1,0,1.08661
2,2.48,-1,0,1,0.608639
2,4,-1,0,1,0.566704
2,3.41,-1,0,1,0.74927
2,2.91,-1,0,1,0.610629
2,0.82,-1,0,1,1.651903
2,3.41,-1,0,1,0.674504
2,2.91,-1,0,1,0.545052
2,4,-1,0,1,0.720174
2,2.48,-1,0,1,0.532785
2,4,-1,0,1,0.71483
2,0.82,-1,1,0,1.027965
2,4,-1,0,1,0.731872
2,0.25,-1,1,0,0.83926
2,2.91,-1,0,1,0.66268
2,3.41,-1,1,0,0.777983
2,0.82,-1,0,1,0.718567
2,1.75,-1,1,0,0.670568
2,3.41,-1,0,1,0.771858
2,1.32,-1,0,1,1.561006
2,1.32,-1,0,1,1.545008
2,1.32,-1,1,0,0.798166
2,2.12,-1,0,1,0.543434
2,0.82,-1,1,0,1.144784
2,0.82,-1,1,0,1.720015
2,4,-1,0,1,0.588087
2,1.75,-1,1,0,0.614581
2,2.48,-1,0,1,0.644465
2,2.12,-1,1,0,1.095748
2,4,-1,0,1,0.657578
2,3.41,-1,0,1,0.610819
2,4,-1,0,1,0.536902
2,0.25,-1,1,0,0.996164
2,3.41,-1,1,0,1.04602
2,1.75,-1,0,1,0.683825
2,0.25,-1,1,0,1.251642
2,1.75,-1,0,1,0.614293
2,1.75,-1,0,1,0.546232
2,2.48,-1,0,1,0.738939
2,0.82,-1,1,0,0.72494
2,1.75,-1,1,0,0.94674
2,1.32,-1,1,0,1.558163
2,1.32,-1,1,0,0.848739
2,2.91,-1,0,1,0.831445
2,3.41,-1,0,1,0.918119
2,3.41,-1,0,1,0.52894
2,1.75,-1,0,1,0.762061
2,0.82,-1,1,0,0.851987
2,2.48,-1,0,1,0.643948
2,4,-1,0,1,0.513217
2,2.48,-1,0,1,0.57996
2,2.91,-1,0,1,0.545821
2,3.41,-1,0,1,0.521863
2,3.41,-1,0,1,0.662393
2,1.32,-1,0,1,0.679104
2,1.75,-1,1,0,0.601094
2,0.25,-1,1,0,0.849693
2,0.82,-1,1,0,1.150008
2,2.12,-1,0,1,0.831257
2,2.12,-1,0,1,0.637785
2,4,-1,0,1,0.52577
2,3.41,-1,0,1,0.635675
2,2.91,-1,0,1,0.632272
2,2.48,-1,0,1,0.555496
2,0.82,-1,0,1,0.511454
2,2.91,-1,0,1,0.593286
2,0.25,-1,1,0,1.030468
2,2.12,-1,0,1,0.559913
2,3.41,-1,0,1,0.580425
2,3.41,-1,0,1,0.636336
2,0.82,-1,1,0,0.826377
2,3.41,-1,0,1,0.791013
2,2.12,-1,0,1,0.60871
2,0.82,-1,1,0,0.805446
2,4,-1,0,1,0.58189
2,0.82,-1,0,1,0.532402
2,2.12,-1,1,0,0.827584
2,0.82,-1,1,0,1.462838
2,2.91,-1,0,1,0.59932
2,2.12,-1,0,1,0.537165
2,3.41,-1,0,1,0.524433
2,1.75,-1,0,1,0.765772
2,2.48,-1,0,1,0.738213
2,0.82,-1,1,0,0.874681
2,1.75,-1,0,1,0.563579
2,2.48,-1,1,0,0.980985
2,2.91,-1,0,1,0.731556
2,2.12,-1,0,1,0.514151
2,4,-1,0,1,0.538077
2,1.32,-1,0,1,0.725941
2,0.82,-1,1,0,0.777258
2,2.48,-1,0,1,0.929874
2,4,-1,0,1,0.634494
2,4,-1,0,1,0.731701
2,1.32,-1,1,0,1.033663
2,2.12,-1,0,1,1.271652
2,2.91,-1,0,1,0.734882
2,0.25,-1,1,0,0.914253
2,2.12,-1,0,1,0.716151
2,0.25,-1,1,0,0.880638
2,0.25,-1,1,0,1.019237
2,2.48,-1,0,1,0.654551
2,0.25,-1,1,0,1.386425
2,0.82,-1,0,1,0.721176
2,4,-1,0,1,0.977815
2,0.82,-1,1,0,1.12059
2,2.91,-1,0,1,0.69708
2,3.41,-1,0,1,0.640929
2,2.12,-1,0,1,0.740237
2,0.82,-1,0,1,0.689585
2,2.12,-1,0,1,1.112247
2,1.32,-1,1,0,1.154015
2,4,-1,1,0,0.700686
2,2.48,-1,0,1,0.599945
2,3.41,-1,0,1,0.593215
2,2.48,-1,0,1,0.778479
2,3.41,-1,0,1,0.604385
2,4,-1,0,1,0.542714
2,3.41,-1,0,1,0.767306
2,1.75,-1,1,0,1.215343
2,2.91,-1,0,1,0.592609
2,2.48,-1,0,1,1.412407
2,0.25,-1,0,1,0.601669
2,2.12,-1,0,1,0.559059
2,2.91,-1,0,1,0.585819
2,0.82,-1,1,0,0.667809
2,2.91,-1,0,1,0.632297
2,0.82,-1,1,0,1.112774
2,4,-1,0,1,0.962005
2,0.82,-1,1,0,1.379979
2,2.91,-1,0,1,0.620521
2,2.91,-1,0,1,0.609888
2,0.82,-1,0,1,0.627865
2,3.41,-1,0,1,0.663282
2,0.82,-1,1,0,0.912458
2,2.12,-1,0,1,0.656413
2,4,-1,0,1,0.690983
2,1.75,-1,1,0,1.500349
2,0.25,-1,1,0,0.931107
