rat_ID,Vis_TFs,Aud_TFs,resp_low_TF,resp_high_TF,RT
1,0.25,0,1,0,0.585523
1,2.91,0,0,1,0.613169
1,1.32,0,1,0,0.523952
1,0.82,0,0,1,1.16568
1,0,0,1,0,0.646237
1,2.48,0,0,1,0.512058
1,2.12,0,1,0,0.607353
1,3.41,0,0,1,0.543299
1,1.75,0,1,0,0.579178
1,2.48,0,0,1,0.733707
1,0.25,0,1,0,0.595734
1,2.91,0,0,1,0.82687
1,2.12,0,0,1,0.726846
1,0.82,0,0,1,0.721446
1,4,0,0,1,0.623888
1,1.32,0,1,0,0.757037
1,3.41,0,1,0,0.641036
1,1.32,0,1,0,1.518297
1,0,0,1,0,0.540865
1,1.75,0,0,1,0.700732
1,2.48,0,1,0,0.731126
1,3.41,0,1,0,0.563579
1,2.12,0,1,0,0.779444
1,1.75,0,1,0,0.608584
1,2.48,0,0,1,0.590597
1,2.91,0,0,1,0.603015
1,0.25,0,1,0,0.556981
1,4,0,0,1,0.742878
1,0.82,0,1,0,0.583384
1,2.12,0,0,1,0.977036
1,3.41,0,0,1,0.528784
1,0,0,0,1,0.99209
1,1.32,0,1,0,0.908097
1,4,0,0,1,0.516033
1,0.82,0,1,0,0.768526
1,1.75,0,1,0,0.547899
1,2.48,0,0,1,0.532408
1,1.75,0,1,0,0.618084
1,0.82,0,1,0,0.705058
1,2.91,0,0,1,0.651705
1,0.25,0,1,0,0.638198
1,4,0,0,1,0.579484
1,2.48,0,1,0,0.599341
1,1.32,0,1,0,0.613263
1,2.91,0,1,0,0.585791
1,0.82,0,1,0,0.527826
1,1.32,0,1,0,0.558595
1,2.91,0,1,0,0.730873
1,2.48,0,1,0,0.53008
1,1.75,0,0,1,0.615826
1,2.48,0,0,1,0.570242
1,4,0,0,1,0.728118
1,2.12,0,1,0,0.654524
1,0.25,0,1,0,0.631822
1,0.82,0,0,1,0.897883
1,3.41,0,0,1,0.743055
1,2.91,0,1,0,1.294065
1,1.32,0,1,0,0.515984
1,0,0,1,0,0.513937
1,1.75,0,1,0,0.558278
1,3.41,0,1,0,0.528461
1,0.25,0,1,0,0.587582
1,1.32,0,1,0,0.535098
1,0.82,0,1,0,0.550246
1,2.48,0,1,0,0.829692
1,3.41,0,0,1,0.698928
1,4,0,0,1,0.533069
1,1.32,0,1,0,0.52294
1,0.82,0,1,0,0.564261
1,2.12,0,1,0,0.631439
1,2.48,0,1,0,0.614685
1,2.91,0,1,0,0.757935
1,1.75,0,1,0,0.628492
1,4,0,0,1,0.52753
1,3.41,0,0,1,0.616756
1,0.82,0,1,0,0.530553
1,4,0,0,1,0.625129
1,0.25,0,1,0,0.540435
1,2.91,0,0,1,0.717625
1,1.75,0,1,0,0.522279
1,4,0,0,1,0.735383
1,2.48,0,0,1,0.69737
1,0,0,1,0,0.639977
1,3.41,0,0,1,0.577721
1,0.82,0,1,0,0.632104
1,0.25,0,1,0,0.558706
1,2.91,0,0,1,0.628506
1,3.41,0,0,1,0.627132
1,4,0,0,1,0.715781
1,2.48,0,0,1,0.670902
1,2.12,0,1,0,0.565318
1,1.32,0,0,1,0.629995
1,1.32,0,1,0,0.54207
1,0.82,0,1,0,0.533222
1,2.12,0,0,1,1.074439
1,0,0,1,0,1.117661
1,2.48,0,1,0,0.537564
1,4,0,0,1,1.034412
1,2.48,0,0,1,0.836431
1,4,0,0,1,0.662441
1,2.91,0,0,1,0.922313
1,1.75,0,0,1,0.708946
1,0.25,0,1,0,1.074895
1,3.41,0,0,1,0.564895
1,2.12,0,1,0,0.673226
1,0.82,0,0,1,0.558969
1,2.91,0,1,0,0.611045
1,0.82,0,1,0,0.586368
1,2.48,0,1,0,0.635571
1,4,0,0,1,0.555446
1,1.75,0,1,0,0.557998
1,2.12,0,1,0,0.545243
1,1.32,0,1,0,0.530355
1,0.25,0,0,1,0.544291
1,1.75,0,1,0,0.738439
1,2.91,0,0,1,0.680474
1,4,0,0,1,0.663065
1,0.25,0,1,0,0.612795
1,2.12,0,1,0,0.558609
1,1.32,0,1,0,0.515798
1,0.82,0,1,0,0.665171
1,1.75,0,1,0,0.588374
1,0.25,0,1,0,0.555735
1,2.12,0,1,0,0.547638
1,3.41,0,0,1,0.804229
1,0,0,1,0,0.637422
1,1.32,0,1,0,0.533836
1,2.91,0,0,1,0.660335
1,2.48,0,0,1,0.659533
1,0.82,0,1,0,0.711252
1,1.32,0,0,1,0.642967
1,0.25,0,1,0,0.546938
1,0,0,1,0,0.553757
1,1.75,0,0,1,0.654048
1,4,0,0,1,0.535348
1,3.41,0,1,0,0.553806
1,2.48,0,0,1,0.553087
1,0.25,0,1,0,0.543742
1,2.91,0,0,1,0.737622
1,1.32,0,1,0,0.623861
1,1.75,0,1,0,0.6503
1,2.12,0,1,0,0.649466
1,0.82,0,1,0,0.614112
1,2.48,0,0,1,0.609929
1,3.41,0,1,0,0.51503
1,0,0,1,0,0.746777
1,1.32,0,1,0,0.649445
1,4,0,0,1,0.704619
1,0.82,0,1,0,0.601255
1,2.91,0,1,0,0.604484
1,2.12,0,0,1,0.600434
1,0.25,0,1,0,0.533514
1,3.41,0,0,1,0.714269
1,2.48,0,0,1,0.591485
1,1.75,0,0,1,0.641491
1,0.82,0,1,0,0.52077
1,4,0,1,0,0.547297
1,1.32,0,1,0,0.552556
1,0.25,0,0,1,0.634134
1,2.91,0,0,1,0.79217
1,2.48,0,0,1,0.645558
1,2.12,0,1,0,1.118796
1,4,0,0,1,0.598856
1,1.32,0,1,0,0.554102
1,3.41,0,0,1,0.798668
1,2.91,0,0,1,0.586448
1,0.25,0,1,0,0.694939
1,1.75,0,1,0,1.035639
1,2.48,0,0,1,0.521542
1,0,0,1,0,0.562507
1,4,0,0,1,0.655135
1,0.82,0,1,0,0.568139
1,1.32,0,1,0,0.737909
1,0.82,0,1,0,0.713808
1,2.12,0,0,1,0.665545
1,2.48,0,1,0,0.714827
1,0,0,1,0,1.224798
1,3.41,0,0,1,0.897974
1,4,0,0,1,0.584627
1,0.25,0,1,0,0.560967
1,2.91,0,0,1,0.580715
1,0.82,0,1,0,0.541876
1,4,0,0,1,0.545645
1,2.48,0,1,0,0.718364
1,1.75,0,1,0,0.604779
1,3.41,0,0,1,0.701521
1,4,0,0,1,0.566091
1,2.12,0,1,0,0.53865
1,2.91,0,1,0,0.683981
1,1.75,0,1,0,0.539616
1,1.32,0,1,0,0.557409
1,0.25,0,1,0,0.523294
1,2.12,0,1,0,0.545109
1,2.48,0,1,0,0.5871
1,3.41,0,0,1,0.793563
1,3.41,0,0,1,0.665178
1,0,0,1,0,0.716916
1,2.91,0,0,1,0.516678
1,2.48,0,1,0,0.581698
1,1.75,0,1,0,0.567149
1,4,0,0,1,0.645776
1,3.41,0,0,1,0.721673
1,2.91,0,1,0,0.53938
1,2.48,0,1,0,0.602491
1,1.32,0,0,1,0.739765
1,2.91,0,0,1,0.646617
1,1.75,0,0,1,0.712183
1,3.41,0,0,1,0.729493
1,0.25,0,1,0,0.593406
1,0,0,0,1,0.700021
1,4,0,0,1,0.541215
1,0.25,0,1,0,0.525003
1,2.12,0,0,1,0.63143
1,0.82,0,1,0,0.530592
1,3.41,0,0,1,0.864378
1,2.48,0,0,1,0.70074
1,2.91,0,0,1,0.62539
1,1.32,0,1,0,0.543348
1,1.32,0,1,0,0.62784
1,2.91,0,1,0,0.834367
1,0.25,0,1,0,0.576273
1,2.48,0,1,0,0.515953
1,4,0,0,1,0.907334
1,1.32,0,1,0,0.925044
1,2.48,0,0,1,0.53237
1,2.12,0,1,0,0.522246
1,4,0,0,1,0.640799
1,2.91,0,0,1,0.53795
1,1.75,0,1,0,0.557764
1,0.25,0,1,0,0.577705
1,0.82,0,1,0,0.592867
1,3.41,0,0,1,0.631325
1,1.75,0,1,0,0.543916
1,2.91,0,0,1,0.88047
1,2.91,0,0,1,0.695439
1,4,0,1,0,0.576768
1,2.48,0,1,0,0.60704
1,1.75,0,1,0,0.63897
1,2.12,0,1,0,0.557022
1,3.41,0,0,1,0.728261
1,0,0,1,0,0.566251
1,0.25,0,1,0,0.542788
1,2.91,0,0,1,0.805419
1,2.12,0,0,1,1.106708
1,1.75,0,1,0,0.626641
1,0,0,1,0,0.596399
1,4,0,0,1,0.851681
1,2.48,0,1,0,0.712963
1,1.32,0,1,0,0.653801
1,2.48,0,1,0,0.778762
1,4,0,1,0,0.640168
1,0,0,0,1,0.945866
1,2.48,0,1,0,0.550387
1,1.75,0,1,0,0.520492
1,2.91,0,1,0,0.752412
1,0.25,0,1,0,0.575963
1,3.41,0,0,1,0.566025
1,1.32,0,1,0,0.693152
1,1.32,0,1,0,0.754295
1,0.25,0,1,0,0.510926
1,3.41,0,1,0,0.580253
1,4,0,1,0,0.621519
1,2.48,0,1,0,0.742583
1,0.82,0,1,0,0.700398
1,2.91,0,0,1,0.561024
1,4,0,0,1,0.724168
1,1.75,0,1,0,0.549845
1,3.41,0,0,1,0.781367
1,1.32,0,1,0,0.584445
1,2.48,0,0,1,0.533095
1,1.75,0,1,0,0.556935
1,0.25,0,1,0,0.633475
1,0.82,0,1,0,0.871391
1,2.91,0,0,1,0.652729
1,4,0,0,1,0.790557
1,2.12,0,0,1,0.891248
1,2.91,0,1,0,0.532993
1,2.48,0,1,0,0.569284
1,0.25,0,1,0,0.605032
1,0.82,0,1,0,0.574936
1,4,0,0,1,0.601669
1,2.12,0,0,1,0.630382
1,1.32,0,0,1,0.800754
1,2.48,0,0,1,0.828676
1,2.91,0,0,1,0.718002
1,3.41,0,0,1,0.569936
1,0.25,0,1,0,0.618425
1,2.91,0,0,1,0.705259
1,0.25,0,0,1,0.561016
1,3.41,0,0,1,0.734179
1,4,0,0,1,0.695429
1,0,0,1,0,0.769841
1,0.82,0,1,0,0.557753
1,2.48,0,1,0,0.802703
1,1.75,0,1,0,0.567326
1,0.25,0,1,0,0.58913
1,0.82,0,1,0,0.621044
1,4,0,0,1,0.593552
1,2.91,0,1,0,0.870086
1,0,0,1,0,0.710702
1,0.82,0,1,0,1.065681
1,2.48,0,1,0,0.526906
1,1.75,0,1,0,0.618339
1,2.12,0,1,0,0.616285
1,1.32,0,1,0,0.590237
1,3.41,0,0,1,0.794787
1,4,0,0,1,0.611366
1,1.75,0,0,1,0.58142
1,0.25,0,1,0,0.540182
1,2.91,0,1,0,0.545497
1,0.82,0,1,0,0.619137
1,0.25,0,1,0,0.609639
1,0.82,0,1,0,0.666142
1,0,0,1,0,0.596065
1,1.32,0,1,0,0.566644
1,2.91,0,1,0,0.534306
1,1.75,0,1,0,0.676335
1,4,0,0,1,0.553616
1,3.41,0,0,1,0.667856
1,1.75,0,0,1,0.572995
1,0.82,0,1,0,0.536992
1,2.91,0,1,0,0.628536
1,1.32,0,1,0,0.58847
1,0.25,0,1,0,0.557887
1,4,0,0,1,0.693787
1,2.48,0,1,0,0.566025
1,2.12,0,1,0,0.605992
1,3.41,0,0,1,0.569323
1,1.32,0,1,0,1.050408
1,0.82,0,1,0,0.729721
1,2.48,0,0,1,0.553086
1,3.41,0,0,1,0.688867
1,2.12,0,1,0,1.059872
1,1.75,0,1,0,1.823775
1,0,0,1,0,1.482935
1,0.25,0,1,0,0.520766
1,0.25,0,1,0,0.610643
1,0.82,0,1,0,0.524594
1,2.48,0,1,0,0.606512
1,3.41,0,0,1,0.667728
1,2.91,0,1,0,0.783576
1,1.75,0,1,0,0.663971
1,4,0,0,1,0.636399
1,1.32,0,1,0,0.656287
1,3.41,0,0,1,1.025074
1,0.25,0,1,0,0.828942
1,0.82,0,1,0,0.903414
1,2.48,0,0,1,0.631793
1,4,0,0,1,1.286396
1,2.12,0,1,0,1.57045
1,1.75,0,1,0,0.536816
1,2.48,0,0,1,0.729148
1,0,0,1,0,1.138705
1,0.25,0,1,0,0.834609
1,3.41,0,1,0,0.579895
1,0.82,0,1,0,0.672066
1,4,0,0,1,0.920252
1,1.32,0,1,0,0.568907
1,1.75,0,1,0,0.514717
1,4,0,0,1,0.614132
1,1.75,0,1,0,0.67125
1,0.82,0,1,0,0.702117
1,0.25,0,0,1,0.521028
1,1.32,0,1,0,0.535374
1,2.12,0,1,0,0.565727
1,2.91,0,0,1,0.922328
1,3.41,0,1,0,0.538963
1,2.12,0,0,1,0.865012
1,4,0,0,1,0.533205
1,2.48,0,0,1,0.540507
1,0.25,0,1,0,0.731637
1,0.82,0,1,0,0.606945
1,1.75,0,0,1,0.803553
1,2.48,0,0,1,0.610065
1,2.91,0,1,0,0.586893
1,4,0,1,0,0.636211
1,0.25,0,1,0,0.563864
1,3.41,0,0,1,0.829557
1,1.75,0,0,1,0.762192
1,1.32,0,1,0,0.619499
1,0,0,1,0,0.809503
1,2.12,0,1,0,0.714778
1,0,0,1,0,0.986335
1,0.82,0,1,0,0.665625
1,4,0,1,0,0.826793
1,2.12,0,0,1,0.837427
1,2.91,0,0,1,1.013908
1,0.25,0,1,0,0.515479
1,2.48,0,0,1,1.131445
1,4,0,0,1,0.734768
1,0,0,1,0,0.805407
1,2.91,0,1,0,0.577676
1,0.82,0,1,0,0.579049
1,1.75,0,0,1,0.826983
1,3.41,0,0,1,1.019857
1,1.32,0,1,0,0.57845
1,0.25,0,1,0,0.680345
1,2.91,0,1,0,0.593635
1,0,0,1,0,0.923568
1,4,0,0,1,0.838169
1,2.12,0,1,0,0.517333
1,2.48,0,1,0,0.553253
1,1.75,0,1,0,0.514264
1,0.25,0,1,0,0.610213
1,1.32,0,1,0,0.539195
1,3.41,0,0,1,0.577033
1,2.12,0,1,0,0.557737
1,1.32,0,1,0,0.647791
1,2.48,0,1,0,0.94365
1,2.12,0,1,0,0.829051
1,0.25,0,1,0,0.818946
1,0,0,0,1,0.916743
1,4,0,0,1,0.614032
1,3.41,0,0,1,0.601565
1,0.82,0,0,1,0.750007
1,2.12,0,1,0,0.539819
1,4,0,0,1,0.689789
1,0,0,1,0,0.525591
1,2.91,0,1,0,0.707036
1,2.48,0,1,0,0.669566
1,4,0,0,1,0.619831
1,0.82,0,1,0,0.575206
1,3.41,0,0,1,0.555637
1,2.48,0,1,0,0.636558
1,0.82,0,1,0,0.633023
1,4,0,0,1,0.62997
1,2.91,0,1,0,0.62593
1,2.12,0,0,1,0.644288
1,2.48,0,1,0,0.54354
1,1.75,0,0,1,0.655318
1,4,0,0,1,0.800943
1,2.91,0,0,1,0.521784
1,2.48,0,1,0,0.548271
1,3.41,0,0,1,0.60271
1,1.32,0,1,0,0.762254
1,4,0,0,1,0.772088
1,2.12,0,1,0,0.604593
1,2.48,0,1,0,0.684312
1,3.41,0,0,1,0.692707
1,2.91,0,0,1,0.588612
1,1.32,0,1,0,0.556262
1,0.25,0,1,0,1.00518
1,1.75,0,1,0,0.551638
1,2.91,0,1,0,0.574087
1,3.41,0,0,1,0.618389
1,1.32,0,1,0,0.546402
1,3.41,0,0,1,0.665383
1,2.91,0,0,1,0.625759
1,0.25,0,1,0,0.563711
1,1.75,0,1,0,0.544961
1,0.82,0,1,0,0.774271
1,4,0,0,1,0.579987
1,0.25,0,1,0,0.765473
1,1.75,0,1,0,0.53927
1,1.32,0,0,1,0.833565
1,2.12,0,0,1,0.519658
1,2.91,0,0,1,0.718273
1,2.48,0,0,1,0.646655
1,4,0,1,0,0.912655
1,4,0,0,1,0.86543
1,0.82,0,1,0,0.657829
1,3.41,0,0,1,1.013522
1,0.82,0,1,0,0.562648
1,1.75,0,1,0,0.55269
1,4,0,0,1,0.607435
1,2.48,0,1,0,0.554023
1,2.12,0,1,0,0.613157
1,1.32,0,1,0,0.579967
1,3.41,0,0,1,0.620513
1,0.25,0,1,0,0.701741
1,1.75,0,1,0,0.74739
1,2.91,0,1,0,0.766728
1,4,0,0,1,0.858122
1,2.48,0,1,0,0.706428
1,2.12,0,1,0,0.552288
1,2.91,0,0,1,0.829423
1,3.41,0,0,1,0.575288
1,4,0,0,1,0.661764
1,2.48,0,1,0,0.623673
1,0.25,0,1,0,0.584222
1,0.82,0,1,0,0.577305
1,4,0,1,0,0.541531
1,3.41,0,0,1,0.638607
1,2.91,0,0,1,0.557551
1,0.82,0,1,0,0.529248
1,1.32,0,1,0,0.533925
1,0.82,0,1,0,0.521022
1,2.91,0,0,1,0.548094
1,4,0,0,1,0.543333
1,0.82,0,1,0,0.612547
1,2.48,0,0,1,0.575401
1,1.75,0,1,0,0.538167
1,4,0,0,1,0.626982
1,3.41,0,1,0,0.683499
1,1.32,0,1,0,0.544774
1,2.12,0,0,1,0.724541
1,3.41,0,0,1,0.522836
1,4,0,0,1,0.854486
1,2.91,0,0,1,0.563824
1,2.48,0,0,1,0.644886
1,1.32,0,1,0,0.6843
1,2.48,0,0,1,0.621196
1,3.41,0,1,0,0.746791
1,2.91,0,0,1,0.781666
1,4,0,1,0,0.638185
1,0.82,0,1,0,0.770199
1,2.91,0,0,1,0.645499
1,3.41,0,0,1,0.586064
1,4,0,0,1,0.682004
1,1.32,0,1,0,0.638208
1,0.25,0,1,0,0.569028
1,2.48,0,1,0,0.630895
1,2.91,0,0,1,0.600189
1,1.75,0,1,0,0.600817
1,4,0,0,1,0.586631
1,2.91,0,1,0,0.598287
1,1.75,0,1,0,0.594937
1,0.25,0,1,0,0.614496
1,2.12,0,0,1,0.533529
1,2.48,0,0,1,0.543438
